,c_code_1,state_name_abb_a,year,num_conflicts,avg_with,avg_against,avg_cum_duration,num_wars,origin_participant_pct,ongoing_2010,revision_pct,avg_hostility_level,revision_type_mode,state_fatality_bin_mode,outcome_mode,settlement_type_mode
3800,690,KUW,1998,1,19.0,1.0,1.158904109589041,0,0.0,0.0,1.0,3.0,Policy,None Value,N/A,N/A
3801,373,AZE,1998,1,1.0,1.0,0.8821917808219178,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
3802,350,GRC,1998,3,8.666666666666666,1.3333333333333333,1.2465753424657535,0,0.3333333333333333,0.0,1.0,3.3333333333333335,Territory,None Value,N/A,N/A
3803,670,SAU,1998,1,1.0,1.0,1.1369863013698631,0,1.0,0.0,1.0,4.0,Territory,,Unclear,None Value
3804,365,RUS,1998,4,7.25,1.0,0.043835616438356165,0,0.75,0.0,0.5,2.5,['N/A' 'Policy'],None Value,['Stalemate' 'Unclear'],['None Value' 'Unclear']
3805,2,USA,1998,6,7.833333333333333,1.6666666666666667,1.2191780821917808,0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665,Policy,None Value,N/A,N/A
3806,660,LEB,1998,1,1.0,3.0,5.742465753424658,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
3807,732,ROK,1998,1,1.0,5.0,5.841095890410959,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
3808,483,CHA,1998,2,2.0,5.0,0.25753424657534246,0,0.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
3809,666,ISR,1998,2,10.0,2.0,2.8767123287671232,0,0.5,0.0,1.0,3.5,Policy,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
3810,20,CAN,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3811,352,CYP,1998,1,1.0,2.0,2.580821917808219,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
3812,368,LIT,1998,1,24.0,1.0,0.0273972602739726,0,0.0,0.0,1.0,3.0,Policy,None Value,Unclear,Unclear
3813,704,UZB,1998,1,3.0,1.0,0.0027397260273972603,0,0.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
3814,750,IND,1998,1,1.0,1.0,5.293150684931507,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
3815,94,COS,1998,1,1.0,1.0,0.12876712328767123,0,1.0,0.0,1.0,3.0,Policy,None Value,Stalemate,None Value
3816,522,DJI,1998,1,1.0,1.0,0.5863013698630137,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
3817,816,DRV,1998,2,1.0,1.0,0.08356164383561644,0,1.0,0.0,0.5,2.0,['N/A' 'Territory'],None Value,Stalemate,None Value
3818,640,TUR,1998,6,4.833333333333333,1.3333333333333333,1.4547945205479451,0,0.8333333333333334,0.0,0.8333333333333334,3.8333333333333335,Policy,None Value,N/A,N/A
3819,450,LBR,1998,2,1.0,1.0,0.16301369863013698,0,1.0,0.0,0.0,1.0,N/A,None Value,Unclear,['None Value' 'Unclear']
3820,390,DEN,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3821,210,NTH,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3822,630,IRN,1998,2,1.0,1.0,0.37945205479452054,0,1.0,0.0,0.5,4.0,['N/A' 'Policy'],None Value,Stalemate,None Value
3823,530,ETH,1998,1,1.0,1.0,0.6575342465753424,1,1.0,0.0,0.0,5.0,N/A,None Value,N/A,N/A
3824,211,BEL,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3825,395,ICE,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,3.0,Policy,None Value,N/A,N/A
3826,325,ITA,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3827,438,GUI,1998,1,3.0,1.0,0.7917808219178082,0,1.0,0.0,1.0,4.0,Regime/Government,None Value,Victory for State A,Imposed
3828,625,SUD,1998,3,1.0,1.0,0.9041095890410958,0,1.0,0.0,0.3333333333333333,3.0,N/A,None Value,N/A,N/A
3829,255,GMY,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3830,531,ERI,1998,3,1.0,1.0,1.2310502283105023,1,1.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3831,571,BOT,1998,1,1.0,1.0,0.4986301369863014,0,1.0,0.0,1.0,4.0,Territory,None Value,Stalemate,None Value
3832,565,NAM,1998,3,1.6666666666666667,3.6666666666666665,0.41278538812785387,0,0.3333333333333333,0.0,0.0,3.3333333333333335,N/A,None Value,N/A,N/A
3833,367,LAT,1998,1,1.0,1.0,0.07397260273972603,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
3834,811,CAM,1998,1,1.0,1.0,0.7178082191780822,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
3835,220,FRN,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3836,552,ZIM,1998,2,2.0,5.0,0.3589041095890411,0,0.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
3837,235,POR,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3838,230,SPN,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3839,212,LUX,1998,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,3.0,Policy,None Value,N/A,N/A
3840,770,PAK,1998,1,1.0,1.0,5.293150684931507,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
3841,200,UKG,1998,2,21.5,1.0,0.8986301369863013,0,0.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3842,475,NIG,1998,3,1.6666666666666667,1.0,0.4639269406392694,0,1.0,0.0,0.6666666666666666,4.0,['N/A' 'Regime/Government' 'Territory'],['1-25' 'None Value'],['Stalemate' 'Unclear' 'Victory for State A'],None Value
3843,702,TAJ,1998,1,3.0,1.0,0.057534246575342465,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
3844,710,CHN,1998,2,1.0,1.0,0.25068493150684934,0,1.0,0.0,0.5,2.0,['N/A' 'Territory'],None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
3845,740,JPN,1998,1,1.0,5.0,4.772602739726027,0,0.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
3846,385,NOR,1998,2,12.5,1.0,0.2876712328767123,0,0.5,0.0,1.0,4.0,Policy,None Value,['N/A' 'Unclear'],['N/A' 'Unclear']
3847,679,YEM,1998,1,1.0,1.0,1.1369863013698631,0,1.0,0.0,0.0,4.0,N/A,,Unclear,None Value
3848,343,MAC,1998,1,24.0,1.0,0.8383561643835616,0,0.0,0.0,1.0,3.0,Policy,None Value,N/A,N/A
3849,130,ECU,1998,1,1.0,1.0,0.08767123287671233,0,1.0,0.0,1.0,4.0,Territory,None Value,Compromise,Negotiated
3850,135,PER,1998,1,1.0,1.0,0.08767123287671233,0,1.0,0.0,1.0,3.0,Territory,None Value,Compromise,Negotiated
3851,731,PRK,1998,3,1.0,5.0,5.257534246575342,0,1.0,0.0,1.0,3.0,Territory,None Value,N/A,N/A
3852,345,YUG,1998,20,24.0,1.0,0.5482191780821918,0,1.0,0.0,0.0,2.25,N/A,None Value,N/A,N/A
3853,517,RWA,1998,4,2.0,5.0,0.3506849315068493,0,1.0,0.0,1.0,3.25,Policy,None Value,N/A,N/A
3854,451,SIE,1998,2,3.0,1.0,0.7808219178082192,0,1.0,0.0,0.0,2.5,N/A,None Value,Victory for State B,Imposed
3855,700,AFG,1998,5,2.2,1.0,0.05808219178082192,0,1.0,0.0,0.4,1.6,N/A,None Value,Stalemate,None Value
3856,371,ARM,1998,1,1.0,1.0,0.8821917808219178,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
3857,645,IRQ,1998,6,13.0,1.0,1.0748858447488583,0,1.0,0.0,0.0,2.6666666666666665,N/A,None Value,N/A,N/A
3858,800,THI,1998,1,1.0,1.0,0.7178082191780822,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
3859,339,ALB,1998,1,24.0,1.0,0.915068493150685,0,1.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3860,840,PHI,1998,2,1.0,1.0,0.25205479452054796,0,1.0,0.0,1.0,3.5,Territory,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
3861,365,RUS,1999,19,1.0,9.263157894736842,0.047584715212689255,0,1.0,0.0,0.7894736842105263,2.736842105263158,Policy,None Value,Stalemate,None Value
3862,740,JPN,1999,5,1.0,1.8,1.1315068493150684,0,0.8,0.0,0.2,2.8,N/A,None Value,Stalemate,None Value
3863,750,IND,1999,2,1.0,1.0,3.147945205479452,1,1.0,0.0,0.0,4.5,N/A,['501-999' 'None Value'],['N/A' 'Victory for State A'],['N/A' 'None Value']
3864,770,PAK,1999,2,1.0,1.0,3.147945205479452,1,1.0,0.0,0.5,4.5,['N/A' 'Territory'],['501-999' 'None Value'],['N/A' 'Victory for State B'],['N/A' 'None Value']
3865,372,GRG,1999,1,1.0,1.0,0.1232876712328767,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
3866,438,GUI,1999,1,1.0,1.0,0.010958904109589041,0,1.0,0.0,1.0,3.0,Policy,None Value,Compromise,Negotiated
3867,451,SIE,1999,1,2.0,1.0,0.5616438356164384,0,1.0,0.0,1.0,3.0,Policy,None Value,Unclear,None Value
3868,371,ARM,1999,1,1.0,1.0,1.6356164383561644,0,1.0,0.0,1.0,4.0,Territory,1-25,Stalemate,None Value
3869,390,DEN,1999,2,12.5,7.0,0.5178082191780822,0,0.5,0.0,0.5,2.5,['N/A' 'Policy'],None Value,['Stalemate' 'Victory for State A'],['Imposed' 'None Value']
3870,450,LBR,1999,3,1.6666666666666667,1.0,0.1917808219178082,0,1.0,0.0,0.6666666666666666,2.0,Policy,None Value,Unclear,None Value
3871,395,ICE,1999,1,24.0,1.0,0.7780821917808219,0,0.0,0.0,1.0,3.0,Policy,None Value,Unclear,Unclear
3872,385,NOR,1999,3,8.666666666666666,5.0,0.3461187214611872,0,0.6666666666666666,0.0,0.3333333333333333,2.6666666666666665,N/A,None Value,Stalemate,None Value
3873,679,YEM,1999,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,None Value,Unclear,Unclear
3874,565,NAM,1999,2,2.0,5.0,1.36986301369863,0,0.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
3875,91,HON,1999,1,1.0,1.0,0.08493150684931507,0,1.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3876,290,POL,1999,1,24.0,1.0,0.03287671232876712,0,0.0,0.0,1.0,3.0,Policy,None Value,Victory for State A,Imposed
3877,255,GMY,1999,3,14.666666666666666,5.0,0.19817351598173516,0,0.3333333333333333,0.0,0.3333333333333333,2.6666666666666665,N/A,None Value,Stalemate,None Value
3878,93,NIC,1999,1,1.0,1.0,0.08493150684931507,0,1.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3879,531,ERI,1999,3,1.0,1.0,1.3990867579908677,1,1.0,0.0,1.0,4.333333333333333,Policy,None Value,['Compromise' 'N/A' 'Unclear'],['N/A' 'Negotiated' 'Unclear']
3880,373,AZE,1999,2,1.0,1.0,0.8342465753424657,0,1.0,0.0,0.5,4.0,['N/A' 'Policy'],['1-25' 'None Value'],['Released (for seizures)' 'Stalemate'],['None Value' 'Unclear']
3881,235,POR,1999,2,12.5,7.0,0.2958904109589041,0,0.5,0.0,0.5,2.5,['N/A' 'Policy'],None Value,['Stalemate' 'Victory for State A'],['Imposed' 'None Value']
3882,651,EGY,1999,1,19.0,1.0,0.0027397260273972603,0,0.0,0.0,1.0,3.0,Policy,None Value,Stalemate,None Value
3883,230,SPN,1999,2,12.5,7.0,0.2958904109589041,0,0.5,0.0,0.5,2.5,['N/A' 'Policy'],None Value,['Stalemate' 'Victory for State A'],['Imposed' 'None Value']
3884,710,CHN,1999,4,1.0,1.5,0.7267123287671233,0,1.0,0.0,1.0,2.75,['Policy' 'Territory'],None Value,N/A,N/A
3885,700,AFG,1999,2,1.0,1.5,0.136986301369863,0,1.0,0.0,0.5,2.5,['N/A' 'Policy'],None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
3886,552,ZIM,1999,2,2.0,5.0,1.358904109589041,0,0.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
3887,220,FRN,1999,3,14.666666666666666,5.0,0.19817351598173516,0,0.3333333333333333,0.0,0.3333333333333333,2.6666666666666665,N/A,None Value,Stalemate,None Value
3888,530,ETH,1999,2,1.0,1.0,0.8301369863013699,1,1.0,0.0,0.5,4.5,['N/A' 'Policy'],['1-25' 'None Value'],['Compromise' 'N/A'],['N/A' 'Negotiated']
3889,475,NIG,1999,1,2.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,1.0,Policy,None Value,Unclear,None Value
3890,840,PHI,1999,2,1.0,1.0,0.7109589041095891,0,1.0,0.0,1.0,2.5,Territory,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
3891,625,SUD,1999,2,1.0,1.0,1.5643835616438355,0,1.0,0.0,0.5,4.0,['N/A' 'Policy'],None Value,['Compromise' 'Stalemate'],['Negotiated' 'None Value']
3892,702,TAJ,1999,1,1.0,1.0,0.136986301369863,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
3893,211,BEL,1999,2,12.5,7.0,0.5178082191780822,0,0.5,0.0,0.5,2.5,['N/A' 'Policy'],None Value,['Stalemate' 'Victory for State A'],['Imposed' 'None Value']
3894,630,IRN,1999,3,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.6666666666666666,3.6666666666666665,['N/A' 'Policy' 'Regime/Government'],None Value,Stalemate,None Value
3895,101,VEN,1999,2,1.0,1.0,0.04246575342465753,0,1.0,0.0,1.0,4.0,['Policy' 'Territory'],None Value,Stalemate,None Value
3896,210,NTH,1999,3,14.666666666666666,5.0,0.3461187214611872,0,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665,Policy,None Value,Stalemate,None Value
3897,703,KYR,1999,1,1.0,1.0,0.00821917808219178,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
3898,640,TUR,1999,10,5.1,2.4,1.0654794520547946,0,0.7,0.0,0.6,3.1,['N/A' 'Policy'],None Value,Stalemate,None Value
3899,816,DRV,1999,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,4.0,Territory,None Value,Stalemate,None Value
3900,200,UKG,1999,4,11.25,4.0,0.8191780821917808,0,0.5,0.0,0.75,3.0,Policy,None Value,['N/A' 'Stalemate' 'Victory for State A' 'Yield by for State A'],['Imposed' 'N/A' 'None Value' 'Unclear']
3901,645,IRQ,1999,18,14.0,1.0,0.5397260273972603,0,1.0,0.0,0.3333333333333333,1.5555555555555556,N/A,None Value,Stalemate,None Value
3902,110,GUY,1999,1,1.0,1.0,0.019178082191780823,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
3903,212,LUX,1999,1,24.0,1.0,0.5589041095890411,0,0.0,0.0,1.0,3.0,Policy,None Value,Victory for State A,Imposed
3904,310,HUN,1999,1,24.0,1.0,0.03287671232876712,0,0.0,0.0,1.0,3.0,Policy,None Value,Victory for State A,Imposed
3905,660,LEB,1999,1,1.0,3.0,6.742465753424658,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
3906,666,ISR,1999,1,1.0,3.0,6.742465753424658,0,1.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
3907,670,SAU,1999,1,19.0,1.0,0.8767123287671232,0,0.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
3908,732,ROK,1999,3,1.3333333333333333,2.3333333333333335,2.1780821917808217,0,1.0,0.0,0.6666666666666666,2.6666666666666665,Policy,None Value,Stalemate,None Value
3909,483,CHA,1999,2,2.0,5.0,0.589041095890411,0,0.0,0.0,0.0,3.0,N/A,,Stalemate,None Value
3910,775,MYA,1999,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
3911,2,USA,1999,6,8.0,3.8333333333333335,1.621461187214612,1,0.5,0.0,0.5,3.1666666666666665,['N/A' 'Policy'],None Value,Stalemate,None Value
3912,352,CYP,1999,1,1.0,2.0,3.580821917808219,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
3913,490,DRC,1999,2,2.0,5.0,1.4095890410958904,0,1.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
3914,350,GRC,1999,4,11.25,1.25,1.1335616438356164,0,0.25,0.0,0.75,3.0,Territory,None Value,Stalemate,None Value
3915,500,UGA,1999,6,1.6666666666666667,3.6666666666666665,0.8876712328767123,0,0.6666666666666666,0.0,0.8333333333333334,3.3333333333333335,Policy,None Value,['N/A' 'Stalemate'],N/A
3916,690,KUW,1999,3,7.0,1.0,0.6611872146118721,0,0.6666666666666666,0.0,0.3333333333333333,3.0,N/A,None Value,Stalemate,None Value
3917,20,CAN,1999,2,12.5,7.0,0.5178082191780822,0,0.5,0.0,0.5,2.5,['N/A' 'Policy'],None Value,['Stalemate' 'Victory for State A'],['Imposed' 'None Value']
3918,345,YUG,1999,21,24.0,1.0,0.7882583170254404,1,1.0,0.0,0.0,2.2857142857142856,N/A,None Value,Victory for State B,Imposed
3919,731,PRK,1999,7,1.2857142857142858,2.7142857142857144,2.559686888454012,0,1.0,0.0,0.5714285714285714,2.2857142857142856,['N/A' 'Territory'],None Value,Stalemate,None Value
3920,713,TAW,1999,1,1.0,2.0,0.8904109589041096,0,1.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
3921,501,KEN,1999,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,None Value,Compromise,Negotiated
3922,704,UZB,1999,2,1.0,1.0,0.07260273972602739,0,1.0,0.0,1.0,4.0,Other,None Value,Stalemate,None Value
3923,343,MAC,1999,1,24.0,1.0,1.2821917808219179,0,0.0,0.0,1.0,3.0,Policy,None Value,Victory for State A,Imposed
3924,316,CZR,1999,1,24.0,1.0,0.03287671232876712,0,0.0,0.0,1.0,3.0,Policy,None Value,Victory for State A,Imposed
3925,663,JOR,1999,1,19.0,1.0,0.0027397260273972603,0,0.0,0.0,1.0,3.0,Policy,None Value,Stalemate,None Value
3926,339,ALB,1999,1,24.0,1.0,1.358904109589041,0,1.0,0.0,1.0,4.0,Policy,,Victory for State A,Imposed
3927,517,RWA,1999,5,1.8,4.2,0.9495890410958905,0,1.0,0.0,1.0,3.4,Policy,None Value,N/A,N/A
3928,800,THI,1999,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
3929,696,UAE,1999,1,19.0,1.0,0.0027397260273972603,0,0.0,0.0,1.0,3.0,Policy,None Value,Stalemate,None Value
3930,52,TRI,1999,1,1.0,1.0,0.06575342465753424,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
3931,325,ITA,1999,3,14.666666666666666,5.0,0.3461187214611872,0,0.3333333333333333,0.0,0.3333333333333333,2.6666666666666665,N/A,None Value,Stalemate,None Value
3932,100,COL,2000,1,1.0,1.0,0.11506849315068493,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
3933,110,GUY,2000,2,1.0,1.0,0.07945205479452055,0,1.0,0.0,0.0,2.5,N/A,None Value,Stalemate,None Value
3934,80,BLZ,2000,2,1.0,1.0,0.09726027397260274,0,1.0,0.0,1.0,3.5,Territory,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
3935,91,HON,2000,2,1.0,1.0,0.3452054794520548,0,1.0,0.0,1.0,4.0,Policy,None Value,['Compromise' 'Stalemate'],['Negotiated' 'None Value']
3936,2,USA,2000,10,4.8,5.1,0.5194520547945205,0,0.8,0.0,0.4,2.9,N/A,None Value,Stalemate,None Value
3937,750,IND,2000,1,1.0,1.0,1.2876712328767124,0,1.0,0.0,0.0,4.0,N/A,,Stalemate,None Value
3938,93,NIC,2000,2,1.0,1.0,0.3452054794520548,0,1.0,0.0,1.0,4.0,Policy,None Value,['Compromise' 'Stalemate'],['Negotiated' 'None Value']
3939,372,GRG,2000,2,1.0,19.5,0.5684931506849316,0,1.0,0.0,0.0,2.5,N/A,None Value,['N/A' 'Yield by State B'],['N/A' 'Unclear']
3940,840,PHI,2000,2,1.0,1.0,0.7931506849315069,0,1.0,0.0,1.0,2.5,['Policy' 'Territory'],None Value,['Compromise' 'Stalemate'],['Negotiated' 'None Value']
3941,20,CAN,2000,4,6.0,10.75,0.2842465753424658,0,1.0,0.0,0.25,1.75,N/A,None Value,Yield by for State A,['None Value' 'Unclear']
3942,101,VEN,2000,2,1.0,1.0,0.0589041095890411,0,1.0,0.0,0.5,2.5,['N/A' 'Policy'],None Value,Stalemate,None Value
3943,90,GUA,2000,2,1.0,1.0,0.09726027397260274,0,1.0,0.0,1.0,2.5,Territory,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
3944,360,ROM,2000,1,21.0,1.0,0.6767123287671233,0,0.0,0.0,1.0,3.0,Policy,None Value,Yield by State B,None Value
3945,115,SUR,2000,2,1.0,1.0,0.07945205479452055,0,1.0,0.0,0.5,4.0,['N/A' 'Policy'],None Value,Stalemate,None Value
3946,355,BUL,2000,1,1.0,38.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by State B,Unclear
3947,352,CYP,2000,1,1.0,2.0,4.583561643835616,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
3948,350,GRC,2000,4,6.0,10.5,1.4657534246575343,0,0.75,0.0,0.5,2.5,N/A,None Value,Yield by State B,None Value
3949,349,SLV,2000,1,1.0,38.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by State B,Unclear
3950,345,YUG,2000,63,7.666666666666667,22.793650793650794,0.2695803435529463,0,1.0,0.0,0.6190476190476191,2.365079365079365,Policy,None Value,Yield by State B,Unclear
3951,365,RUS,2000,9,1.0,5.555555555555555,0.36651445966514457,0,1.0,0.0,0.4444444444444444,2.888888888888889,N/A,None Value,Stalemate,None Value
3952,344,CRO,2000,1,1.0,2.0,0.15616438356164383,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
3953,339,ALB,2000,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
3954,770,PAK,2000,1,1.0,1.0,1.2876712328767124,0,1.0,0.0,0.0,4.0,N/A,,Stalemate,None Value
3955,325,ITA,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,2.0,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3956,317,SLO,2000,1,1.0,38.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by for State A,Unclear
3957,316,CZR,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,1.5,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3958,310,HUN,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,1.5,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3959,305,AUS,2000,1,1.0,38.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by for State A,Unclear
3960,290,POL,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,2.0,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3961,255,GMY,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,1.5,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3962,366,EST,2000,1,1.0,38.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by State B,Unclear
3963,235,POR,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,1.5,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3964,230,SPN,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,1.5,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3965,368,LIT,2000,2,1.0,19.5,0.06164383561643835,0,1.0,0.0,0.0,1.0,N/A,None Value,['Released (for seizures)' 'Yield by State B'],['Negotiated' 'Unclear']
3966,225,SWZ,2000,1,1.0,38.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by for State A,Unclear
3967,220,FRN,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,1.5,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3968,212,LUX,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,1.5,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3969,369,UKR,2000,1,1.0,38.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by State B,Unclear
3970,211,BEL,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,1.5,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3971,210,NTH,2000,2,11.0,19.5,0.3917808219178082,0,1.0,0.0,0.5,2.0,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3972,205,IRE,2000,1,1.0,38.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by for State A,Unclear
3973,200,UKG,2000,4,10.5,10.5,1.026027397260274,0,0.75,0.0,0.5,2.0,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3974,160,ARG,2000,2,11.0,19.5,0.34383561643835614,0,0.5,0.0,0.5,2.0,['N/A' 'Policy'],None Value,Yield by for State A,Unclear
3975,371,ARM,2000,2,1.0,1.5,0.03561643835616438,0,0.5,0.0,0.5,2.5,['N/A' 'Territory'],None Value,Stalemate,None Value
3976,373,AZE,2000,2,1.0,19.5,0.03972602739726028,0,1.0,0.0,0.0,1.0,N/A,None Value,['Stalemate' 'Yield by State B'],['None Value' 'Unclear']
3977,986,PAL,2000,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
3978,713,TAW,2000,1,1.0,2.0,1.2246575342465753,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
3979,640,TUR,2000,8,3.5,6.125,1.391095890410959,0,1.0,0.0,0.625,3.375,Policy,None Value,['N/A' 'Stalemate'],None Value
3980,740,JPN,2000,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
3981,600,MOR,2000,1,1.0,38.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by State B,Unclear
3982,565,NAM,2000,2,2.0,5.0,2.372602739726027,0,0.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
3983,552,ZIM,2000,2,2.0,5.0,2.361643835616438,0,0.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
3984,710,CHN,2000,3,1.0,1.6666666666666667,1.1616438356164382,0,1.0,0.0,1.0,2.6666666666666665,Policy,None Value,Stalemate,None Value
3985,531,ERI,2000,1,1.0,1.0,2.126027397260274,1,1.0,0.0,1.0,5.0,Territory,"1,000+",Compromise,Negotiated
3986,530,ETH,2000,1,1.0,1.0,2.126027397260274,1,1.0,0.0,0.0,5.0,N/A,"1,000+",Compromise,Negotiated
3987,380,SWD,2000,1,1.0,38.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by State B,Unclear
