,c_code_1,state_name_1,year,num_alliances,pre_1816_alliances,num_in_effect_1231_2012,defense_treaties,neutrality_treaties,nonaggression_treaties,entente_treaties
4499,260,German Federal Republic,1973,20,0,6,20,0,14.0,20.0
4500,731,North Korea,1973,2,0,1,2,0,2.0,0.0
4501,750,India,1973,3,0,1,0,1,3.0,2.0
4502,355,Bulgaria,1973,11,0,0,11,0,10.0,7.0
4503,70,Mexico,1973,22,0,22,22,0,22.0,22.0
4504,435,Mauritania,1973,19,0,15,0,0,19.0,18.0
4505,710,China,1973,3,0,1,2,0,2.0,0.0
4506,360,Romania,1973,11,0,0,11,0,10.0,7.0
4507,290,Poland,1973,11,0,0,11,0,8.0,5.0
4508,325,Italy,1973,20,0,19,20,0,14.0,20.0
4509,620,Libya,1973,36,0,28,17,0,35.0,36.0
4510,615,Algeria,1973,36,0,28,16,0,36.0,34.0
4511,732,South Korea,1973,1,0,1,0,0,0.0,1.0
4512,100,Colombia,1973,23,0,23,22,0,23.0,22.0
4513,375,Finland,1973,1,0,0,1,0,0.0,1.0
4514,640,Turkey,1973,21,0,14,16,0,4.0,20.0
4515,352,Cyprus,1973,2,0,0,0,0,0.0,2.0
4516,230,Spain,1973,2,0,0,0,1,1.0,1.0
4517,395,Iceland,1973,14,0,13,14,0,14.0,14.0
4518,155,Chile,1973,22,0,22,22,0,22.0,22.0
4519,713,Taiwan,1973,1,0,0,1,0,1.0,0.0
4520,516,Burundi,1973,2,0,0,2,0,0.0,0.0
4521,200,United Kingdom,1973,32,1,20,21,0,19.0,31.0
4522,385,Norway,1973,14,0,13,14,0,14.0,14.0
4523,600,Morocco,1973,36,0,28,16,0,36.0,34.0
4524,630,Iran,1973,5,0,0,0,0,4.0,5.0
4525,645,Iraq,1973,37,0,28,18,0,35.0,37.0
4526,135,Peru,1973,22,0,22,22,0,0.0,22.0
4527,52,Trinidad and Tobago,1973,22,0,22,22,0,0.0,22.0
4528,660,Lebanon,1973,34,0,28,16,0,34.0,34.0
4529,265,German Democratic Republic,1973,11,0,0,11,0,5.0,8.0
4530,482,Central African Republic,1973,3,0,0,3,0,0.0,3.0
4531,678,Yemen Arab Republic,1973,34,0,0,16,0,34.0,34.0
4532,450,Liberia,1973,1,0,1,0,0,0.0,1.0
4533,41,Haiti,1973,22,0,22,22,0,22.0,22.0
4534,155,Chile,1974,22,0,22,22,0,22.0,22.0
4535,501,Kenya,1974,1,0,1,1,0,0.0,0.0
4536,670,Saudi Arabia,1974,36,0,30,17,0,36.0,36.0
4537,230,Spain,1974,2,0,0,0,1,1.0,1.0
4538,95,Panama,1974,22,0,22,22,0,22.0,22.0
4539,678,Yemen Arab Republic,1974,36,0,0,17,0,36.0,36.0
4540,360,Romania,1974,11,0,0,11,0,10.0,7.0
4541,100,Colombia,1974,23,0,23,22,0,23.0,22.0
4542,52,Trinidad and Tobago,1974,22,0,22,22,0,0.0,22.0
4543,310,Hungary,1974,6,0,0,6,0,5.0,2.0
4544,615,Algeria,1974,38,0,30,17,0,38.0,36.0
4545,713,Taiwan,1974,1,0,0,1,0,1.0,0.0
4546,663,Jordan,1974,38,0,30,19,0,36.0,38.0
4547,211,Belgium,1974,20,0,19,20,0,14.0,20.0
4548,210,Netherlands,1974,20,0,19,20,0,14.0,20.0
4549,516,Burundi,1974,2,0,0,2,0,0.0,0.0
4550,700,Afghanistan,1974,2,0,0,0,1,2.0,0.0
4551,220,France,1974,32,0,20,24,0,14.0,31.0
4552,698,Oman,1974,19,0,16,0,0,19.0,19.0
4553,385,Norway,1974,14,0,13,14,0,14.0,14.0
4554,600,Morocco,1974,38,0,30,17,0,38.0,36.0
4555,91,Honduras,1974,22,0,22,22,0,22.0,22.0
4556,315,Czechoslovakia,1974,11,0,0,11,1,8.0,7.0
4557,771,Bangladesh,1974,1,0,0,0,1,1.0,1.0
4558,692,Bahrain,1974,36,0,30,17,0,36.0,36.0
4559,90,Guatemala,1974,22,0,22,22,0,22.0,22.0
4560,235,Portugal,1974,16,1,14,15,1,16.0,14.0
4561,517,Rwanda,1974,2,0,0,2,0,0.0,0.0
4562,140,Brazil,1974,22,0,22,22,0,22.0,22.0
4563,490,Democratic Republic of the Congo,1974,2,0,0,2,0,0.0,0.0
4564,436,Niger,1974,1,0,0,1,0,0.0,0.0
4565,500,Uganda,1974,1,0,0,1,0,0.0,0.0
4566,150,Paraguay,1974,23,0,23,22,0,1.0,22.0
4567,484,Congo,1974,3,0,0,3,0,0.0,3.0
4568,625,Sudan,1974,37,0,30,18,0,36.0,36.0
4569,41,Haiti,1974,22,0,22,22,0,22.0,22.0
4570,680,Yemen People's Republic,1974,36,0,0,17,0,36.0,36.0
4571,450,Liberia,1974,1,0,1,0,0,0.0,1.0
4572,265,German Democratic Republic,1974,11,0,0,11,0,5.0,8.0
4573,395,Iceland,1974,14,0,13,14,0,14.0,14.0
4574,200,United Kingdom,1974,32,1,20,21,0,19.0,31.0
4575,660,Lebanon,1974,36,0,30,17,0,36.0,36.0
4576,630,Iran,1974,5,0,0,0,0,4.0,5.0
4577,135,Peru,1974,22,0,22,22,0,0.0,22.0
4578,645,Iraq,1974,39,0,30,19,0,37.0,39.0
4579,482,Central African Republic,1974,3,0,0,3,0,0.0,3.0
4580,365,Russia,1974,21,0,0,15,2,12.0,12.0
4581,101,Venezuela,1974,23,0,23,22,0,23.0,22.0
4582,712,Mongolia,1974,1,0,0,1,0,0.0,0.0
4583,92,El Salvador,1974,22,0,22,22,0,22.0,22.0
4584,352,Cyprus,1974,2,0,0,0,0,0.0,2.0
4585,920,New Zealand,1974,8,0,0,2,0,2.0,8.0
4586,696,United Arab Emirates,1974,36,0,30,17,0,36.0,36.0
4587,694,Qatar,1974,36,0,30,17,0,36.0,36.0
4588,290,Poland,1974,11,0,0,11,0,8.0,5.0
4589,325,Italy,1974,20,0,19,20,0,14.0,20.0
4590,732,South Korea,1974,1,0,1,0,0,0.0,1.0
4591,620,Libya,1974,39,0,30,19,0,37.0,38.0
4592,710,China,1974,3,0,1,2,0,2.0,0.0
4593,375,Finland,1974,1,0,0,1,0,0.0,1.0
4594,435,Mauritania,1974,20,0,16,0,0,20.0,19.0
4595,750,India,1974,3,0,1,0,1,3.0,2.0
4596,355,Bulgaria,1974,11,0,0,11,0,10.0,7.0
4597,840,Philippines,1974,7,0,1,1,0,0.0,6.0
4598,260,German Federal Republic,1974,20,0,6,20,0,14.0,20.0
4599,145,Bolivia,1974,24,0,24,22,1,24.0,22.0
4600,93,Nicaragua,1974,22,0,22,22,0,22.0,22.0
4601,690,Kuwait,1974,36,0,30,17,0,36.0,36.0
4602,640,Turkey,1974,21,0,14,16,0,4.0,20.0
4603,481,Gabon,1974,1,0,1,1,0,0.0,0.0
4604,165,Uruguay,1974,22,0,22,22,0,0.0,22.0
4605,651,Egypt,1974,39,0,0,19,0,36.0,39.0
4606,212,Luxembourg,1974,20,0,19,20,0,14.0,20.0
4607,740,Japan,1974,1,0,1,0,0,0.0,0.0
4608,731,North Korea,1974,2,0,1,2,0,2.0,0.0
4609,520,Somalia,1974,36,0,30,17,0,36.0,36.0
4610,94,Costa Rica,1974,22,0,22,22,0,22.0,22.0
4611,130,Ecuador,1974,23,0,23,22,1,1.0,22.0
4612,350,Greece,1974,16,0,13,16,0,14.0,16.0
4613,530,Ethiopia,1974,1,0,1,1,0,0.0,0.0
4614,770,Pakistan,1974,6,0,2,0,0,5.0,4.0
4615,900,Australia,1974,8,0,1,2,0,2.0,8.0
4616,390,Denmark,1974,14,0,13,14,0,14.0,14.0
4617,160,Argentina,1974,22,0,22,22,0,22.0,22.0
4618,652,Syria,1974,36,0,30,17,0,36.0,36.0
4619,53,Barbados,1974,22,0,22,22,0,22.0,22.0
4620,51,Jamaica,1974,22,0,22,22,0,22.0,22.0
4621,800,Thailand,1974,6,0,0,0,0,0.0,6.0
4622,616,Tunisia,1974,38,0,30,18,0,38.0,37.0
4623,483,Chad,1974,3,0,0,3,0,0.0,3.0
4624,2,United States of America,1974,58,0,43,45,0,43.0,52.0
4625,42,Dominican Republic,1974,22,0,22,22,0,22.0,22.0
4626,70,Mexico,1974,22,0,22,22,0,22.0,22.0
4627,20,Canada,1974,16,0,14,15,0,14.0,15.0
4628,590,Mauritius,1974,1,0,0,0,0,0.0,1.0
4629,145,Bolivia,1975,25,0,25,23,1,25.0,23.0
4630,94,Costa Rica,1975,23,0,23,23,0,23.0,23.0
4631,678,Yemen Arab Republic,1975,37,0,0,17,0,37.0,37.0
4632,355,Bulgaria,1975,11,0,0,11,0,10.0,7.0
4633,900,Australia,1975,7,0,1,2,0,2.0,7.0
4634,360,Romania,1975,11,0,0,11,0,10.0,7.0
4635,732,South Korea,1975,1,0,1,0,0,0.0,1.0
4636,670,Saudi Arabia,1975,37,0,31,17,0,37.0,37.0
4637,290,Poland,1975,11,0,0,11,0,8.0,5.0
4638,731,North Korea,1975,2,0,1,2,0,2.0,0.0
4639,140,Brazil,1975,23,0,23,23,0,23.0,23.0
4640,640,Turkey,1975,19,0,14,14,0,4.0,18.0
4641,130,Ecuador,1975,24,0,24,23,1,1.0,23.0
4642,680,Yemen People's Republic,1975,37,0,0,17,0,37.0,37.0
4643,645,Iraq,1975,40,0,31,19,0,38.0,40.0
4644,20,Canada,1975,16,0,14,15,0,14.0,15.0
4645,522,Djibouti,1975,20,0,17,0,0,20.0,20.0
4646,365,Russia,1975,21,0,0,15,2,12.0,12.0
4647,150,Paraguay,1975,24,0,24,23,0,1.0,23.0
4648,530,Ethiopia,1975,1,0,1,1,0,0.0,0.0
4649,590,Mauritius,1975,1,0,0,0,0,0.0,1.0
4650,135,Peru,1975,23,0,23,23,0,0.0,23.0
4651,91,Honduras,1975,23,0,23,23,0,23.0,23.0
4652,630,Iran,1975,5,0,0,0,0,4.0,5.0
4653,520,Somalia,1975,37,0,31,17,0,37.0,37.0
4654,435,Mauritania,1975,21,0,17,0,0,21.0,20.0
4655,265,German Democratic Republic,1975,11,0,0,11,0,5.0,8.0
4656,800,Thailand,1975,5,0,0,0,0,0.0,5.0
4657,600,Morocco,1975,39,0,31,17,0,39.0,37.0
4658,517,Rwanda,1975,2,0,0,2,0,0.0,0.0
4659,220,France,1975,26,0,20,24,0,14.0,25.0
4660,700,Afghanistan,1975,2,0,0,0,1,2.0,0.0
4661,235,Portugal,1975,16,1,14,15,1,16.0,14.0
4662,350,Greece,1975,14,0,13,14,0,14.0,14.0
4663,52,Trinidad and Tobago,1975,23,0,23,23,0,0.0,23.0
4664,694,Qatar,1975,37,0,31,17,0,37.0,37.0
4665,483,Chad,1975,3,0,0,3,0,0.0,3.0
4666,42,Dominican Republic,1975,23,0,23,23,0,23.0,23.0
4667,840,Philippines,1975,6,0,1,1,0,0.0,5.0
4668,616,Tunisia,1975,38,0,31,17,0,38.0,37.0
4669,51,Jamaica,1975,23,0,23,23,0,23.0,23.0
4670,750,India,1975,3,0,1,0,1,3.0,2.0
4671,315,Czechoslovakia,1975,11,0,0,11,1,8.0,7.0
4672,310,Hungary,1975,6,0,0,6,0,5.0,2.0
4673,260,German Federal Republic,1975,20,0,6,20,0,14.0,20.0
4674,230,Spain,1975,2,0,0,0,1,1.0,1.0
4675,212,Luxembourg,1975,20,0,19,20,0,14.0,20.0
4676,490,Democratic Republic of the Congo,1975,2,0,0,2,0,0.0,0.0
4677,652,Syria,1975,37,0,31,17,0,37.0,37.0
4678,500,Uganda,1975,1,0,0,1,0,0.0,0.0
4679,663,Jordan,1975,39,0,31,19,0,37.0,39.0
4680,620,Libya,1975,40,0,31,19,0,37.0,38.0
4681,713,Taiwan,1975,1,0,0,1,0,1.0,0.0
4682,95,Panama,1975,23,0,23,23,0,23.0,23.0
4683,385,Norway,1975,14,0,13,14,0,14.0,14.0
4684,484,Congo,1975,3,0,0,3,0,0.0,3.0
4685,390,Denmark,1975,14,0,13,14,0,14.0,14.0
4686,712,Mongolia,1975,1,0,0,1,0,0.0,0.0
4687,165,Uruguay,1975,23,0,23,23,0,0.0,23.0
4688,200,United Kingdom,1975,31,1,20,21,0,19.0,30.0
4689,482,Central African Republic,1975,3,0,0,3,0,0.0,3.0
4690,92,El Salvador,1975,23,0,23,23,0,23.0,23.0
4691,101,Venezuela,1975,24,0,24,23,0,24.0,23.0
4692,210,Netherlands,1975,20,0,19,20,0,14.0,20.0
4693,160,Argentina,1975,23,0,23,23,0,23.0,23.0
4694,660,Lebanon,1975,37,0,31,17,0,37.0,37.0
4695,395,Iceland,1975,14,0,13,14,0,14.0,14.0
4696,740,Japan,1975,1,0,1,0,0,0.0,0.0
4697,41,Haiti,1975,23,0,23,23,0,23.0,23.0
4698,481,Gabon,1975,1,0,1,1,0,0.0,0.0
4699,90,Guatemala,1975,23,0,23,23,0,23.0,23.0
4700,53,Barbados,1975,23,0,23,23,0,23.0,23.0
4701,698,Oman,1975,20,0,17,0,0,20.0,20.0
4702,770,Pakistan,1975,6,0,2,0,0,5.0,4.0
4703,70,Mexico,1975,23,0,23,23,0,23.0,23.0
4704,625,Sudan,1975,38,0,31,18,0,37.0,37.0
4705,615,Algeria,1975,40,0,31,18,0,39.0,37.0
4706,651,Egypt,1975,40,0,0,19,0,37.0,40.0
4707,100,Colombia,1975,24,0,24,23,0,24.0,23.0
4708,436,Niger,1975,1,0,0,1,0,0.0,0.0
4709,690,Kuwait,1975,37,0,31,17,0,37.0,37.0
4710,450,Liberia,1975,1,0,1,0,0,0.0,1.0
4711,692,Bahrain,1975,37,0,31,17,0,37.0,37.0
4712,516,Burundi,1975,2,0,0,2,0,0.0,0.0
4713,55,Grenada,1975,23,0,23,23,0,23.0,23.0
4714,696,United Arab Emirates,1975,37,0,31,17,0,37.0,37.0
4715,93,Nicaragua,1975,23,0,23,23,0,23.0,23.0
4716,155,Chile,1975,23,0,23,23,0,23.0,23.0
4717,771,Bangladesh,1975,1,0,0,0,1,1.0,1.0
4718,375,Finland,1975,1,0,0,1,0,0.0,1.0
4719,710,China,1975,3,0,1,2,0,2.0,0.0
4720,325,Italy,1975,20,0,19,20,0,14.0,20.0
4721,920,New Zealand,1975,7,0,0,2,0,2.0,7.0
4722,2,United States of America,1975,58,0,44,46,0,44.0,52.0
4723,211,Belgium,1975,20,0,19,20,0,14.0,20.0
4724,501,Kenya,1975,1,0,1,1,0,0.0,0.0
4725,750,India,1976,3,0,1,0,1,3.0,2.0
4726,680,Yemen People's Republic,1976,37,0,0,17,0,37.0,37.0
4727,696,United Arab Emirates,1976,37,0,31,17,0,37.0,37.0
4728,900,Australia,1976,7,0,1,2,0,2.0,7.0
4729,732,South Korea,1976,1,0,1,0,0,0.0,1.0
4730,135,Peru,1976,23,0,23,23,0,0.0,23.0
4731,630,Iran,1976,5,0,0,0,0,4.0,5.0
4732,770,Pakistan,1976,6,0,2,0,0,5.0,4.0
4733,70,Mexico,1976,23,0,23,23,0,23.0,23.0
4734,660,Lebanon,1976,37,0,31,17,0,37.0,37.0
4735,92,El Salvador,1976,23,0,23,23,0,23.0,23.0
4736,450,Liberia,1976,1,0,1,0,0,0.0,1.0
4737,731,North Korea,1976,2,0,1,2,0,2.0,0.0
4738,710,China,1976,3,0,1,2,0,2.0,0.0
4739,620,Libya,1976,40,0,31,19,0,37.0,38.0
4740,55,Grenada,1976,23,0,23,23,0,23.0,23.0
4741,265,German Democratic Republic,1976,11,0,0,11,0,5.0,8.0
4742,482,Central African Republic,1976,3,0,0,3,0,0.0,3.0
4743,712,Mongolia,1976,1,0,0,1,0,0.0,0.0
4744,41,Haiti,1976,23,0,23,23,0,23.0,23.0
4745,481,Gabon,1976,1,0,1,1,0,0.0,0.0
4746,20,Canada,1976,16,0,14,15,0,14.0,15.0
4747,694,Qatar,1976,37,0,31,17,0,37.0,37.0
4748,325,Italy,1976,20,0,19,20,0,14.0,20.0
4749,212,Luxembourg,1976,20,0,19,20,0,14.0,20.0
4750,95,Panama,1976,23,0,23,23,0,23.0,23.0
4751,2,United States of America,1976,58,0,44,46,0,44.0,52.0
4752,375,Finland,1976,1,0,0,1,0,0.0,1.0
4753,540,Angola,1976,1,0,0,0,0,0.0,1.0
4754,355,Bulgaria,1976,11,0,0,11,0,10.0,7.0
4755,920,New Zealand,1976,7,0,0,2,0,2.0,7.0
4756,840,Philippines,1976,6,0,1,1,0,0.0,5.0
4757,800,Thailand,1976,5,0,0,0,0,0.0,5.0
4758,645,Iraq,1976,40,0,31,19,0,38.0,40.0
4759,260,German Federal Republic,1976,20,0,6,20,0,14.0,20.0
4760,365,Russia,1976,22,0,0,15,2,12.0,13.0
4761,652,Syria,1976,37,0,31,17,0,37.0,37.0
4762,145,Bolivia,1976,25,0,25,23,1,25.0,23.0
4763,42,Dominican Republic,1976,23,0,23,23,0,23.0,23.0
4764,93,Nicaragua,1976,23,0,23,23,0,23.0,23.0
4765,94,Costa Rica,1976,23,0,23,23,0,23.0,23.0
4766,530,Ethiopia,1976,1,0,1,1,0,0.0,0.0
4767,290,Poland,1976,11,0,0,11,0,8.0,5.0
4768,390,Denmark,1976,14,0,13,14,0,14.0,14.0
4769,615,Algeria,1976,39,0,31,18,0,38.0,37.0
4770,522,Djibouti,1976,20,0,17,0,0,20.0,20.0
4771,51,Jamaica,1976,23,0,23,23,0,23.0,23.0
4772,670,Saudi Arabia,1976,37,0,31,17,0,37.0,37.0
4773,235,Portugal,1976,16,1,14,15,1,16.0,14.0
4774,230,Spain,1976,2,0,0,0,1,1.0,1.0
4775,490,Democratic Republic of the Congo,1976,2,0,0,2,0,0.0,0.0
4776,678,Yemen Arab Republic,1976,37,0,0,17,0,37.0,37.0
4777,310,Hungary,1976,6,0,0,6,0,5.0,2.0
4778,435,Mauritania,1976,21,0,17,0,0,21.0,20.0
4779,101,Venezuela,1976,24,0,24,23,0,24.0,23.0
4780,713,Taiwan,1976,1,0,0,1,0,1.0,0.0
4781,500,Uganda,1976,1,0,0,1,0,0.0,0.0
4782,91,Honduras,1976,23,0,23,23,0,23.0,23.0
4783,385,Norway,1976,14,0,13,14,0,14.0,14.0
4784,640,Turkey,1976,19,0,14,14,0,4.0,18.0
4785,616,Tunisia,1976,38,0,31,17,0,38.0,37.0
4786,700,Afghanistan,1976,2,0,0,0,1,2.0,0.0
4787,211,Belgium,1976,20,0,19,20,0,14.0,20.0
4788,220,France,1976,26,0,20,24,0,14.0,25.0
4789,150,Paraguay,1976,24,0,24,23,0,1.0,23.0
4790,52,Trinidad and Tobago,1976,23,0,23,23,0,0.0,23.0
4791,771,Bangladesh,1976,1,0,0,0,1,1.0,1.0
4792,155,Chile,1976,23,0,23,23,0,23.0,23.0
4793,360,Romania,1976,11,0,0,11,0,10.0,7.0
4794,436,Niger,1976,1,0,0,1,0,0.0,0.0
4795,600,Morocco,1976,38,0,31,17,0,38.0,37.0
4796,516,Burundi,1976,2,0,0,2,0,0.0,0.0
4797,692,Bahrain,1976,37,0,31,17,0,37.0,37.0
4798,100,Colombia,1976,24,0,24,23,0,24.0,23.0
4799,690,Kuwait,1976,37,0,31,17,0,37.0,37.0
4800,651,Egypt,1976,41,0,0,20,0,37.0,41.0
4801,501,Kenya,1976,1,0,1,1,0,0.0,0.0
4802,315,Czechoslovakia,1976,11,0,0,11,1,8.0,7.0
4803,663,Jordan,1976,39,0,31,19,0,37.0,39.0
4804,200,United Kingdom,1976,31,1,20,21,0,19.0,30.0
4805,740,Japan,1976,1,0,1,0,0,0.0,0.0
4806,520,Somalia,1976,37,0,31,17,0,37.0,37.0
4807,140,Brazil,1976,23,0,23,23,0,23.0,23.0
4808,210,Netherlands,1976,20,0,19,20,0,14.0,20.0
4809,395,Iceland,1976,14,0,13,14,0,14.0,14.0
4810,590,Mauritius,1976,1,0,0,0,0,0.0,1.0
4811,483,Chad,1976,3,0,0,3,0,0.0,3.0
4812,517,Rwanda,1976,2,0,0,2,0,0.0,0.0
4813,165,Uruguay,1976,23,0,23,23,0,0.0,23.0
4814,53,Barbados,1976,23,0,23,23,0,23.0,23.0
4815,90,Guatemala,1976,23,0,23,23,0,23.0,23.0
4816,130,Ecuador,1976,24,0,24,23,1,1.0,23.0
4817,484,Congo,1976,3,0,0,3,0,0.0,3.0
4818,350,Greece,1976,14,0,13,14,0,14.0,14.0
4819,625,Sudan,1976,39,0,31,19,0,37.0,38.0
4820,698,Oman,1976,20,0,17,0,0,20.0,20.0
4821,160,Argentina,1976,23,0,23,23,0,23.0,23.0
4822,651,Egypt,1977,40,0,0,20,0,37.0,40.0
4823,461,Togo,1977,6,0,0,0,0,6.0,6.0
4824,210,Netherlands,1977,20,0,19,20,0,14.0,20.0
4825,360,Romania,1977,11,0,0,11,0,10.0,7.0
4826,390,Denmark,1977,14,0,13,14,0,14.0,14.0
4827,55,Grenada,1977,24,0,24,24,0,24.0,24.0
4828,433,Senegal,1977,6,0,0,0,0,6.0,6.0
4829,432,Mali,1977,6,0,0,0,0,6.0,6.0
4830,135,Peru,1977,24,0,24,24,0,0.0,24.0
4831,625,Sudan,1977,39,0,31,19,0,37.0,38.0
4832,920,New Zealand,1977,7,0,0,2,0,2.0,7.0
4833,541,Mozambique,1977,1,0,0,0,0,1.0,1.0
4834,100,Colombia,1977,25,0,25,24,0,25.0,24.0
4835,770,Pakistan,1977,6,0,2,0,0,5.0,4.0
4836,540,Angola,1977,1,0,0,0,0,0.0,1.0
4837,698,Oman,1977,20,0,17,0,0,20.0,20.0
4838,2,United States of America,1977,59,0,45,47,0,45.0,53.0
4839,42,Dominican Republic,1977,24,0,24,24,0,24.0,24.0
4840,235,Portugal,1977,16,1,14,15,1,16.0,14.0
4841,212,Luxembourg,1977,20,0,19,20,0,14.0,20.0
4842,94,Costa Rica,1977,24,0,24,24,0,24.0,24.0
4843,678,Yemen Arab Republic,1977,37,0,0,17,0,37.0,37.0
4844,310,Hungary,1977,6,0,0,6,0,5.0,2.0
4845,645,Iraq,1977,40,0,31,19,0,38.0,40.0
4846,530,Ethiopia,1977,1,0,1,1,0,0.0,0.0
4847,900,Australia,1977,7,0,1,2,0,2.0,7.0
4848,640,Turkey,1977,19,0,14,14,0,4.0,18.0
4849,90,Guatemala,1977,24,0,24,24,0,24.0,24.0
4850,700,Afghanistan,1977,2,0,0,0,1,2.0,0.0
4851,20,Canada,1977,16,0,14,15,0,14.0,15.0
4852,385,Norway,1977,14,0,13,14,0,14.0,14.0
4853,771,Bangladesh,1977,1,0,0,0,1,1.0,1.0
4854,101,Venezuela,1977,25,0,25,24,0,25.0,24.0
4855,211,Belgium,1977,20,0,19,20,0,14.0,20.0
4856,315,Czechoslovakia,1977,11,0,0,11,1,8.0,7.0
4857,220,France,1977,25,0,20,23,0,14.0,24.0
4858,522,Djibouti,1977,20,0,17,0,0,20.0,20.0
4859,652,Syria,1977,37,0,31,17,0,37.0,37.0
4860,140,Brazil,1977,24,0,24,24,0,24.0,24.0
4861,51,Jamaica,1977,24,0,24,24,0,24.0,24.0
4862,694,Qatar,1977,37,0,31,17,0,37.0,37.0
4863,750,India,1977,3,0,1,0,1,3.0,2.0
4864,840,Philippines,1977,6,0,1,1,0,0.0,5.0
4865,145,Bolivia,1977,26,0,26,24,1,26.0,24.0
4866,260,German Federal Republic,1977,20,0,6,20,0,14.0,20.0
4867,350,Greece,1977,14,0,13,14,0,14.0,14.0
4868,160,Argentina,1977,24,0,24,24,0,24.0,24.0
4869,490,Democratic Republic of the Congo,1977,2,0,0,2,0,0.0,0.0
4870,150,Paraguay,1977,25,0,25,24,0,1.0,24.0
4871,501,Kenya,1977,1,0,1,1,0,0.0,0.0
4872,692,Bahrain,1977,37,0,31,17,0,37.0,37.0
4873,130,Ecuador,1977,25,0,25,24,1,1.0,24.0
4874,41,Haiti,1977,24,0,24,24,0,24.0,24.0
4875,481,Gabon,1977,1,0,1,1,0,0.0,0.0
4876,70,Mexico,1977,24,0,24,24,0,24.0,24.0
4877,517,Rwanda,1977,2,0,0,2,0,0.0,0.0
4878,92,El Salvador,1977,24,0,24,24,0,24.0,24.0
4879,660,Lebanon,1977,37,0,31,17,0,37.0,37.0
4880,52,Trinidad and Tobago,1977,24,0,24,24,0,0.0,24.0
4881,115,Suriname,1977,24,0,24,24,0,24.0,24.0
4882,365,Russia,1977,22,0,0,15,2,13.0,13.0
4883,53,Barbados,1977,24,0,24,24,0,24.0,24.0
4884,165,Uruguay,1977,24,0,24,24,0,0.0,24.0
4885,483,Chad,1977,2,0,0,2,0,0.0,2.0
4886,91,Honduras,1977,24,0,24,24,0,24.0,24.0
4887,200,United Kingdom,1977,30,1,20,21,0,19.0,29.0
4888,439,Burkina Faso,1977,6,0,0,0,0,6.0,6.0
4889,520,Somalia,1977,37,0,31,17,0,37.0,37.0
4890,740,Japan,1977,1,0,1,0,0,0.0,0.0
4891,630,Iran,1977,5,0,0,0,0,4.0,5.0
4892,95,Panama,1977,24,0,24,24,0,24.0,24.0
4893,484,Congo,1977,2,0,0,2,0,0.0,2.0
4894,437,Ivory Coast,1977,6,0,0,0,0,6.0,6.0
4895,615,Algeria,1977,39,0,31,18,0,38.0,37.0
4896,230,Spain,1977,2,0,0,0,1,1.0,1.0
4897,800,Thailand,1977,5,0,0,0,0,0.0,5.0
4898,265,German Democratic Republic,1977,11,0,0,11,0,5.0,8.0
4899,450,Liberia,1977,1,0,1,0,0,0.0,1.0
4900,516,Burundi,1977,2,0,0,2,0,0.0,0.0
4901,696,United Arab Emirates,1977,37,0,31,17,0,37.0,37.0
4902,680,Yemen People's Republic,1977,37,0,0,17,0,37.0,37.0
4903,690,Kuwait,1977,37,0,31,17,0,37.0,37.0
4904,435,Mauritania,1977,27,0,17,0,0,27.0,26.0
4905,93,Nicaragua,1977,24,0,24,24,0,24.0,24.0
4906,600,Morocco,1977,38,0,31,17,0,38.0,37.0
4907,355,Bulgaria,1977,11,0,0,11,0,10.0,7.0
4908,395,Iceland,1977,14,0,13,14,0,14.0,14.0
4909,663,Jordan,1977,39,0,31,19,0,37.0,39.0
4910,732,South Korea,1977,1,0,1,0,0,0.0,1.0
4911,620,Libya,1977,40,0,31,19,0,37.0,38.0
4912,500,Uganda,1977,1,0,0,1,0,0.0,0.0
4913,731,North Korea,1977,2,0,1,2,0,2.0,0.0
4914,155,Chile,1977,24,0,24,24,0,24.0,24.0
4915,713,Taiwan,1977,1,0,0,1,0,1.0,0.0
4916,436,Niger,1977,7,0,0,1,0,6.0,6.0
4917,670,Saudi Arabia,1977,37,0,31,17,0,37.0,37.0
4918,325,Italy,1977,20,0,19,20,0,14.0,20.0
4919,290,Poland,1977,11,0,0,11,0,8.0,5.0
4920,375,Finland,1977,1,0,0,1,0,0.0,1.0
4921,616,Tunisia,1977,38,0,31,17,0,38.0,37.0
4922,712,Mongolia,1977,1,0,0,1,0,0.0,0.0
4923,710,China,1977,3,0,1,2,0,2.0,0.0
4924,435,Mauritania,1978,36,0,17,0,0,36.0,35.0
4925,404,Guinea-Bissau,1978,15,0,0,0,0,15.0,15.0
4926,450,Liberia,1978,16,0,1,0,0,15.0,16.0
4927,438,Guinea,1978,15,0,0,0,0,15.0,15.0
4928,385,Norway,1978,14,0,13,14,0,14.0,14.0
4929,402,Cape Verde,1978,15,0,0,0,0,15.0,15.0
4930,692,Bahrain,1978,37,0,31,17,0,37.0,37.0
4931,461,Togo,1978,15,0,0,0,0,15.0,15.0
4932,501,Kenya,1978,1,0,1,1,0,0.0,0.0
4933,437,Ivory Coast,1978,15,0,0,0,0,15.0,15.0
4934,420,Gambia,1978,15,0,0,0,0,15.0,15.0
4935,360,Romania,1978,11,0,0,11,0,10.0,7.0
4936,436,Niger,1978,16,0,0,1,0,15.0,15.0
4937,452,Ghana,1978,15,0,0,0,0,15.0,15.0
4938,432,Mali,1978,15,0,0,0,0,15.0,15.0
4939,690,Kuwait,1978,37,0,31,17,0,37.0,37.0
