,c_code_1,state_name_abb_1,c_code_2,state_name_abb_2,year,contiguity_type
0,2,USA,20,CAN,1920,1
1,2,USA,20,CAN,1921,1
2,2,USA,20,CAN,1922,1
3,2,USA,20,CAN,1923,1
4,2,USA,20,CAN,1924,1
5,2,USA,20,CAN,1925,1
6,2,USA,20,CAN,1926,1
7,2,USA,20,CAN,1927,1
8,2,USA,20,CAN,1928,1
9,2,USA,20,CAN,1929,1
10,2,USA,20,CAN,1930,1
11,2,USA,20,CAN,1931,1
12,2,USA,20,CAN,1932,1
13,2,USA,20,CAN,1933,1
14,2,USA,20,CAN,1934,1
15,2,USA,20,CAN,1935,1
16,2,USA,20,CAN,1936,1
17,2,USA,20,CAN,1937,1
18,2,USA,20,CAN,1938,1
19,2,USA,20,CAN,1939,1
20,2,USA,20,CAN,1940,1
21,2,USA,20,CAN,1941,1
22,2,USA,20,CAN,1942,1
23,2,USA,20,CAN,1943,1
24,2,USA,20,CAN,1944,1
25,2,USA,20,CAN,1945,1
26,2,USA,20,CAN,1946,1
27,2,USA,20,CAN,1947,1
28,2,USA,20,CAN,1948,1
29,2,USA,20,CAN,1949,1
30,2,USA,20,CAN,1950,1
31,2,USA,20,CAN,1951,1
32,2,USA,20,CAN,1952,1
33,2,USA,20,CAN,1953,1
34,2,USA,20,CAN,1954,1
35,2,USA,20,CAN,1955,1
36,2,USA,20,CAN,1956,1
37,2,USA,20,CAN,1957,1
38,2,USA,20,CAN,1958,1
39,2,USA,20,CAN,1959,1
40,2,USA,20,CAN,1960,1
41,2,USA,20,CAN,1961,1
42,2,USA,20,CAN,1962,1
43,2,USA,20,CAN,1963,1
44,2,USA,20,CAN,1964,1
45,2,USA,20,CAN,1965,1
46,2,USA,20,CAN,1966,1
47,2,USA,20,CAN,1967,1
48,2,USA,20,CAN,1968,1
49,2,USA,20,CAN,1969,1
50,2,USA,20,CAN,1970,1
51,2,USA,20,CAN,1971,1
52,2,USA,20,CAN,1972,1
53,2,USA,20,CAN,1973,1
54,2,USA,20,CAN,1974,1
55,2,USA,20,CAN,1975,1
56,2,USA,20,CAN,1976,1
57,2,USA,20,CAN,1977,1
58,2,USA,20,CAN,1978,1
59,2,USA,20,CAN,1979,1
60,2,USA,20,CAN,1980,1
61,2,USA,20,CAN,1981,1
62,2,USA,20,CAN,1982,1
63,2,USA,20,CAN,1983,1
64,2,USA,20,CAN,1984,1
65,2,USA,20,CAN,1985,1
66,2,USA,20,CAN,1986,1
67,2,USA,20,CAN,1987,1
68,2,USA,20,CAN,1988,1
69,2,USA,20,CAN,1989,1
70,2,USA,20,CAN,1990,1
71,2,USA,20,CAN,1991,1
72,2,USA,20,CAN,1992,1
73,2,USA,20,CAN,1993,1
74,2,USA,20,CAN,1994,1
75,2,USA,20,CAN,1995,1
76,2,USA,20,CAN,1996,1
77,2,USA,20,CAN,1997,1
78,2,USA,20,CAN,1998,1
79,2,USA,20,CAN,1999,1
80,2,USA,20,CAN,2000,1
81,2,USA,20,CAN,2001,1
82,2,USA,20,CAN,2002,1
83,2,USA,20,CAN,2003,1
84,2,USA,20,CAN,2004,1
85,2,USA,20,CAN,2005,1
86,2,USA,20,CAN,2006,1
87,2,USA,20,CAN,2007,1
88,2,USA,20,CAN,2008,1
89,2,USA,20,CAN,2009,1
90,2,USA,20,CAN,2010,1
91,2,USA,20,CAN,2011,1
92,2,USA,20,CAN,2012,1
93,2,USA,20,CAN,2013,1
94,2,USA,20,CAN,2014,1
95,2,USA,20,CAN,2015,1
96,2,USA,20,CAN,2016,1
97,2,USA,31,BHM,1973,4
98,2,USA,31,BHM,1974,4
99,2,USA,31,BHM,1975,4
100,2,USA,31,BHM,1976,4
101,2,USA,31,BHM,1977,4
102,2,USA,31,BHM,1978,4
103,2,USA,31,BHM,1979,4
104,2,USA,31,BHM,1980,4
105,2,USA,31,BHM,1981,4
106,2,USA,31,BHM,1982,4
107,2,USA,31,BHM,1983,4
108,2,USA,31,BHM,1984,4
109,2,USA,31,BHM,1985,4
110,2,USA,31,BHM,1986,4
111,2,USA,31,BHM,1987,4
112,2,USA,31,BHM,1988,4
113,2,USA,31,BHM,1989,4
114,2,USA,31,BHM,1990,4
115,2,USA,31,BHM,1991,4
116,2,USA,31,BHM,1992,4
117,2,USA,31,BHM,1993,4
118,2,USA,31,BHM,1994,4
119,2,USA,31,BHM,1995,4
120,2,USA,31,BHM,1996,4
121,2,USA,31,BHM,1997,4
122,2,USA,31,BHM,1998,4
123,2,USA,31,BHM,1999,4
124,2,USA,31,BHM,2000,4
125,2,USA,31,BHM,2001,4
126,2,USA,31,BHM,2002,4
127,2,USA,31,BHM,2003,4
128,2,USA,31,BHM,2004,4
129,2,USA,31,BHM,2005,4
130,2,USA,31,BHM,2006,4
131,2,USA,31,BHM,2007,4
132,2,USA,31,BHM,2008,4
133,2,USA,31,BHM,2009,4
134,2,USA,31,BHM,2010,4
135,2,USA,31,BHM,2011,4
136,2,USA,31,BHM,2012,4
137,2,USA,31,BHM,2013,4
138,2,USA,31,BHM,2014,4
139,2,USA,31,BHM,2015,4
140,2,USA,31,BHM,2016,4
141,2,USA,40,CUB,1902,4
142,2,USA,40,CUB,1903,4
143,2,USA,40,CUB,1904,4
144,2,USA,40,CUB,1905,4
145,2,USA,40,CUB,1906,4
146,2,USA,40,CUB,1909,4
147,2,USA,40,CUB,1910,4
148,2,USA,40,CUB,1911,4
149,2,USA,40,CUB,1912,4
150,2,USA,40,CUB,1913,4
151,2,USA,40,CUB,1914,4
152,2,USA,40,CUB,1915,4
153,2,USA,40,CUB,1916,4
154,2,USA,40,CUB,1917,4
155,2,USA,40,CUB,1918,4
156,2,USA,40,CUB,1919,4
157,2,USA,40,CUB,1920,4
158,2,USA,40,CUB,1921,4
159,2,USA,40,CUB,1922,4
160,2,USA,40,CUB,1923,4
161,2,USA,40,CUB,1924,4
162,2,USA,40,CUB,1925,4
163,2,USA,40,CUB,1926,4
164,2,USA,40,CUB,1927,4
165,2,USA,40,CUB,1928,4
166,2,USA,40,CUB,1929,4
167,2,USA,40,CUB,1930,4
168,2,USA,40,CUB,1931,4
169,2,USA,40,CUB,1932,4
170,2,USA,40,CUB,1933,4
171,2,USA,40,CUB,1934,4
172,2,USA,40,CUB,1935,4
173,2,USA,40,CUB,1936,4
174,2,USA,40,CUB,1937,4
175,2,USA,40,CUB,1938,4
176,2,USA,40,CUB,1939,4
177,2,USA,40,CUB,1940,4
178,2,USA,40,CUB,1941,4
179,2,USA,40,CUB,1942,4
180,2,USA,40,CUB,1943,4
181,2,USA,40,CUB,1944,4
182,2,USA,40,CUB,1945,4
183,2,USA,40,CUB,1946,4
184,2,USA,40,CUB,1947,4
185,2,USA,40,CUB,1948,4
186,2,USA,40,CUB,1949,4
187,2,USA,40,CUB,1950,4
188,2,USA,40,CUB,1951,4
189,2,USA,40,CUB,1952,4
190,2,USA,40,CUB,1953,4
191,2,USA,40,CUB,1954,4
192,2,USA,40,CUB,1955,4
193,2,USA,40,CUB,1956,4
194,2,USA,40,CUB,1957,4
195,2,USA,40,CUB,1958,4
196,2,USA,40,CUB,1959,4
197,2,USA,40,CUB,1960,4
198,2,USA,40,CUB,1961,4
199,2,USA,40,CUB,1962,4
200,2,USA,40,CUB,1963,4
201,2,USA,40,CUB,1964,4
202,2,USA,40,CUB,1965,4
203,2,USA,40,CUB,1966,4
204,2,USA,40,CUB,1967,4
205,2,USA,40,CUB,1968,4
206,2,USA,40,CUB,1969,4
207,2,USA,40,CUB,1970,4
208,2,USA,40,CUB,1971,4
209,2,USA,40,CUB,1972,4
210,2,USA,40,CUB,1973,4
211,2,USA,40,CUB,1974,4
212,2,USA,40,CUB,1975,4
213,2,USA,40,CUB,1976,4
214,2,USA,40,CUB,1977,4
215,2,USA,40,CUB,1978,4
216,2,USA,40,CUB,1979,4
217,2,USA,40,CUB,1980,4
218,2,USA,40,CUB,1981,4
219,2,USA,40,CUB,1982,4
220,2,USA,40,CUB,1983,4
221,2,USA,40,CUB,1984,4
222,2,USA,40,CUB,1985,4
223,2,USA,40,CUB,1986,4
224,2,USA,40,CUB,1987,4
225,2,USA,40,CUB,1988,4
226,2,USA,40,CUB,1989,4
227,2,USA,40,CUB,1990,4
228,2,USA,40,CUB,1991,4
229,2,USA,40,CUB,1992,4
230,2,USA,40,CUB,1993,4
231,2,USA,40,CUB,1994,4
232,2,USA,40,CUB,1995,4
233,2,USA,40,CUB,1996,4
234,2,USA,40,CUB,1997,4
235,2,USA,40,CUB,1998,4
236,2,USA,40,CUB,1999,4
237,2,USA,40,CUB,2000,4
238,2,USA,40,CUB,2001,4
239,2,USA,40,CUB,2002,4
240,2,USA,40,CUB,2003,4
241,2,USA,40,CUB,2004,4
242,2,USA,40,CUB,2005,4
243,2,USA,40,CUB,2006,4
244,2,USA,40,CUB,2007,4
245,2,USA,40,CUB,2008,4
246,2,USA,40,CUB,2009,4
247,2,USA,40,CUB,2010,4
248,2,USA,40,CUB,2011,4
249,2,USA,40,CUB,2012,4
250,2,USA,40,CUB,2013,4
251,2,USA,40,CUB,2014,4
252,2,USA,40,CUB,2015,4
253,2,USA,40,CUB,2016,4
254,2,USA,70,MEX,1831,1
255,2,USA,70,MEX,1832,1
256,2,USA,70,MEX,1833,1
257,2,USA,70,MEX,1834,1
258,2,USA,70,MEX,1835,1
259,2,USA,70,MEX,1836,1
260,2,USA,70,MEX,1837,1
261,2,USA,70,MEX,1838,1
262,2,USA,70,MEX,1839,1
263,2,USA,70,MEX,1840,1
264,2,USA,70,MEX,1841,1
265,2,USA,70,MEX,1842,1
266,2,USA,70,MEX,1843,1
267,2,USA,70,MEX,1844,1
268,2,USA,70,MEX,1845,1
269,2,USA,70,MEX,1846,1
270,2,USA,70,MEX,1847,1
271,2,USA,70,MEX,1848,1
272,2,USA,70,MEX,1849,1
273,2,USA,70,MEX,1850,1
274,2,USA,70,MEX,1851,1
275,2,USA,70,MEX,1852,1
276,2,USA,70,MEX,1853,1
277,2,USA,70,MEX,1854,1
278,2,USA,70,MEX,1855,1
279,2,USA,70,MEX,1856,1
280,2,USA,70,MEX,1857,1
281,2,USA,70,MEX,1858,1
282,2,USA,70,MEX,1859,1
283,2,USA,70,MEX,1860,1
284,2,USA,70,MEX,1861,1
285,2,USA,70,MEX,1862,1
286,2,USA,70,MEX,1863,1
287,2,USA,70,MEX,1864,1
288,2,USA,70,MEX,1865,1
289,2,USA,70,MEX,1866,1
290,2,USA,70,MEX,1867,1
291,2,USA,70,MEX,1868,1
292,2,USA,70,MEX,1869,1
293,2,USA,70,MEX,1870,1
294,2,USA,70,MEX,1871,1
295,2,USA,70,MEX,1872,1
296,2,USA,70,MEX,1873,1
297,2,USA,70,MEX,1874,1
298,2,USA,70,MEX,1875,1
299,2,USA,70,MEX,1876,1
300,2,USA,70,MEX,1877,1
301,2,USA,70,MEX,1878,1
302,2,USA,70,MEX,1879,1
303,2,USA,70,MEX,1880,1
304,2,USA,70,MEX,1881,1
305,2,USA,70,MEX,1882,1
306,2,USA,70,MEX,1883,1
307,2,USA,70,MEX,1884,1
308,2,USA,70,MEX,1885,1
309,2,USA,70,MEX,1886,1
310,2,USA,70,MEX,1887,1
311,2,USA,70,MEX,1888,1
312,2,USA,70,MEX,1889,1
313,2,USA,70,MEX,1890,1
314,2,USA,70,MEX,1891,1
315,2,USA,70,MEX,1892,1
316,2,USA,70,MEX,1893,1
317,2,USA,70,MEX,1894,1
318,2,USA,70,MEX,1895,1
319,2,USA,70,MEX,1896,1
320,2,USA,70,MEX,1897,1
321,2,USA,70,MEX,1898,1
322,2,USA,70,MEX,1899,1
323,2,USA,70,MEX,1900,1
324,2,USA,70,MEX,1901,1
325,2,USA,70,MEX,1902,1
326,2,USA,70,MEX,1903,1
327,2,USA,70,MEX,1904,1
328,2,USA,70,MEX,1905,1
329,2,USA,70,MEX,1906,1
330,2,USA,70,MEX,1907,1
331,2,USA,70,MEX,1908,1
332,2,USA,70,MEX,1909,1
333,2,USA,70,MEX,1910,1
334,2,USA,70,MEX,1911,1
335,2,USA,70,MEX,1912,1
336,2,USA,70,MEX,1913,1
337,2,USA,70,MEX,1914,1
338,2,USA,70,MEX,1915,1
339,2,USA,70,MEX,1916,1
340,2,USA,70,MEX,1917,1
341,2,USA,70,MEX,1918,1
342,2,USA,70,MEX,1919,1
343,2,USA,70,MEX,1920,1
344,2,USA,70,MEX,1921,1
345,2,USA,70,MEX,1922,1
346,2,USA,70,MEX,1923,1
347,2,USA,70,MEX,1924,1
348,2,USA,70,MEX,1925,1
349,2,USA,70,MEX,1926,1
350,2,USA,70,MEX,1927,1
351,2,USA,70,MEX,1928,1
352,2,USA,70,MEX,1929,1
353,2,USA,70,MEX,1930,1
354,2,USA,70,MEX,1931,1
355,2,USA,70,MEX,1932,1
356,2,USA,70,MEX,1933,1
357,2,USA,70,MEX,1934,1
358,2,USA,70,MEX,1935,1
359,2,USA,70,MEX,1936,1
360,2,USA,70,MEX,1937,1
361,2,USA,70,MEX,1938,1
362,2,USA,70,MEX,1939,1
363,2,USA,70,MEX,1940,1
364,2,USA,70,MEX,1941,1
365,2,USA,70,MEX,1942,1
366,2,USA,70,MEX,1943,1
367,2,USA,70,MEX,1944,1
368,2,USA,70,MEX,1945,1
369,2,USA,70,MEX,1946,1
370,2,USA,70,MEX,1947,1
371,2,USA,70,MEX,1948,1
372,2,USA,70,MEX,1949,1
373,2,USA,70,MEX,1950,1
374,2,USA,70,MEX,1951,1
375,2,USA,70,MEX,1952,1
376,2,USA,70,MEX,1953,1
377,2,USA,70,MEX,1954,1
378,2,USA,70,MEX,1955,1
379,2,USA,70,MEX,1956,1
380,2,USA,70,MEX,1957,1
381,2,USA,70,MEX,1958,1
382,2,USA,70,MEX,1959,1
383,2,USA,70,MEX,1960,1
384,2,USA,70,MEX,1961,1
385,2,USA,70,MEX,1962,1
386,2,USA,70,MEX,1963,1
387,2,USA,70,MEX,1964,1
388,2,USA,70,MEX,1965,1
389,2,USA,70,MEX,1966,1
390,2,USA,70,MEX,1967,1
391,2,USA,70,MEX,1968,1
392,2,USA,70,MEX,1969,1
393,2,USA,70,MEX,1970,1
394,2,USA,70,MEX,1971,1
395,2,USA,70,MEX,1972,1
396,2,USA,70,MEX,1973,1
397,2,USA,70,MEX,1974,1
398,2,USA,70,MEX,1975,1
399,2,USA,70,MEX,1976,1
400,2,USA,70,MEX,1977,1
401,2,USA,70,MEX,1978,1
402,2,USA,70,MEX,1979,1
403,2,USA,70,MEX,1980,1
404,2,USA,70,MEX,1981,1
405,2,USA,70,MEX,1982,1
406,2,USA,70,MEX,1983,1
407,2,USA,70,MEX,1984,1
408,2,USA,70,MEX,1985,1
409,2,USA,70,MEX,1986,1
410,2,USA,70,MEX,1987,1
411,2,USA,70,MEX,1988,1
412,2,USA,70,MEX,1989,1
413,2,USA,70,MEX,1990,1
414,2,USA,70,MEX,1991,1
415,2,USA,70,MEX,1992,1
416,2,USA,70,MEX,1993,1
417,2,USA,70,MEX,1994,1
418,2,USA,70,MEX,1995,1
419,2,USA,70,MEX,1996,1
420,2,USA,70,MEX,1997,1
421,2,USA,70,MEX,1998,1
422,2,USA,70,MEX,1999,1
423,2,USA,70,MEX,2000,1
424,2,USA,70,MEX,2001,1
425,2,USA,70,MEX,2002,1
426,2,USA,70,MEX,2003,1
427,2,USA,70,MEX,2004,1
428,2,USA,70,MEX,2005,1
429,2,USA,70,MEX,2006,1
430,2,USA,70,MEX,2007,1
431,2,USA,70,MEX,2008,1
432,2,USA,70,MEX,2009,1
433,2,USA,70,MEX,2010,1
434,2,USA,70,MEX,2011,1
435,2,USA,70,MEX,2012,1
436,2,USA,70,MEX,2013,1
437,2,USA,70,MEX,2014,1
438,2,USA,70,MEX,2015,1
439,2,USA,70,MEX,2016,1
440,2,USA,365,RUS,1959,2
441,2,USA,365,RUS,1960,2
442,2,USA,365,RUS,1961,2
443,2,USA,365,RUS,1962,2
444,2,USA,365,RUS,1963,2
445,2,USA,365,RUS,1964,2
446,2,USA,365,RUS,1965,2
447,2,USA,365,RUS,1966,2
448,2,USA,365,RUS,1967,2
449,2,USA,365,RUS,1968,2
450,2,USA,365,RUS,1969,2
451,2,USA,365,RUS,1970,2
452,2,USA,365,RUS,1971,2
453,2,USA,365,RUS,1972,2
454,2,USA,365,RUS,1973,2
455,2,USA,365,RUS,1974,2
456,2,USA,365,RUS,1975,2
457,2,USA,365,RUS,1976,2
458,2,USA,365,RUS,1977,2
459,2,USA,365,RUS,1978,2
460,2,USA,365,RUS,1979,2
461,2,USA,365,RUS,1980,2
462,2,USA,365,RUS,1981,2
463,2,USA,365,RUS,1982,2
464,2,USA,365,RUS,1983,2
465,2,USA,365,RUS,1984,2
466,2,USA,365,RUS,1985,2
467,2,USA,365,RUS,1986,2
468,2,USA,365,RUS,1987,2
469,2,USA,365,RUS,1988,2
470,2,USA,365,RUS,1989,2
471,2,USA,365,RUS,1990,2
472,2,USA,365,RUS,1991,2
473,2,USA,365,RUS,1992,2
474,2,USA,365,RUS,1993,2
475,2,USA,365,RUS,1994,2
476,2,USA,365,RUS,1995,2
477,2,USA,365,RUS,1996,2
478,2,USA,365,RUS,1997,2
479,2,USA,365,RUS,1998,2
480,2,USA,365,RUS,1999,2
481,2,USA,365,RUS,2000,2
482,2,USA,365,RUS,2001,2
483,2,USA,365,RUS,2002,2
484,2,USA,365,RUS,2003,2
485,2,USA,365,RUS,2004,2
486,2,USA,365,RUS,2005,2
487,2,USA,365,RUS,2006,2
488,2,USA,365,RUS,2007,2
489,2,USA,365,RUS,2008,2
490,2,USA,365,RUS,2009,2
491,2,USA,365,RUS,2010,2
492,2,USA,365,RUS,2011,2
493,2,USA,365,RUS,2012,2
494,2,USA,365,RUS,2013,2
495,2,USA,365,RUS,2014,2
496,2,USA,365,RUS,2015,2
497,2,USA,365,RUS,2016,2
498,20,CAN,2,USA,1920,1
499,20,CAN,2,USA,1921,1
500,20,CAN,2,USA,1922,1
501,20,CAN,2,USA,1923,1
502,20,CAN,2,USA,1924,1
503,20,CAN,2,USA,1925,1
504,20,CAN,2,USA,1926,1
505,20,CAN,2,USA,1927,1
506,20,CAN,2,USA,1928,1
507,20,CAN,2,USA,1929,1
508,20,CAN,2,USA,1930,1
509,20,CAN,2,USA,1931,1
510,20,CAN,2,USA,1932,1
511,20,CAN,2,USA,1933,1
512,20,CAN,2,USA,1934,1
513,20,CAN,2,USA,1935,1
514,20,CAN,2,USA,1936,1
515,20,CAN,2,USA,1937,1
516,20,CAN,2,USA,1938,1
517,20,CAN,2,USA,1939,1
518,20,CAN,2,USA,1940,1
519,20,CAN,2,USA,1941,1
520,20,CAN,2,USA,1942,1
521,20,CAN,2,USA,1943,1
522,20,CAN,2,USA,1944,1
523,20,CAN,2,USA,1945,1
524,20,CAN,2,USA,1946,1
525,20,CAN,2,USA,1947,1
526,20,CAN,2,USA,1948,1
527,20,CAN,2,USA,1949,1
528,20,CAN,2,USA,1950,1
529,20,CAN,2,USA,1951,1
530,20,CAN,2,USA,1952,1
531,20,CAN,2,USA,1953,1
532,20,CAN,2,USA,1954,1
533,20,CAN,2,USA,1955,1
534,20,CAN,2,USA,1956,1
535,20,CAN,2,USA,1957,1
536,20,CAN,2,USA,1958,1
537,20,CAN,2,USA,1959,1
538,20,CAN,2,USA,1960,1
539,20,CAN,2,USA,1961,1
540,20,CAN,2,USA,1962,1
541,20,CAN,2,USA,1963,1
542,20,CAN,2,USA,1964,1
543,20,CAN,2,USA,1965,1
544,20,CAN,2,USA,1966,1
545,20,CAN,2,USA,1967,1
546,20,CAN,2,USA,1968,1
547,20,CAN,2,USA,1969,1
548,20,CAN,2,USA,1970,1
549,20,CAN,2,USA,1971,1
550,20,CAN,2,USA,1972,1
551,20,CAN,2,USA,1973,1
552,20,CAN,2,USA,1974,1
553,20,CAN,2,USA,1975,1
554,20,CAN,2,USA,1976,1
555,20,CAN,2,USA,1977,1
556,20,CAN,2,USA,1978,1
557,20,CAN,2,USA,1979,1
558,20,CAN,2,USA,1980,1
559,20,CAN,2,USA,1981,1
560,20,CAN,2,USA,1982,1
561,20,CAN,2,USA,1983,1
562,20,CAN,2,USA,1984,1
563,20,CAN,2,USA,1985,1
564,20,CAN,2,USA,1986,1
565,20,CAN,2,USA,1987,1
566,20,CAN,2,USA,1988,1
567,20,CAN,2,USA,1989,1
568,20,CAN,2,USA,1990,1
569,20,CAN,2,USA,1991,1
570,20,CAN,2,USA,1992,1
571,20,CAN,2,USA,1993,1
572,20,CAN,2,USA,1994,1
573,20,CAN,2,USA,1995,1
574,20,CAN,2,USA,1996,1
575,20,CAN,2,USA,1997,1
576,20,CAN,2,USA,1998,1
577,20,CAN,2,USA,1999,1
578,20,CAN,2,USA,2000,1
579,20,CAN,2,USA,2001,1
580,20,CAN,2,USA,2002,1
581,20,CAN,2,USA,2003,1
582,20,CAN,2,USA,2004,1
583,20,CAN,2,USA,2005,1
584,20,CAN,2,USA,2006,1
585,20,CAN,2,USA,2007,1
586,20,CAN,2,USA,2008,1
587,20,CAN,2,USA,2009,1
588,20,CAN,2,USA,2010,1
589,20,CAN,2,USA,2011,1
590,20,CAN,2,USA,2012,1
591,20,CAN,2,USA,2013,1
592,20,CAN,2,USA,2014,1
593,20,CAN,2,USA,2015,1
594,20,CAN,2,USA,2016,1
595,31,BHM,2,USA,1973,4
596,31,BHM,2,USA,1974,4
597,31,BHM,2,USA,1975,4
598,31,BHM,2,USA,1976,4
599,31,BHM,2,USA,1977,4
600,31,BHM,2,USA,1978,4
601,31,BHM,2,USA,1979,4
602,31,BHM,2,USA,1980,4
603,31,BHM,2,USA,1981,4
604,31,BHM,2,USA,1982,4
605,31,BHM,2,USA,1983,4
606,31,BHM,2,USA,1984,4
607,31,BHM,2,USA,1985,4
608,31,BHM,2,USA,1986,4
609,31,BHM,2,USA,1987,4
610,31,BHM,2,USA,1988,4
611,31,BHM,2,USA,1989,4
612,31,BHM,2,USA,1990,4
613,31,BHM,2,USA,1991,4
614,31,BHM,2,USA,1992,4
615,31,BHM,2,USA,1993,4
616,31,BHM,2,USA,1994,4
617,31,BHM,2,USA,1995,4
618,31,BHM,2,USA,1996,4
619,31,BHM,2,USA,1997,4
620,31,BHM,2,USA,1998,4
621,31,BHM,2,USA,1999,4
622,31,BHM,2,USA,2000,4
623,31,BHM,2,USA,2001,4
624,31,BHM,2,USA,2002,4
625,31,BHM,2,USA,2003,4
626,31,BHM,2,USA,2004,4
627,31,BHM,2,USA,2005,4
628,31,BHM,2,USA,2006,4
629,31,BHM,2,USA,2007,4
630,31,BHM,2,USA,2008,4
631,31,BHM,2,USA,2009,4
632,31,BHM,2,USA,2010,4
633,31,BHM,2,USA,2011,4
634,31,BHM,2,USA,2012,4
635,31,BHM,2,USA,2013,4
636,31,BHM,2,USA,2014,4
637,31,BHM,2,USA,2015,4
638,31,BHM,2,USA,2016,4
639,31,BHM,40,CUB,1973,4
640,31,BHM,40,CUB,1974,4
641,31,BHM,40,CUB,1975,4
642,31,BHM,40,CUB,1976,4
643,31,BHM,40,CUB,1977,4
644,31,BHM,40,CUB,1978,4
645,31,BHM,40,CUB,1979,4
646,31,BHM,40,CUB,1980,4
647,31,BHM,40,CUB,1981,4
648,31,BHM,40,CUB,1982,4
649,31,BHM,40,CUB,1983,4
650,31,BHM,40,CUB,1984,4
651,31,BHM,40,CUB,1985,4
652,31,BHM,40,CUB,1986,4
653,31,BHM,40,CUB,1987,4
654,31,BHM,40,CUB,1988,4
655,31,BHM,40,CUB,1989,4
656,31,BHM,40,CUB,1990,4
657,31,BHM,40,CUB,1991,4
658,31,BHM,40,CUB,1992,4
659,31,BHM,40,CUB,1993,4
660,31,BHM,40,CUB,1994,4
661,31,BHM,40,CUB,1995,4
662,31,BHM,40,CUB,1996,4
663,31,BHM,40,CUB,1997,4
664,31,BHM,40,CUB,1998,4
665,31,BHM,40,CUB,1999,4
666,31,BHM,40,CUB,2000,4
667,31,BHM,40,CUB,2001,4
668,31,BHM,40,CUB,2002,4
669,31,BHM,40,CUB,2003,4
670,31,BHM,40,CUB,2004,4
671,31,BHM,40,CUB,2005,4
672,31,BHM,40,CUB,2006,4
673,31,BHM,40,CUB,2007,4
674,31,BHM,40,CUB,2008,4
675,31,BHM,40,CUB,2009,4
676,31,BHM,40,CUB,2010,4
677,31,BHM,40,CUB,2011,4
678,31,BHM,40,CUB,2012,4
679,31,BHM,40,CUB,2013,4
680,31,BHM,40,CUB,2014,4
681,31,BHM,40,CUB,2015,4
682,31,BHM,40,CUB,2016,4
683,31,BHM,41,HAI,1973,4
684,31,BHM,41,HAI,1974,4
685,31,BHM,41,HAI,1975,4
686,31,BHM,41,HAI,1976,4
687,31,BHM,41,HAI,1977,4
688,31,BHM,41,HAI,1978,4
689,31,BHM,41,HAI,1979,4
690,31,BHM,41,HAI,1980,4
691,31,BHM,41,HAI,1981,4
692,31,BHM,41,HAI,1982,4
693,31,BHM,41,HAI,1983,4
694,31,BHM,41,HAI,1984,4
695,31,BHM,41,HAI,1985,4
696,31,BHM,41,HAI,1986,4
697,31,BHM,41,HAI,1987,4
698,31,BHM,41,HAI,1988,4
699,31,BHM,41,HAI,1989,4
700,31,BHM,41,HAI,1990,4
701,31,BHM,41,HAI,1991,4
702,31,BHM,41,HAI,1992,4
703,31,BHM,41,HAI,1993,4
704,31,BHM,41,HAI,1994,4
705,31,BHM,41,HAI,1995,4
706,31,BHM,41,HAI,1996,4
707,31,BHM,41,HAI,1997,4
708,31,BHM,41,HAI,1998,4
709,31,BHM,41,HAI,1999,4
710,31,BHM,41,HAI,2000,4
711,31,BHM,41,HAI,2001,4
712,31,BHM,41,HAI,2002,4
713,31,BHM,41,HAI,2003,4
714,31,BHM,41,HAI,2004,4
715,31,BHM,41,HAI,2005,4
716,31,BHM,41,HAI,2006,4
717,31,BHM,41,HAI,2007,4
718,31,BHM,41,HAI,2008,4
719,31,BHM,41,HAI,2009,4
720,31,BHM,41,HAI,2010,4
721,31,BHM,41,HAI,2011,4
722,31,BHM,41,HAI,2012,4
723,31,BHM,41,HAI,2013,4
724,31,BHM,41,HAI,2014,4
725,31,BHM,41,HAI,2015,4
726,31,BHM,41,HAI,2016,4
727,31,BHM,42,DOM,1973,4
728,31,BHM,42,DOM,1974,4
729,31,BHM,42,DOM,1975,4
730,31,BHM,42,DOM,1976,4
731,31,BHM,42,DOM,1977,4
732,31,BHM,42,DOM,1978,4
733,31,BHM,42,DOM,1979,4
734,31,BHM,42,DOM,1980,4
735,31,BHM,42,DOM,1981,4
736,31,BHM,42,DOM,1982,4
737,31,BHM,42,DOM,1983,4
738,31,BHM,42,DOM,1984,4
739,31,BHM,42,DOM,1985,4
740,31,BHM,42,DOM,1986,4
741,31,BHM,42,DOM,1987,4
742,31,BHM,42,DOM,1988,4
743,31,BHM,42,DOM,1989,4
744,31,BHM,42,DOM,1990,4
745,31,BHM,42,DOM,1991,4
746,31,BHM,42,DOM,1992,4
747,31,BHM,42,DOM,1993,4
748,31,BHM,42,DOM,1994,4
749,31,BHM,42,DOM,1995,4
750,31,BHM,42,DOM,1996,4
751,31,BHM,42,DOM,1997,4
752,31,BHM,42,DOM,1998,4
753,31,BHM,42,DOM,1999,4
754,31,BHM,42,DOM,2000,4
755,31,BHM,42,DOM,2001,4
756,31,BHM,42,DOM,2002,4
757,31,BHM,42,DOM,2003,4
758,31,BHM,42,DOM,2004,4
759,31,BHM,42,DOM,2005,4
760,31,BHM,42,DOM,2006,4
761,31,BHM,42,DOM,2007,4
762,31,BHM,42,DOM,2008,4
763,31,BHM,42,DOM,2009,4
764,31,BHM,42,DOM,2010,4
765,31,BHM,42,DOM,2011,4
766,31,BHM,42,DOM,2012,4
767,31,BHM,42,DOM,2013,4
