,cow_code,state_name,year,num_trade_states,export_dollars,import_dollars,military_expenditure,military_personnel,prim_energy_consumption,total_pop,cinc_score,num_alliances,pre_1816_alliances,num_in_effect_1231_2012,defense_treaties,neutrality_treaties,nonaggression_treaties,entente_treaties,num_conflicts,avg_cum_duration,num_wars,ongoing_2010,revision_pct,avg_hostility_level,num_leadership_changes,leader_tenure,age_govt,num_transitions_ever,export_import_ratio,Africa,Americas,Asia,Europe,Oceania,Direct election,Indirect election,Nonelective,Elective legislature,No legislature exists,Non‐elective legislature,Appointed,Closed,Elected,All parties legally banned,Legally single party state,Multiple parties legally allowed,Elective legislature,No legislature exists,Non‐elective legislature,Multiple parties,No parties,One party,Legislature with multiple parties,No legislature or all nonpartisan,Only members from regime party,Democratic incumbent,Rules rewritten unconstitutionally,collective_leadership,military_leader,royal_leader,nominal_vs_eff_diff,communist_leader,leader_died,democratic_regime,cabinet_assembly,popular_election,Civilian dictatorship,Military dictatorship,Mixed (semi‐presidential) democracy,Parliamentary democracy,Presidential democracy,Royal dictatorship,transition_to_democracy,transition_to_dictatorship
1431,471,Cameroon,1962,116.0,79900000.0,137300000.3,15394000.0,5000.0,264000000.0,5513000.0,0.0004055,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,3.0,0,0.5819373621661965,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1432,620,Libya,1962,116.0,203000000.0,149240004.5,11761000.0,8000.0,424000000.0,1401000.0,0.0002513,14.0,0.0,9.0,1.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12,12.0,0,1.3602250996983856,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1433,155,Chile,1962,116.0,500710000.0,600599999.8,136847000.0,63000.0,20022000000.0,7993000.0,0.00266,20.0,0.0,19.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,31.0,1,0.8336829839606005,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1434,40,Cuba,1962,116.0,108710000.3,161280000.0,200000000.0,270000.0,10756000000.0,7254000.0,0.0036522,20.0,0.0,0.0,20.0,0.0,20.0,20.0,1.0,0.873972602739726,0.0,0.0,0.0,4.0,0,4,11.0,1,0.6740451407490079,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1435,452,Ghana,1962,116.0,324999999.6,279719999.9,27421000.0,10000.0,106000000.0,7148000.0,0.0006874,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.03561643835616438,0.0,0.0,1.0,3.0,0,11,6.0,0,1.1618761608615318,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1436,100,Colombia,1962,116.0,525399999.7,513710000.3,99104000.0,55000.0,23330000000.0,16417000.0,0.0037175,21.0,0.0,20.0,20.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,5.0,1,1.02275602848528,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1437,475,Nigeria,1962,116.0,544600000.3,491560003.7,31924000.0,7000.0,1204000000.0,44782000.0,0.0040838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6,3.0,0,1.1079013674846712,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1438,790,Nepal,1962,116.0,30962335.219466858,7700000.0,2940000.0,20000.0,4000000.0,9624000.0,0.0007344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5150684931506849,0.0,0.0,0.0,4.0,0,8,40.0,0,4.021082496034657,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1439,235,Portugal,1962,116.0,498259997.0,339860002.6,199444000.0,80000.0,5354000000.0,9020000.0,0.0018670000000000002,16.0,1.0,14.0,15.0,1.0,16.0,14.0,1.0,0.0027397260273972603,0.0,0.0,1.0,4.0,0,31,31.0,1,1.466074245831245,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1440,52,Trinidad and Tobago,1962,116.0,336400000.1,289920000.0,0.0,1000.0,44930000000.0,900000.0,0.000916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7,1.0,0,1.1603200886451435,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1441,315,Czechoslovakia,1962,116.0,519240003.6,622179997.9,1275300000.0,305000.0,126816000000.0,13860000.0,0.0114063,10.0,0.0,0.0,10.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10,17.0,1,0.83454949588954,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1442,42,Dominican Republic,1962,116.0,54919999.8,211800000.1,33100000.0,19000.0,108000000.0,3453000.0,0.000517,20.0,0.0,19.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,33.0,0,0.2593012265064678,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1443,434,Benin,1962,116.0,19700000.0,12200000.0,2653000.0,1000.0,4000000.0,2162000.0,0.0001615,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,3.0,0,1.6147540983606556,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1444,2,United States of America,1962,116.0,16724999940.0,21698559990.0,52381008000.0,2807000.0,3017140000000.0,186538000.0,0.2099114,68.0,0.0,40.0,43.0,12.0,41.0,50.0,13.0,0.3673340358271865,0.0,0.0,0.15384615384615385,3.1538461538461537,0,2,93.0,0,0.7707884738760491,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1445,481,Gabon,1962,116.0,36700000.1,73299999.9,1503000.0,1000.0,50000000.0,490000.0,2.9299999999999997e-05,12.0,0.0,1.0,12.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,3.0,0,0.5006821302874245,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1446,482,Central African Republic,1962,116.0,14100000.0,10900000.0,1001000.0,2000.0,2000000.0,1349000.0,0.000109,14.0,0.0,0.0,14.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,3.0,0,1.2935779816513762,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1447,94,Costa Rica,1962,116.0,108200000.1,93849999.6,2120000.0,1933.3333333333335,120000000.0,1343000.0,0.0001103,20.0,0.0,19.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,14.0,2,1.152903575505183,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1448,483,Chad,1962,116.0,25500000.0,19200000.1,1292000.0,2000.0,2000000.0,3166000.0,0.00017339999999999999,14.0,0.0,0.0,14.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,3.0,0,1.3281249930826822,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1449,625,Sudan,1962,116.0,249999999.9,205459999.6,19816000.0,18000.0,32000000.0,11616000.0,0.0008968,11.0,0.0,9.0,0.0,0.0,11.0,11.0,1.0,0.473972602739726,0.0,0.0,0.0,3.0,0,5,5.0,1,1.2167818572311533,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1450,352,Cyprus,1962,116.0,121099999.6,63730000.0,6812000.0,1000.0,836000000.0,576000.0,6.35e-05,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,3.0,0,1.9002039792876195,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1451,678,Yemen Arab Republic,1962,116.0,162300000.0,45700000.0,5000000.0,2000.0,40000000.0,4224000.0,0.00025259999999999996,25.0,0.0,0.0,13.0,1.0,22.0,24.0,4.0,0.17602739726027397,0.0,0.0,0.25,4.0,2,1,55.0,0,3.551422319474836,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1452,510,Tanzania,1962,116.0,77699999.9,30400000.0,1400000.0,2000.0,48000000.0,10523000.0,0.0006393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,2.0,0,2.5559210493421056,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1453,666,Israel,1962,116.0,582799998.8,258320003.1,117683000.0,65000.0,6328000000.0,2288000.0,0.0012049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8447488584474885,0.0,0.0,0.3333333333333333,4.0,0,8,15.0,0,2.256116412999532,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1454,516,Burundi,1962,116.0,2000000.0,100000.0,1718000.0,1000.0,4000000.0,3025000.0,0.0001746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,48,1.0,0,20.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1455,990,Samoa,1962,150.0,28680000.0,6520000.0,0.0,0.0,44000000.0,151000.0,6.48e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0,4.398773006134969,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1456,840,Philippines,1962,116.0,628600000.3,669510000.3,53531000.0,60000.0,8892000000.0,29108000.0,0.0033417,8.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,17.0,0,0.9388956102497816,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1457,616,Tunisia,1962,116.0,214210000.1,187779995.1,15714000.0,18000.0,76000000.0,4376000.0,0.0005519,22.0,0.0,17.0,11.0,0.0,22.0,22.0,1.0,0.473972602739726,0.0,0.0,0.0,3.0,0,7,7.0,0,1.140749843911355,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1458,615,Algeria,1962,116.0,711499999.6,812619999.8,65000000.0,45000.0,1884000000.0,10920000.0,0.0014730000000000001,11.0,0.0,9.0,0.0,0.0,11.0,11.0,1.0,0.3013698630136986,0.0,0.0,0.0,4.0,1,1,1.0,0,0.8755629934964838,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1459,451,Sierra Leone,1962,116.0,79200000.0,91500000.0,1960000.0,2000.0,16000000.0,2313000.0,0.0001844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9,2.0,0,0.8655737704918033,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1460,130,Ecuador,1962,116.0,102409999.2,157250000.1,18097000.0,24000.0,1520000000.0,4706000.0,0.0007863,21.0,0.0,20.0,20.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,15.0,1,0.6512559563426036,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1461,520,Somalia,1962,116.0,35100000.0,24200000.0,3696000.0,4000.0,2000000.0,3957000.0,0.0002892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,3.0,0,1.4504132231404958,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1462,212,Luxembourg,1962,116.0,220720385.39999992,206047323.6,7131000.0,6000.0,2934000000.0,321000.0,0.0019982,20.0,0.0,19.0,20.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,93.0,0,1.0712120960546168,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1463,731,North Korea,1962,116.0,2950000.0,1830000.0,250000000.0,380000.0,23028000000.0,11142000.0,0.0052482,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.5835616438356165,0.0,0.0,1.0,4.0,0,15,15.0,0,1.6120218579234973,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1464,775,Myanmar,1962,116.0,205900000.4,199899999.4,90545000.0,100000.0,2384000000.0,22688000.0,0.002635,13.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,2,1.0300150125963432,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1465,436,Niger,1962,116.0,20200000.0,20700000.0,1223000.0,2000.0,4000000.0,3266000.0,0.0001788,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,3.0,0,0.9758454106280193,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1466,223,Liechtenstein,1962,164.0,1242248.0,1708899.0000000002,0.0,0.0,278000000.0,29000.0,1.09e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,93.0,0,0.7269288588734617,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1467,41,Haiti,1962,116.0,32980000.4,47690000.1,6320000.0,5000.0,24000000.0,3940000.0,0.0003506,20.0,0.0,19.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6,93.0,0,0.6915495980466563,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1468,165,Uruguay,1962,116.0,225599999.6,162459999.4,20128000.0,20000.0,384000000.0,2603000.0,0.000699,20.0,0.0,19.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,21.0,0,1.388649516392895,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1469,760,Bhutan,1962,138.0,10000.0,10000.0,19000000.0,5000.0,406000000.0,1068000.0,0.0001024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11,56.0,0,1.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1470,652,Syria,1962,116.0,228720000.0,256099999.8,77933000.0,54000.0,124000000.0,4833000.0,0.0012291,21.0,0.0,17.0,10.0,0.0,21.0,21.0,3.0,0.8264840182648402,0.0,0.0,0.6666666666666666,4.0,0,2,17.0,0,0.8930886379485268,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1471,339,Albania,1962,116.0,10330000.0,3560000.0,61663000.0,50000.0,2658000000.0,1712000.0,0.0006796,7.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,19,51.0,0,2.901685393258427,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1472,437,Ivory Coast,1962,116.0,147299999.7,191599999.9,8702000.0,4000.0,30000000.0,4066000.0,0.0003302,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,3.0,0,0.7687891428855892,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1473,820,Malaysia,1962,116.0,61990000.0,4640000.0,36721000.0,46000.0,5622000000.0,10398000.0,0.0017585,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,6.0,0,13.359913793103448,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1474,530,Ethiopia,1962,116.0,100000000.0,85100000.0,19807000.0,30000.0,38000000.0,21535000.0,0.0016515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,33,93.0,0,1.1750881316098707,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1475,360,Romania,1962,116.0,1034220000.2,757159999.6,419868000.0,304000.0,82296000000.0,18681000.0,0.007684300000000001,10.0,0.0,0.0,10.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8,18.0,0,1.3659200178910245,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1476,265,German Democratic Republic,1962,116.0,312040002.3,341529994.5,780302000.0,144000.0,180764000000.0,17102000.0,0.0095002,6.0,0.0,0.0,6.0,0.0,6.0,6.0,1.0,0.7397260273972602,0.0,0.0,1.0,4.0,0,13,14.0,1,0.9136532876323986,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1477,580,Madagascar,1962,116.0,115849999.9,90210000.1,9000000.0,3000.0,30000000.0,5651000.0,0.0004273,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,3.0,0,1.2842256930670375,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1478,517,Rwanda,1962,116.0,5700000.0,400000.0,0.0,1000.0,2000000.0,2830000.0,0.0001621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,1.0,0,14.25,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1479,663,Jordan,1962,116.0,122700000.4,17200000.0,57687000.0,35000.0,26000000.0,1736000.0,0.0005428999999999999,22.0,0.0,17.0,10.0,0.0,21.0,22.0,4.0,0.2191780821917808,0.0,0.0,0.25,3.75,0,11,17.0,0,7.133720953488372,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1480,438,Guinea,1962,116.0,35599999.7,37300000.0,5902000.0,5000.0,36000000.0,3259000.0,0.0002717,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0027397260273972603,0.0,0.0,0.0,1.0,0,5,5.0,0,0.9544235844504022,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1481,713,Taiwan,1962,116.0,276100000.0,150300000.0,269798000.0,570000.0,10342000000.0,11492000.0,0.007022499999999999,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9506849315068493,0.0,0.0,1.0,4.0,0,14,14.0,0,1.8369926813040585,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1482,395,Iceland,1962,116.0,88800000.3,77630000.0,0.0,0.0,148000000.0,182000.0,1.27e-05,14.0,0.0,13.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,19.0,0,1.1438876761561252,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
1483,220,France,1962,116.0,7237600040.0,7316990000.0,4517387000.0,705000.0,259828000000.0,46998000.0,0.029400700000000002,45.0,0.0,20.0,24.0,12.0,14.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,88.0,0,0.9891499154707059,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1484,150,Paraguay,1962,116.0,33520000.0,42699999.9,5000000.0,18000.0,26000000.0,1934000.0,0.0003559,21.0,0.0,20.0,20.0,0.0,1.0,20.0,1.0,0.0027397260273972603,0.0,0.0,0.0,4.0,0,9,27.0,0,0.7850117114403085,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1485,435,Mauritania,1962,116.0,33700000.0,2200000.0,3000000.0,2000.0,2000000.0,1030000.0,5.94e-05,11.0,0.0,0.0,11.0,0.0,11.0,11.0,1.0,0.0027397260273972603,0.0,0.0,1.0,4.0,0,5,3.0,0,15.318181818181818,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1486,390,Denmark,1962,116.0,2110170002.0,1568020001.7,225239000.0,47000.0,13522000000.0,4647000.0,0.0016749000000000002,14.0,0.0,13.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,62.0,0,1.3457545182537323,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1487,700,Afghanistan,1962,116.0,37500000.0,57700000.0,13125000.0,104000.0,224000000.0,11262000.0,0.0016605,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10,34.0,0,0.6499133448873483,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1488,91,Honduras,1962,116.0,75600000.4,74630000.0,7250000.0,6000.0,26000000.0,2066000.0,0.00022189999999999997,20.0,0.0,19.0,20.0,0.0,20.0,20.0,1.0,0.0027397260273972603,0.0,0.0,0.0,4.0,0,6,6.0,0,1.0129974594667024,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1489,325,Italy,1962,116.0,5929699994.0,4615910027.0,1387366000.0,470000.0,162320000000.0,50879000.0,0.0200291,20.0,0.0,19.0,20.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,17.0,1,1.2846220917035218,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1490,600,Morocco,1963,118.0,435699999.9,479219998.4,74901000.0,40000.0,3110000000.0,12546000.0,0.0018635000000000001,22.0,0.0,17.0,10.0,0.0,21.0,22.0,1.0,0.09863013698630137,0.0,0.0,1.0,4.0,0,3,8.0,0,0.9091857630205276,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
