,dispute_id,c_code_1,state_name_abb_a,c_code_2,state_name_abb_b,year,outcome,settlement_type,total_fatality_bin,num_with,num_against,revision_sought,revision_type,state_fatality_bin,hostility_level,origin_participant,war,year_num,cumulative_duration,ongoing_2010,date_start,date_end,initiator
7341,2740,630,IRN,2,USA,1987,N/A,N/A,None Value,1,1,0,N/A,None Value,4,1,0,1,339,0,1987-01-27,1988-07-03,0.0
7342,2739,645,IRQ,2,USA,1987,Stalemate,None Value,26-100,1,1,0,N/A,None Value,4,1,0,1,2,0,1987-05-17,1987-05-18,1.0
7343,2739,2,USA,645,IRQ,1987,Stalemate,None Value,26-100,1,1,0,N/A,26-100,3,1,0,1,2,0,1987-05-17,1987-05-18,0.0
7344,2738,380,SWD,365,RUS,1987,N/A,N/A,None Value,1,1,0,N/A,None Value,4,1,0,1,275,0,1987-04-01,1988-06-30,0.0
7345,2738,365,RUS,380,SWD,1987,N/A,N/A,None Value,1,1,0,N/A,None Value,3,1,0,1,275,0,1987-04-01,1988-06-30,1.0
7346,2737,220,FRN,20,CAN,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1987-03-17,1987-03-17,0.0
7347,2737,20,CAN,220,FRN,1987,Stalemate,None Value,None Value,1,1,1,Policy,None Value,2,1,0,1,1,0,1987-03-17,1987-03-17,1.0
7348,2740,2,USA,630,IRN,1987,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,339,0,1987-01-27,1988-07-03,1.0
7349,2801,541,MZM,560,SAF,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1987-05-29,1987-05-29,0.0
7350,2777,800,THI,775,MYA,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,23,0,1987-04-12,1987-05-04,0.0
7351,2802,530,ETH,625,SUD,1987,Stalemate,None Value,,1,1,1,Policy,,4,1,0,1,20,0,1987-07-24,1987-08-12,1.0
7352,1441,40,CUB,560,SAF,1987,N/A,N/A,None Value,3,2,0,N/A,None Value,5,1,1,13,4536,0,1975-08-01,1988-08-30,0.0
7353,2812,101,VEN,100,COL,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,24,0,1987-08-13,1987-09-05,0.0
7354,2812,100,COL,101,VEN,1987,Stalemate,None Value,None Value,1,1,1,Territory,None Value,3,1,0,1,24,0,1987-08-13,1987-09-05,1.0
7355,2810,571,BOT,560,SAF,1987,Stalemate,None Value,None Value,1,2,0,N/A,None Value,1,1,0,1,1,0,1987-04-09,1987-04-09,0.0
7356,2810,560,SAF,571,BOT,1987,Stalemate,None Value,None Value,1,2,1,Policy,None Value,4,1,0,1,1,0,1987-04-09,1987-04-09,1.0
7357,2810,560,SAF,551,ZAM,1987,Stalemate,None Value,None Value,1,2,1,Policy,None Value,4,1,0,1,17,0,1987-04-09,1987-04-25,1.0
7358,2810,551,ZAM,560,SAF,1987,Stalemate,None Value,None Value,1,2,0,N/A,None Value,1,1,0,1,17,0,1987-04-09,1987-04-25,0.0
7359,2809,600,MOR,435,MAA,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,1,18,0,1987-04-01,1987-04-18,1.0
7360,2809,435,MAA,600,MOR,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,1,18,0,1987-04-01,1987-04-18,0.0
7361,2801,560,SAF,541,MZM,1987,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1987-05-29,1987-05-29,1.0
7362,2807,475,NIG,471,CAO,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1987-05-02,1987-05-02,0.0
7363,2807,471,CAO,475,NIG,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1987-05-02,1987-05-02,1.0
7364,2806,490,DRC,484,CON,1987,Stalemate,None Value,,1,1,0,N/A,,4,1,0,1,1,0,1987-01-15,1987-01-15,1.0
7365,2806,484,CON,490,DRC,1987,Stalemate,None Value,,1,1,0,N/A,,4,1,0,1,1,0,1987-01-15,1987-01-15,0.0
7366,2805,500,UGA,490,DRC,1987,Stalemate,None Value,1-25,1,1,0,N/A,1-25,4,1,0,1,1,0,1987-06-03,1987-06-03,0.0
7367,2805,490,DRC,500,UGA,1987,Stalemate,None Value,1-25,1,1,1,Policy,None Value,4,1,0,1,1,0,1987-06-03,1987-06-03,1.0
7368,2804,501,KEN,500,UGA,1987,Compromise,Negotiated,26-100,1,1,0,N/A,26-100,4,1,0,1,70,0,1987-10-20,1987-12-28,0.0
7369,1441,560,SAF,40,CUB,1987,N/A,N/A,None Value,3,2,1,Regime/Government,None Value,5,1,1,13,4536,0,1975-08-01,1988-08-30,1.0
7370,2804,500,UGA,501,KEN,1987,Compromise,Negotiated,26-100,1,1,1,Policy,26-100,4,1,0,1,70,0,1987-10-20,1987-12-28,1.0
7371,2816,290,POL,260,GFR,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1987-06-15,1987-06-15,1.0
7372,2823,220,FRN,630,IRN,1987,N/A,N/A,None Value,1,1,1,Policy,None Value,3,1,0,1,185,0,1987-06-30,1988-01-20,0.0
7373,2816,260,GFR,290,POL,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1987-06-15,1987-06-15,0.0
7374,1232,816,DRV,800,THI,1987,Stalemate,Negotiated,501-999,1,2,0,N/A,101-250,4,0,0,8,2558,0,1980-06-30,1987-06-30,0.0
7375,1232,811,CAM,800,THI,1987,Stalemate,Negotiated,501-999,1,2,0,N/A,101-250,4,1,0,12,3986,0,1976-08-02,1987-06-30,0.0
7376,3628,710,CHN,816,DRV,1987,Stalemate,Negotiated,"1,000+",1,1,1,Policy,"1,000+",5,1,1,2,167,0,1986-10-01,1987-03-15,1.0
7377,1232,800,THI,811,CAM,1987,Stalemate,Negotiated,501-999,1,2,0,N/A,251-500,4,1,0,12,3986,0,1976-08-02,1987-06-30,1.0
7378,1232,800,THI,816,DRV,1987,Stalemate,Negotiated,501-999,1,2,0,N/A,251-500,4,1,0,8,2558,0,1980-06-30,1987-06-30,1.0
7379,2827,365,RUS,385,NOR,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,1,1,0,1987-09-13,1987-09-13,1.0
7380,2827,385,NOR,365,RUS,1987,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1987-09-13,1987-09-13,0.0
7381,2826,365,RUS,630,IRN,1987,Stalemate,None Value,None Value,1,1,1,Policy,None Value,3,1,0,1,196,0,1987-04-21,1987-11-02,1.0
7382,2802,625,SUD,530,ETH,1987,Stalemate,None Value,,1,1,0,N/A,,4,1,0,1,20,0,1987-07-24,1987-08-12,0.0
7383,2823,630,IRN,220,FRN,1987,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,185,0,1987-06-30,1988-01-20,1.0
7384,2826,630,IRN,365,RUS,1987,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,196,0,1987-04-21,1987-11-02,0.0
7385,3628,816,DRV,710,CHN,1987,Stalemate,Negotiated,"1,000+",1,1,0,N/A,"1,000+",5,1,1,2,167,0,1986-10-01,1987-03-15,0.0
7386,2755,552,ZIM,560,SAF,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1988-02-14,1988-02-14,0.0
7387,2746,820,MAL,840,PHI,1988,Released (for seizures),None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,107,0,1988-05-04,1988-08-18,1.0
7388,2746,840,PHI,820,MAL,1988,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,107,0,1988-05-04,1988-08-18,0.0
7389,2754,571,BOT,560,SAF,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,116,0,1988-03-28,1988-07-21,0.0
7390,2747,775,MYA,800,THI,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,65,0,1988-08-08,1988-10-11,1.0
7391,2747,800,THI,775,MYA,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,65,0,1988-08-08,1988-10-11,0.0
7392,2749,710,CHN,816,DRV,1988,Victory for State A,Imposed,,1,1,1,Territory,,4,1,0,1,26,0,1988-02-20,1988-03-16,1.0
7393,2748,740,JPN,910,PNG,1988,Unclear,Unclear,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1988-11-14,1988-11-14,0.0
7394,2749,816,DRV,710,CHN,1988,Victory for State B,Imposed,,1,1,0,N/A,,4,1,0,1,26,0,1988-02-20,1988-03-16,0.0
7395,2753,572,SWA,560,SAF,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,21,0,1988-10-10,1988-10-30,0.0
7396,2753,560,SAF,572,SWA,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,21,0,1988-10-10,1988-10-30,1.0
7397,2752,696,UAE,630,IRN,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1988-04-19,1988-04-19,0.0
7398,2752,630,IRN,696,UAE,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1988-04-19,1988-04-19,1.0
7399,2750,713,TAW,710,CHN,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,225,0,1988-04-29,1988-12-09,1.0
7400,2748,910,PNG,740,JPN,1988,Unclear,Unclear,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1988-11-14,1988-11-14,1.0
7401,2750,710,CHN,713,TAW,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,225,0,1988-04-29,1988-12-09,0.0
7402,2754,560,SAF,571,BOT,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,116,0,1988-03-28,1988-07-21,1.0
7403,2745,910,PNG,850,INS,1988,Stalemate,None Value,,1,1,0,N/A,,1,1,0,1,14,0,1988-10-22,1988-11-04,0.0
7404,2738,365,RUS,380,SWD,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,2,458,0,1987-04-01,1988-06-30,1.0
7405,2741,95,PAN,2,USA,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,2,199,0,1987-09-24,1988-04-08,0.0
7406,2353,91,HON,93,NIC,1988,Stalemate,None Value,,1,2,0,N/A,,1,1,0,3,816,0,1986-01-07,1988-03-31,0.0
7407,2353,93,NIC,2,USA,1988,Stalemate,None Value,,1,2,1,Policy,,4,1,0,3,791,0,1986-02-01,1988-03-31,1.0
7408,2353,2,USA,93,NIC,1988,Stalemate,None Value,,1,2,0,N/A,,3,0,0,3,791,0,1986-02-01,1988-03-31,0.0
7409,2115,645,IRQ,630,IRN,1988,Victory for State B,Negotiated,"1,000+",1,1,1,Territory,"1,000+",5,1,1,10,3205,0,1979-10-24,1988-07-31,1.0
7410,2834,630,IRN,2,USA,1988,Stalemate,None Value,None Value,1,2,1,Policy,None Value,4,1,0,1,1,0,1988-07-02,1988-07-02,1.0
7411,2834,2,USA,630,IRN,1988,Stalemate,None Value,None Value,1,2,0,N/A,None Value,4,0,0,1,1,0,1988-07-02,1988-07-02,0.0
7412,1441,560,SAF,540,ANG,1988,Victory for State B,None Value,"1,000+",3,2,1,Regime/Government,"1,000+",5,1,1,14,4678,0,1975-11-11,1988-08-30,1.0
7413,2745,850,INS,910,PNG,1988,Stalemate,None Value,,1,1,1,Policy,,4,1,0,1,14,0,1988-10-22,1988-11-04,1.0
7414,2115,630,IRN,645,IRQ,1988,Victory for State B,Negotiated,"1,000+",1,1,0,N/A,"1,000+",5,1,1,10,3205,0,1979-10-24,1988-07-31,0.0
7415,2823,220,FRN,630,IRN,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,3,1,0,2,206,0,1987-06-30,1988-01-20,0.0
7416,1441,540,ANG,560,SAF,1988,Victory for State A,None Value,"1,000+",3,2,0,N/A,"1,000+",5,0,1,14,4678,0,1975-11-11,1988-08-30,0.0
7417,1441,560,SAF,40,CUB,1988,Victory for State B,None Value,"1,000+",3,2,1,Regime/Government,26-100,5,1,1,14,4780,0,1975-08-01,1988-08-30,1.0
7418,2738,380,SWD,365,RUS,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,2,458,0,1987-04-01,1988-06-30,0.0
7419,2740,2,USA,630,IRN,1988,Stalemate,None Value,,1,1,1,Policy,1-25,4,1,0,2,525,0,1987-01-27,1988-07-03,1.0
7420,2740,630,IRN,2,USA,1988,Stalemate,None Value,,1,1,0,N/A,,4,1,0,2,525,0,1987-01-27,1988-07-03,0.0
7421,2741,2,USA,95,PAN,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,3,1,0,2,199,0,1987-09-24,1988-04-08,1.0
7422,2823,630,IRN,220,FRN,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,2,206,0,1987-06-30,1988-01-20,1.0
7423,2755,560,SAF,552,ZIM,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,2,1,0,1,1,0,1988-02-14,1988-02-14,1.0
7424,2757,625,SUD,530,ETH,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1988-10-07,1988-10-07,0.0
7425,2760,352,CYP,640,TUR,1988,Stalemate,None Value,1-25,1,1,0,N/A,None Value,1,1,0,1,1,0,1988-12-11,1988-12-11,0.0
7426,2799,640,TUR,630,IRN,1988,Stalemate,None Value,1-25,1,1,0,N/A,None Value,4,1,0,2,302,0,1987-06-01,1988-03-27,0.0
7427,2799,630,IRN,640,TUR,1988,Stalemate,None Value,1-25,1,1,0,N/A,1-25,4,1,0,2,302,0,1987-06-01,1988-03-27,1.0
7428,2798,670,SAU,630,IRN,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,2,268,0,1987-08-02,1988-04-24,0.0
7429,2798,630,IRN,670,SAU,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,2,268,0,1987-08-02,1988-04-24,1.0
7430,2797,690,KUW,630,IRN,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,2,377,0,1987-05-11,1988-05-20,0.0
7431,2797,630,IRN,690,KUW,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,2,377,0,1987-05-11,1988-05-20,1.0
7432,2776,812,LAO,800,THI,1988,Compromise,Negotiated,101-250,1,1,0,N/A,101-250,4,1,0,2,277,0,1987-05-20,1988-02-19,0.0
7433,2757,530,ETH,625,SUD,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1988-10-07,1988-10-07,1.0
7434,2776,800,THI,812,LAO,1988,Compromise,Negotiated,101-250,1,1,1,Territory,26-100,4,1,0,2,277,0,1987-05-20,1988-02-19,1.0
7435,1441,40,CUB,560,SAF,1988,Victory for State A,None Value,"1,000+",3,2,0,N/A,"1,000+",5,1,1,14,4780,0,1975-08-01,1988-08-30,0.0
7436,2775,620,LIB,2,USA,1988,N/A,N/A,None Value,1,1,0,N/A,None Value,3,1,0,1,2,0,1988-12-30,1989-01-04,0.0
7437,2775,2,USA,620,LIB,1988,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,2,0,1988-12-30,1989-01-04,1.0
7438,2774,645,IRQ,2,USA,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1988-02-12,1988-02-12,1.0
7439,2353,93,NIC,91,HON,1988,Stalemate,None Value,,1,2,1,Policy,,4,1,0,3,816,0,1986-01-07,1988-03-31,1.0
7440,2773,220,FRN,20,CAN,1988,Released (for seizures),Negotiated,None Value,1,1,0,N/A,None Value,1,1,0,1,23,0,1988-04-14,1988-05-06,0.0
7441,2774,2,USA,645,IRQ,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1988-02-12,1988-02-12,0.0
7442,2770,95,PAN,94,COS,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,33,0,1988-09-09,1988-10-11,1.0
7443,2771,91,HON,93,NIC,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1988-09-29,1988-09-29,1.0
7444,2768,101,VEN,100,COL,1988,Stalemate,None Value,,1,1,0,N/A,,4,1,0,1,1,0,1988-08-16,1988-08-16,0.0
7445,2768,100,COL,101,VEN,1988,Stalemate,None Value,,1,1,0,N/A,,4,1,0,1,1,0,1988-08-16,1988-08-16,1.0
7446,2767,645,IRQ,200,UKG,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1988-05-14,1988-05-14,1.0
7447,2767,200,UKG,645,IRQ,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1988-05-14,1988-05-14,0.0
7448,2770,94,COS,95,PAN,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,33,0,1988-09-09,1988-10-11,0.0
7449,2771,93,NIC,91,HON,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1988-09-29,1988-09-29,0.0
7450,2773,20,CAN,220,FRN,1988,Released (for seizures),Negotiated,None Value,1,1,1,Policy,None Value,4,1,0,1,23,0,1988-04-14,1988-05-06,1.0
7451,2760,640,TUR,352,CYP,1988,Stalemate,None Value,1-25,1,1,0,N/A,1-25,4,1,0,1,1,0,1988-12-11,1988-12-11,1.0
7452,2772,692,BAH,630,IRN,1988,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1988-04-19,1988-04-19,0.0
7453,2772,630,IRN,692,BAH,1988,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1988-04-19,1988-04-19,1.0
7454,3909,640,TUR,350,GRC,1989,Stalemate,None Value,None Value,1,1,1,Territory,None Value,3,1,0,1,1,0,1989-01-12,1989-01-12,1.0
7455,3909,350,GRC,640,TUR,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,1,1,0,1989-01-12,1989-01-12,0.0
7456,3914,645,IRQ,630,IRN,1989,Stalemate,None Value,1-25,1,1,0,N/A,None Value,4,1,0,1,25,0,1989-02-17,1989-03-13,1.0
7457,3914,630,IRN,645,IRQ,1989,Stalemate,None Value,1-25,1,1,0,N/A,1-25,4,1,0,1,25,0,1989-02-17,1989-03-13,0.0
7458,3913,520,SOM,501,KEN,1989,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1989-09-20,1989-09-20,1.0
7459,3913,501,KEN,520,SOM,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,2,1,0,1,1,0,1989-09-20,1989-09-20,0.0
7460,3912,625,SUD,500,UGA,1989,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,47,0,1989-11-15,1990-02-03,1.0
7461,3908,338,MLT,652,SYR,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1989-08-29,1989-08-29,0.0
7462,3908,652,SYR,338,MLT,1989,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1989-08-29,1989-08-29,1.0
7463,3911,501,KEN,500,UGA,1989,Stalemate,None Value,26-100,1,1,0,N/A,1-25,4,1,0,1,1,0,1989-03-12,1989-03-12,0.0
7464,3911,500,UGA,501,KEN,1989,Stalemate,None Value,26-100,1,1,0,N/A,26-100,4,1,0,1,1,0,1989-03-12,1989-03-12,1.0
7465,3910,435,MAA,433,SEN,1989,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,18,0,1989-04-10,1989-04-27,1.0
7466,3910,433,SEN,435,MAA,1989,Stalemate,None Value,None Value,1,1,1,Policy,None Value,3,1,0,1,18,0,1989-04-10,1989-04-27,0.0
7467,3915,651,EGY,666,ISR,1989,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1989-06-03,1989-06-03,1.0
7468,3912,500,UGA,625,SUD,1989,N/A,N/A,None Value,1,1,0,N/A,None Value,4,1,0,1,47,0,1989-11-15,1990-02-03,0.0
7469,3915,666,ISR,651,EGY,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1989-06-03,1989-06-03,0.0
7470,3900,2,USA,20,CAN,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1989-12-11,1989-12-11,0.0
7471,3916,770,PAK,700,AFG,1989,Stalemate,None Value,None Value,1,1,1,Policy,None Value,3,1,0,1,56,0,1989-02-11,1989-04-07,1.0
7472,3901,2,USA,95,PAN,1989,Victory for State B,Imposed,101-250,1,1,1,Regime/Government,1-25,4,1,0,1,345,0,1989-01-12,1989-12-22,0.0
7473,3901,95,PAN,2,USA,1989,Victory for State A,Imposed,101-250,1,1,0,N/A,101-250,4,1,0,1,345,0,1989-01-12,1989-12-22,1.0
7474,3953,435,MAA,433,SEN,1989,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,47,0,1989-11-15,1990-04-16,0.0
7475,3904,91,HON,92,SAL,1989,Stalemate,None Value,1-25,1,1,0,N/A,1-25,4,1,0,1,7,0,1989-05-23,1989-05-29,0.0
7476,3953,433,SEN,435,MAA,1989,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,47,0,1989-11-15,1990-04-16,1.0
7477,3905,91,HON,93,NIC,1989,Stalemate,None Value,1-25,1,1,0,N/A,None Value,4,1,0,1,175,0,1989-04-09,1989-09-30,1.0
7478,3905,93,NIC,91,HON,1989,Stalemate,None Value,1-25,1,1,0,N/A,1-25,4,1,0,1,175,0,1989-04-09,1989-09-30,0.0
7479,3922,652,SYR,640,TUR,1989,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1989-10-21,1989-10-21,1.0
7480,3906,220,FRN,581,COM,1989,Victory for State A,Imposed,None Value,1,1,1,Regime/Government,None Value,4,1,0,1,5,0,1989-12-11,1989-12-15,1.0
7481,3922,640,TUR,652,SYR,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1989-10-21,1989-10-21,0.0
7482,3906,581,COM,220,FRN,1989,Victory for State B,Imposed,None Value,1,1,0,N/A,None Value,1,1,0,1,5,0,1989-12-11,1989-12-15,0.0
7483,3921,645,IRQ,630,IRN,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1989-10-25,1989-10-25,0.0
7484,3907,220,FRN,660,LEB,1989,N/A,N/A,None Value,1,1,1,Policy,None Value,3,1,0,1,32,0,1989-11-30,1990-02-12,1.0
7485,3921,630,IRN,645,IRQ,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1989-10-25,1989-10-25,1.0
7486,3920,816,DRV,800,THI,1989,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,181,0,1989-01-23,1989-07-22,1.0
7487,3920,800,THI,816,DRV,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,181,0,1989-01-23,1989-07-22,0.0
7488,3919,800,THI,775,MYA,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1989-05-21,1989-05-21,0.0
7489,3919,775,MYA,800,THI,1989,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1989-05-21,1989-05-21,1.0
7490,3917,732,ROK,731,PRK,1989,Stalemate,None Value,None Value,1,1,1,Regime/Government,None Value,1,1,0,1,1,0,1989-01-28,1989-01-28,0.0
7491,3900,20,CAN,2,USA,1989,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,1,1,0,1989-12-11,1989-12-11,1.0
7492,3917,731,PRK,732,ROK,1989,Stalemate,None Value,None Value,1,1,1,Regime/Government,None Value,4,1,0,1,1,0,1989-01-28,1989-01-28,1.0
7493,3916,700,AFG,770,PAK,1989,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,56,0,1989-02-11,1989-04-07,0.0
7494,3907,660,LEB,220,FRN,1989,N/A,N/A,None Value,1,1,0,N/A,None Value,1,1,0,1,32,0,1989-11-30,1990-02-12,0.0
7495,3904,92,SAL,91,HON,1989,Stalemate,None Value,1-25,1,1,0,N/A,1-25,4,1,0,1,7,0,1989-05-23,1989-05-29,1.0
7496,2775,2,USA,620,LIB,1989,Stalemate,None Value,,1,1,1,Policy,None Value,4,1,0,2,7,0,1988-12-30,1989-01-04,1.0
7497,2775,620,LIB,2,USA,1989,Stalemate,None Value,,1,1,0,N/A,,3,1,0,2,7,0,1988-12-30,1989-01-04,0.0
7498,3957,645,IRQ,2,USA,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,1,0,1,161,0,1990-07-24,1991-03-03,1.0
7499,3957,645,IRQ,160,ARG,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,1,1,0,1,105,0,1990-09-18,1991-03-03,1.0
7500,3957,645,IRQ,600,MOR,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,1,1,0,1,143,0,1990-08-11,1991-03-03,1.0
7501,3957,640,TUR,645,IRQ,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,0,0,1,143,0,1990-08-11,1991-03-03,0.0
7502,3957,160,ARG,645,IRQ,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,0,0,1,105,0,1990-09-18,1991-03-03,0.0
7503,3957,645,IRQ,640,TUR,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,1,1,0,1,143,0,1990-08-11,1991-03-03,1.0
7504,3957,645,IRQ,651,EGY,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,1,0,1,143,0,1990-08-11,1991-03-03,1.0
7505,3957,645,IRQ,20,CAN,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,1,0,1,144,0,1990-08-10,1991-03-03,1.0
7506,3957,651,EGY,645,IRQ,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,0,0,1,143,0,1990-08-11,1991-03-03,0.0
7507,3957,645,IRQ,652,SYR,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,1,0,1,140,0,1990-08-14,1991-03-03,1.0
7508,3957,600,MOR,645,IRQ,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,0,0,1,143,0,1990-08-11,1991-03-03,0.0
7509,3957,652,SYR,645,IRQ,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,0,0,1,140,0,1990-08-14,1991-03-03,0.0
7510,3957,645,IRQ,670,SAU,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,1,0,1,151,0,1990-08-03,1991-03-03,1.0
7511,3957,663,JOR,2,USA,1990,N/A,N/A,None Value,2,27,0,N/A,None Value,1,0,0,1,145,0,1990-08-09,1991-03-03,1.0
7512,3957,670,SAU,645,IRQ,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,0,0,1,151,0,1990-08-03,1991-03-03,0.0
7513,3957,645,IRQ,220,FRN,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,3,1,0,1,146,0,1990-08-08,1991-03-03,1.0
7514,3957,690,KUW,645,IRQ,1990,Victory for State B,Imposed,"1,000+",2,27,0,N/A,501-999,4,1,0,1,68,0,1990-05-28,1990-08-03,0.0
7515,3957,2,USA,663,JOR,1990,N/A,N/A,None Value,2,27,1,Policy,None Value,2,0,0,1,145,0,1990-08-09,1991-03-03,0.0
7516,3957,645,IRQ,696,UAE,1990,N/A,N/A,None Value,2,27,1,Territory,None Value,1,1,0,1,169,0,1990-07-16,1991-03-03,1.0
