,dispute_id,c_code_1,state_name_abb_a,c_code_2,state_name_abb_b,year,outcome,settlement_type,total_fatality_bin,num_with,num_against,revision_sought,revision_type,state_fatality_bin,hostility_level,origin_participant,war,year_num,cumulative_duration,ongoing_2010,date_start,date_end,initiator
4060,208,200,UKG,315,CZE,1953,Stalemate,None Value,1-25,2,2,0,N/A,1-25,3,0,0,1,20,0,1953-03-12,1953-03-31,1.0
4061,208,365,RUS,2,USA,1953,Stalemate,None Value,1-25,2,2,0,N/A,None Value,4,0,0,1,20,0,1953-03-12,1953-03-31,0.0
4062,208,2,USA,365,RUS,1953,Stalemate,None Value,1-25,2,2,0,N/A,None Value,4,1,0,1,20,0,1953-03-12,1953-03-31,1.0
4063,208,315,CZE,2,USA,1953,Stalemate,None Value,1-25,2,2,0,N/A,None Value,4,1,0,1,22,0,1953-03-10,1953-03-31,0.0
4064,208,2,USA,315,CZE,1953,Stalemate,None Value,1-25,2,2,0,N/A,None Value,4,1,0,1,22,0,1953-03-10,1953-03-31,1.0
4065,1225,800,THI,811,CAM,1953,N/A,N/A,None Value,1,1,1,Territory,None Value,4,1,0,1,61,0,1953-11-01,1954-05-31,1.0
4066,51,640,TUR,710,CHN,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,501-999,5,0,1,4,1015,0,1950-10-18,1953-07-27,0.0
4067,2001,775,MYA,713,TAW,1953,Yield by State B,Negotiated,101-250,1,1,0,N/A,26-100,4,1,0,1,40,0,1953-09-20,1953-10-29,0.0
4068,51,710,CHN,2,USA,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,"1,000+",5,0,1,4,1033,0,1950-09-30,1953-07-27,1.0
4069,51,710,CHN,920,NEW,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,"1,000+",5,0,1,4,1033,0,1950-09-30,1953-07-27,1.0
4070,2018,775,MYA,800,THI,1953,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,13,0,1953-10-16,1953-10-28,1.0
4071,2018,800,THI,775,MYA,1953,Stalemate,None Value,None Value,1,1,0,N/A,None Value,2,1,0,1,13,0,1953-10-16,1953-10-28,0.0
4072,2035,2,USA,710,CHN,1953,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,33,0,1953-08-01,1953-09-02,1.0
4073,2035,710,CHN,2,USA,1953,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,33,0,1953-08-01,1953-09-02,0.0
4074,2036,365,RUS,713,TAW,1953,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1953-06-24,1953-06-24,0.0
4075,2036,713,TAW,365,RUS,1953,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1953-06-24,1953-06-24,1.0
4076,3208,740,JPN,710,CHN,1953,N/A,N/A,None Value,1,1,0,N/A,None Value,1,1,0,1,18,0,1953-12-14,1954-07-04,0.0
4077,3374,666,ISR,651,EGY,1953,N/A,N/A,None Value,1,1,0,N/A,None Value,4,1,0,2,373,0,1952-12-24,1954-03-26,0.0
4078,3208,710,CHN,740,JPN,1953,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,18,0,1953-12-14,1954-07-04,1.0
4079,3207,740,JPN,365,RUS,1953,N/A,N/A,None Value,1,1,0,N/A,None Value,1,1,0,1,76,0,1953-10-17,1954-06-20,0.0
4080,51,2,USA,710,CHN,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,"1,000+",5,0,1,4,1033,0,1950-09-30,1953-07-27,0.0
4081,3207,365,RUS,740,JPN,1953,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,76,0,1953-10-17,1954-06-20,1.0
4082,3374,651,EGY,666,ISR,1953,N/A,N/A,None Value,1,1,1,Territory,None Value,4,1,0,2,373,0,1952-12-24,1954-03-26,1.0
4083,3203,713,TAW,315,CZE,1953,Released (for seizures),None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1953-09-10,1953-09-10,1.0
4084,50,732,ROK,710,CHN,1953,Stalemate,None Value,26-100,3,2,1,Territory,None Value,2,0,0,1,1,0,1953-02-13,1953-02-13,1.0
4085,50,710,CHN,732,ROK,1953,Stalemate,None Value,26-100,3,2,1,Territory,26-100,4,1,0,1,1,0,1953-02-13,1953-02-13,0.0
4086,3203,315,CZE,713,TAW,1953,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1953-09-10,1953-09-10,0.0
4087,1062,325,ITA,345,YUG,1953,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,1,115,0,1953-08-28,1953-12-20,0.0
4088,1344,740,JPN,732,ROK,1953,N/A,N/A,None Value,1,1,0,N/A,None Value,3,1,0,1,332,0,1953-02-03,1954-02-27,0.0
4089,50,2,USA,710,CHN,1953,N/A,N/A,None Value,3,2,1,Territory,None Value,3,1,0,1,324,0,1953-02-11,1956-01-19,1.0
4090,1006,666,ISR,663,JOR,1953,N/A,N/A,None Value,1,2,0,N/A,None Value,4,1,0,4,1352,0,1950-04-20,1956-10-26,1.0
4091,1344,732,ROK,740,JPN,1953,N/A,N/A,None Value,1,1,1,Territory,None Value,4,1,0,1,332,0,1953-02-03,1954-02-27,1.0
4092,51,900,AUL,710,CHN,1953,Stalemate,Negotiated,"1,000+",2,17,6,N/A,251-500,5,0,1,4,1033,0,1950-09-30,1953-07-27,0.0
4093,51,210,NTH,710,CHN,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,101-250,5,0,1,4,967,0,1950-12-05,1953-07-27,1.0
4094,1006,663,JOR,666,ISR,1953,N/A,N/A,None Value,1,2,1,Territory,None Value,4,1,0,4,1352,0,1950-04-20,1956-10-26,0.0
4095,2121,130,ECU,135,PER,1953,Stalemate,None Value,None Value,1,1,1,Territory,None Value,4,1,0,1,137,0,1953-02-27,1953-07-13,1.0
4096,2121,135,PER,130,ECU,1953,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,137,0,1953-02-27,1953-07-13,0.0
4097,50,710,CHN,713,TAW,1953,N/A,N/A,None Value,3,2,1,Territory,None Value,4,1,0,1,324,0,1953-02-11,1956-01-19,0.0
4098,50,713,TAW,710,CHN,1953,N/A,N/A,None Value,3,2,1,Territory,None Value,4,1,0,1,324,0,1953-02-11,1956-01-19,1.0
4099,3373,651,EGY,666,ISR,1953,N/A,N/A,None Value,1,1,1,Territory,None Value,4,1,0,1,342,0,1953-01-24,1956-10-06,0.0
4100,3373,666,ISR,651,EGY,1953,N/A,N/A,None Value,1,1,0,N/A,None Value,4,1,0,1,342,0,1953-01-24,1956-10-06,1.0
4101,50,710,CHN,2,USA,1953,N/A,N/A,None Value,3,2,1,Territory,None Value,3,1,0,1,324,0,1953-02-11,1956-01-19,0.0
4102,51,2,USA,731,PRK,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,"1,000+",5,0,1,4,1128,0,1950-06-27,1953-07-27,0.0
4103,1062,345,YUG,325,ITA,1953,Stalemate,None Value,None Value,1,1,1,Territory,None Value,3,1,0,1,115,0,1953-08-28,1953-12-20,1.0
4104,2001,713,TAW,775,MYA,1953,Yield by for State A,Negotiated,101-250,1,1,0,N/A,26-100,4,1,0,1,40,0,1953-09-20,1953-10-29,1.0
4105,51,731,PRK,800,THI,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,"1,000+",5,0,1,4,967,0,1950-11-07,1953-07-27,1.0
4106,2000,850,INS,210,NTH,1953,Stalemate,None Value,26-100,1,1,1,Territory,1-25,4,1,0,1,136,0,1953-05-11,1953-09-23,1.0
4107,51,731,PRK,732,ROK,1953,Stalemate,Negotiated,"1,000+",2,17,1,Territory,"1,000+",5,1,1,4,1131,0,1950-06-24,1953-07-27,1.0
4108,51,731,PRK,2,USA,1953,Stalemate,Negotiated,"1,000+",2,17,1,Territory,"1,000+",5,1,1,4,1128,0,1950-06-27,1953-07-27,1.0
4109,2000,210,NTH,850,INS,1953,Stalemate,None Value,26-100,1,1,0,N/A,1-25,4,1,0,1,136,0,1953-05-11,1953-09-23,0.0
4110,51,732,ROK,731,PRK,1953,Stalemate,Negotiated,"1,000+",2,17,1,Territory,"1,000+",5,1,1,4,1131,0,1950-06-24,1953-07-27,0.0
4111,51,920,NEW,731,PRK,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,251-500,5,0,1,4,1126,0,1950-06-29,1953-07-27,0.0
4112,51,20,CAN,710,CHN,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,251-500,5,0,1,4,1033,0,1950-09-30,1953-07-27,0.0
4113,51,900,AUL,731,PRK,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,251-500,5,0,1,4,1124,0,1950-07-01,1953-07-27,0.0
4114,51,840,PHI,731,PRK,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,26-100,5,0,1,4,1047,0,1950-09-16,1953-07-27,0.0
4115,51,800,THI,731,PRK,1953,Stalemate,Negotiated,"1,000+",2,17,0,N/A,"1,000+",5,0,1,4,967,0,1950-11-07,1953-07-27,1.0
4116,51,731,PRK,840,PHI,1953,Stalemate,Negotiated,"1,000+",2,17,1,Territory,"1,000+",5,1,1,4,1047,0,1950-09-16,1953-07-27,1.0
4117,51,731,PRK,920,NEW,1953,Stalemate,Negotiated,"1,000+",2,17,1,Territory,"1,000+",5,1,1,4,1126,0,1950-06-29,1953-07-27,1.0
4118,51,920,NEW,710,CHN,1953,Stalemate,Negotiated,"1,000+",2,17,6,N/A,None Value,5,0,1,4,1033,0,1950-09-30,1953-07-27,0.0
4119,51,731,PRK,900,AUL,1953,Stalemate,Negotiated,"1,000+",2,17,1,Territory,"1,000+",5,1,1,4,1124,0,1950-07-01,1953-07-27,1.0
4120,1073,235,POR,750,IND,1954,N/A,N/A,None Value,1,1,0,N/A,None Value,3,1,0,1,147,0,1954-08-07,1955-06-08,1.0
4121,3207,365,RUS,740,JPN,1954,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,2,248,0,1953-10-17,1954-06-20,1.0
4122,1073,750,IND,235,POR,1954,N/A,N/A,None Value,1,1,1,Territory,None Value,2,1,0,1,147,0,1954-08-07,1955-06-08,0.0
4123,3417,666,ISR,652,SYR,1954,N/A,N/A,None Value,1,1,0,N/A,None Value,2,1,0,2,699,0,1953-02-01,1958-01-22,0.0
4124,2244,731,PRK,732,ROK,1954,N/A,N/A,None Value,1,3,1,Territory,None Value,4,1,0,1,353,0,1954-01-13,1956-11-10,1.0
4125,1006,666,ISR,663,JOR,1954,N/A,N/A,None Value,1,2,0,N/A,None Value,4,1,0,5,1717,0,1950-04-20,1956-10-26,1.0
4126,50,2,USA,710,CHN,1954,N/A,N/A,None Value,3,2,1,Territory,None Value,3,1,0,2,689,0,1953-02-11,1956-01-19,1.0
4127,3373,666,ISR,651,EGY,1954,N/A,N/A,None Value,1,1,0,N/A,None Value,4,1,0,2,707,0,1953-01-24,1956-10-06,1.0
4128,50,365,RUS,2,USA,1954,Stalemate,None Value,None Value,3,2,1,Territory,None Value,3,0,0,1,5,0,1954-08-04,1954-08-08,0.0
4129,3205,325,ITA,345,YUG,1954,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,2,0,1954-05-21,1954-05-22,0.0
4130,3205,345,YUG,325,ITA,1954,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,2,0,1954-05-21,1954-05-22,1.0
4131,2244,732,ROK,731,PRK,1954,N/A,N/A,None Value,1,3,1,Territory,None Value,4,1,0,1,353,0,1954-01-13,1956-11-10,0.0
4132,1225,811,CAM,800,THI,1954,Victory for State B,Imposed,None Value,1,1,0,N/A,None Value,1,1,0,2,213,0,1953-11-01,1954-05-31,0.0
4133,3403,652,SYR,666,ISR,1954,Stalemate,None Value,None Value,1,1,1,Territory,None Value,4,1,0,1,1,0,1954-02-28,1954-02-28,1.0
4134,1448,713,TAW,290,POL,1954,Released (for seizures),None Value,None Value,1,2,0,N/A,None Value,4,1,0,1,40,0,1954-10-12,1954-11-20,1.0
4135,1006,663,JOR,666,ISR,1954,N/A,N/A,None Value,1,2,1,Territory,None Value,4,1,0,5,1717,0,1950-04-20,1956-10-26,0.0
4136,1156,135,PER,130,ECU,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,281,0,1954-01-24,1954-10-31,1.0
4137,1156,130,ECU,135,PER,1954,Stalemate,None Value,None Value,1,1,1,Territory,None Value,4,1,0,1,281,0,1954-01-24,1954-10-31,0.0
4138,1344,732,ROK,740,JPN,1954,Stalemate,None Value,None Value,1,1,1,Territory,None Value,4,1,0,2,391,0,1953-02-03,1954-02-27,1.0
4139,50,365,RUS,732,ROK,1954,Stalemate,None Value,None Value,3,2,1,Territory,None Value,3,0,0,1,186,0,1954-02-04,1954-08-08,0.0
4140,50,732,ROK,365,RUS,1954,Stalemate,None Value,None Value,3,2,1,Territory,None Value,2,0,0,1,186,0,1954-02-04,1954-08-08,1.0
4141,50,710,CHN,713,TAW,1954,N/A,N/A,None Value,3,2,1,Territory,None Value,5,1,1,2,689,0,1953-02-11,1956-01-19,0.0
4142,1448,713,TAW,365,RUS,1954,Released (for seizures),None Value,None Value,1,2,0,N/A,None Value,4,1,0,1,203,0,1954-05-02,1954-11-20,1.0
4143,3415,652,SYR,666,ISR,1954,Released (for seizures),None Value,None Value,1,1,1,Territory,None Value,4,1,0,1,136,0,1954-08-15,1954-12-28,1.0
4144,3403,666,ISR,652,SYR,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1954-02-28,1954-02-28,0.0
4145,3415,666,ISR,652,SYR,1954,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,136,0,1954-08-15,1954-12-28,0.0
4146,50,713,TAW,710,CHN,1954,N/A,N/A,None Value,3,2,1,Territory,None Value,5,1,1,2,689,0,1953-02-11,1956-01-19,1.0
4147,1448,365,RUS,713,TAW,1954,Released (for seizures),None Value,None Value,1,2,0,N/A,None Value,1,1,0,1,203,0,1954-05-02,1954-11-20,0.0
4148,3417,652,SYR,666,ISR,1954,N/A,N/A,None Value,1,1,1,Territory,None Value,4,1,0,2,699,0,1953-02-01,1958-01-22,1.0
4149,3373,651,EGY,666,ISR,1954,N/A,N/A,None Value,1,1,1,Territory,None Value,4,1,0,2,707,0,1953-01-24,1956-10-06,0.0
4150,1448,290,POL,713,TAW,1954,Released (for seizures),None Value,None Value,1,2,0,N/A,None Value,1,0,0,1,40,0,1954-10-12,1954-11-20,0.0
4151,1193,2,USA,93,NIC,1954,Compromise,Negotiated,None Value,1,2,1,Regime/Government,None Value,3,0,0,1,1,0,1954-08-01,1954-08-01,0.0
4152,50,710,CHN,2,USA,1954,N/A,N/A,None Value,3,2,1,Territory,None Value,3,1,0,2,689,0,1953-02-11,1956-01-19,0.0
4153,2987,710,CHN,713,TAW,1954,N/A,N/A,None Value,1,1,0,N/A,None Value,3,1,0,1,130,0,1954-08-24,1955-11-27,0.0
4154,1193,93,NIC,94,COS,1954,N/A,N/A,None Value,1,2,1,Regime/Government,None Value,4,1,0,1,275,0,1954-04-01,1955-02-24,1.0
4155,2089,750,IND,710,CHN,1954,Stalemate,None Value,None Value,1,1,1,Territory,None Value,4,1,0,1,83,0,1954-06-29,1954-09-19,1.0
4156,2987,713,TAW,710,CHN,1954,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,130,0,1954-08-24,1955-11-27,1.0
4157,3209,2,USA,225,SWZ,1954,Stalemate,Negotiated,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1954-10-04,1954-10-04,1.0
4158,3209,225,SWZ,2,USA,1954,Stalemate,Negotiated,None Value,1,1,0,N/A,None Value,3,1,0,1,1,0,1954-10-04,1954-10-04,0.0
4159,3210,365,RUS,375,FIN,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1954-09-15,1954-09-15,1.0
4160,2033,2,USA,710,CHN,1954,Stalemate,None Value,,1,1,0,N/A,,4,1,0,1,5,0,1954-07-23,1954-07-27,1.0
4161,1193,94,COS,93,NIC,1954,N/A,N/A,None Value,1,2,1,Regime/Government,None Value,4,1,0,1,275,0,1954-04-01,1955-02-24,0.0
4162,2089,710,CHN,750,IND,1954,Stalemate,None Value,None Value,1,1,1,Territory,None Value,1,1,0,1,83,0,1954-06-29,1954-09-19,0.0
4163,50,2,USA,365,RUS,1954,Stalemate,None Value,None Value,3,2,1,Territory,None Value,3,1,0,1,5,0,1954-08-04,1954-08-08,1.0
4164,2034,710,CHN,200,UKG,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1954-07-23,1954-07-23,1.0
4165,2034,200,UKG,710,CHN,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1954-07-23,1954-07-23,0.0
4166,3210,375,FIN,365,RUS,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1954-09-15,1954-09-15,0.0
4167,2033,710,CHN,2,USA,1954,Stalemate,None Value,,1,1,0,N/A,,4,1,0,1,5,0,1954-07-23,1954-07-27,0.0
4168,1193,93,NIC,2,USA,1954,Compromise,Negotiated,None Value,1,2,1,Regime/Government,None Value,4,1,0,1,1,0,1954-08-01,1954-08-01,1.0
4169,2023,800,THI,775,MYA,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,1,9,0,1954-03-28,1954-04-05,1.0
4170,2244,731,PRK,2,USA,1954,N/A,N/A,None Value,1,3,1,Territory,None Value,4,1,0,1,334,0,1954-02-01,1956-11-10,1.0
4171,3374,666,ISR,651,EGY,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,3,459,0,1952-12-24,1954-03-26,0.0
4172,3207,740,JPN,365,RUS,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,2,248,0,1953-10-17,1954-06-20,0.0
4173,1344,740,JPN,732,ROK,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,2,391,0,1953-02-03,1954-02-27,0.0
4174,3208,710,CHN,740,JPN,1954,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,2,204,0,1953-12-14,1954-07-04,1.0
4175,3404,652,SYR,666,ISR,1954,N/A,N/A,None Value,1,1,1,Territory,None Value,4,1,0,1,270,0,1954-04-06,1955-02-25,1.0
4176,2244,2,USA,731,PRK,1954,N/A,N/A,None Value,1,3,0,N/A,None Value,4,0,0,1,334,0,1954-02-01,1956-11-10,0.0
4177,1345,732,ROK,740,JPN,1954,Stalemate,None Value,None Value,1,1,1,Territory,None Value,4,1,0,1,1,0,1954-07-30,1954-07-30,1.0
4178,3208,740,JPN,710,CHN,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,2,204,0,1953-12-14,1954-07-04,0.0
4179,3404,666,ISR,652,SYR,1954,N/A,N/A,None Value,1,1,0,N/A,None Value,4,1,0,1,270,0,1954-04-06,1955-02-25,0.0
4180,1345,740,JPN,732,ROK,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1954-07-30,1954-07-30,0.0
4181,1225,800,THI,811,CAM,1954,Victory for State A,Imposed,None Value,1,1,1,Territory,None Value,4,1,0,2,213,0,1953-11-01,1954-05-31,1.0
4182,3374,651,EGY,666,ISR,1954,Stalemate,None Value,None Value,1,1,1,Territory,None Value,4,1,0,3,459,0,1952-12-24,1954-03-26,1.0
4183,2023,775,MYA,800,THI,1954,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,9,0,1954-03-28,1954-04-05,0.0
4184,2090,710,CHN,750,IND,1955,Stalemate,None Value,None Value,1,1,1,Territory,None Value,4,1,0,1,134,0,1955-06-25,1955-11-05,0.0
4185,1006,663,JOR,666,ISR,1955,N/A,N/A,None Value,1,2,1,Territory,None Value,4,1,0,6,2082,0,1950-04-20,1956-10-26,0.0
4186,2244,731,PRK,2,USA,1955,N/A,N/A,None Value,1,3,1,Territory,None Value,4,1,0,2,699,0,1954-02-01,1956-11-10,1.0
4187,1346,740,JPN,732,ROK,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,123,0,1955-08-03,1955-12-03,0.0
4188,2090,750,IND,710,CHN,1955,Stalemate,None Value,None Value,1,1,1,Territory,None Value,4,1,0,1,134,0,1955-06-25,1955-11-05,1.0
4189,3155,652,SYR,640,TUR,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,5,0,1955-03-26,1955-03-30,1.0
4190,200,651,EGY,666,ISR,1955,N/A,N/A,None Value,2,4,1,Policy,None Value,4,1,0,1,122,0,1955-09-01,1956-11-06,1.0
4191,3416,652,SYR,666,ISR,1955,Released (for seizures),None Value,None Value,1,1,1,Territory,None Value,1,1,0,1,1,0,1955-08-04,1955-08-04,0.0
4192,3154,652,SYR,640,TUR,1955,N/A,N/A,None Value,1,1,0,N/A,None Value,4,1,0,1,59,0,1955-11-03,1956-12-10,0.0
4193,1006,666,ISR,663,JOR,1955,N/A,N/A,None Value,1,2,0,N/A,None Value,4,1,0,6,2082,0,1950-04-20,1956-10-26,1.0
4194,3154,640,TUR,652,SYR,1955,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,59,0,1955-11-03,1956-12-10,1.0
4195,1098,155,CHL,160,ARG,1955,Yield by for State A,None Value,None Value,1,1,1,Territory,None Value,1,1,0,1,58,0,1955-08-04,1955-09-30,0.0
4196,1098,160,ARG,155,CHL,1955,Yield by State B,None Value,None Value,1,1,1,Territory,None Value,4,1,0,1,58,0,1955-08-04,1955-09-30,1.0
4197,3418,666,ISR,652,SYR,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,3,0,1955-03-29,1955-03-31,1.0
4198,200,666,ISR,651,EGY,1955,N/A,N/A,None Value,2,4,0,N/A,None Value,4,1,0,1,122,0,1955-09-01,1956-11-06,0.0
4199,3418,652,SYR,666,ISR,1955,Stalemate,None Value,None Value,1,1,1,Territory,None Value,4,1,0,1,3,0,1955-03-29,1955-03-31,0.0
4200,3417,666,ISR,652,SYR,1955,N/A,N/A,None Value,1,1,0,N/A,None Value,2,1,0,3,1064,0,1953-02-01,1958-01-22,0.0
4201,50,2,USA,710,CHN,1955,N/A,N/A,None Value,3,2,1,Territory,None Value,3,1,0,3,1054,0,1953-02-11,1956-01-19,1.0
4202,1193,93,NIC,94,COS,1955,Compromise,Negotiated,None Value,1,2,1,Regime/Government,None Value,4,1,0,2,331,0,1954-04-01,1955-02-24,1.0
4203,3417,652,SYR,666,ISR,1955,N/A,N/A,None Value,1,1,1,Territory,None Value,4,1,0,3,1064,0,1953-02-01,1958-01-22,1.0
4204,1193,94,COS,93,NIC,1955,Compromise,Negotiated,None Value,1,2,1,Regime/Government,None Value,4,1,0,2,331,0,1954-04-01,1955-02-24,0.0
4205,3416,666,ISR,652,SYR,1955,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1955-08-04,1955-08-04,1.0
4206,1346,732,ROK,740,JPN,1955,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,123,0,1955-08-03,1955-12-03,1.0
4207,3155,640,TUR,652,SYR,1955,Stalemate,None Value,None Value,1,1,1,Policy,None Value,3,1,0,1,5,0,1955-03-26,1955-03-30,0.0
4208,3219,666,ISR,355,BUL,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1955-07-27,1955-07-27,0.0
4209,3218,200,UKG,670,SAU,1955,N/A,N/A,None Value,1,1,1,Policy,None Value,4,1,0,1,34,0,1955-11-28,1956-02-13,1.0
4210,50,710,CHN,2,USA,1955,N/A,N/A,None Value,3,2,1,Territory,None Value,3,1,0,3,1054,0,1953-02-11,1956-01-19,0.0
4211,3216,339,ALB,325,ITA,1955,Released (for seizures),None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,26,0,1955-03-15,1955-04-09,1.0
4212,3216,325,ITA,339,ALB,1955,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,26,0,1955-03-15,1955-04-09,0.0
4213,2244,731,PRK,713,TAW,1955,Stalemate,None Value,26-100,1,3,1,Territory,1-25,4,1,0,1,305,0,1955-01-07,1955-11-07,1.0
4214,3405,666,ISR,652,SYR,1955,N/A,N/A,None Value,2,1,1,Territory,None Value,4,1,0,1,79,0,1955-10-14,1958-02-01,0.0
4215,3214,380,SWD,365,RUS,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1955-04-30,1955-04-30,0.0
4216,3242,2,USA,130,ECU,1955,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,33,0,1955-03-29,1955-04-30,0.0
4217,3242,130,ECU,2,USA,1955,Released (for seizures),None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,33,0,1955-03-29,1955-04-30,1.0
4218,3243,2,USA,135,PER,1955,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,31,0,1955-01-29,1955-02-28,0.0
4219,3243,135,PER,2,USA,1955,Released (for seizures),None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,31,0,1955-01-29,1955-02-28,1.0
4220,3405,652,SYR,666,ISR,1955,N/A,N/A,None Value,2,1,1,Territory,None Value,4,1,0,1,79,0,1955-10-14,1958-02-01,1.0
4221,2987,710,CHN,713,TAW,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,2,462,0,1954-08-24,1955-11-27,0.0
4222,3373,666,ISR,651,EGY,1955,N/A,N/A,None Value,1,1,0,N/A,None Value,4,1,0,3,1072,0,1953-01-24,1956-10-06,1.0
4223,2987,713,TAW,710,CHN,1955,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,2,462,0,1954-08-24,1955-11-27,1.0
4224,2037,200,UKG,713,TAW,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1955-01-19,1955-01-19,0.0
4225,3214,365,RUS,380,SWD,1955,Stalemate,None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1955-04-30,1955-04-30,1.0
4226,2032,710,CHN,2,USA,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1955-05-11,1955-05-11,1.0
4227,2032,2,USA,710,CHN,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1955-05-11,1955-05-11,0.0
4228,3211,710,CHN,770,PAK,1955,Released (for seizures),None Value,None Value,1,1,1,Policy,None Value,4,1,0,1,1,0,1955-02-01,1955-02-01,1.0
4229,3211,770,PAK,710,CHN,1955,Released (for seizures),None Value,None Value,1,1,0,N/A,None Value,1,1,0,1,1,0,1955-02-01,1955-02-01,0.0
4230,2024,800,THI,775,MYA,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,3,1,0,1,27,0,1955-03-03,1955-03-29,1.0
4231,2024,775,MYA,800,THI,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,27,0,1955-03-03,1955-03-29,0.0
4232,3213,710,CHN,732,ROK,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1955-12-25,1955-12-25,1.0
4233,3213,732,ROK,710,CHN,1955,Stalemate,None Value,None Value,1,1,0,N/A,None Value,4,1,0,1,1,0,1955-12-25,1955-12-25,0.0
4234,3404,666,ISR,652,SYR,1955,Stalemate,None Value,1-25,1,1,0,N/A,None Value,4,1,0,2,327,0,1954-04-06,1955-02-25,0.0
