,c_code_1,state_name_1,year,num_trade_states,export_dollars,import_dollars,military_expenditure,military_personnel,iron_steel_prod,prim_energy_consumption,total_pop,urban_pop,cinc_score,num_alliances,pre_1816_alliances,num_in_effect_1231_2012,defense_treaties,neutrality_treaties,nonaggression_treaties,entente_treaties,num_conflicts,avg_with,avg_against,avg_cum_duration,num_wars,origin_participant_pct,ongoing_2010,revision_pct,revision_type_mode,state_fatality_bin_mode,outcome_mode,settlement_type_mode,highest_mca_mode,highest_hostility_mode,total_protestant,total_catholic,total_christian,total_jewish,total_sunni,total_shia,total_islam,total_buddhist,total_hindu,total_sikh,total_shinto,total_non_religious,territory_change,territory_change_year,election_type,legislation_type,legislature_status,party_legal_status,party_existance,party_existance_outside_regime,legislature_parties,incumbent_type,collective_leadership,num_leadership_changes,leader_tenure,military_leader,royal_leader,nominal_vs_eff_diff,communist_leader,leader_died,democratic_regime,cabinet_assembly,popular_election,regime_type,transition_democracy,transition_dictatorship,age_govt,num_transitions_ever
1498,434,Benin,1962,116.0,19700000.0,12200000.0,2653000.0,1000.0,0.0,4000000.0,2162000.0,101000.0,0.0001615,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,43800.0,247200.0,329739.0,0.0,0.0,0.0,275400.0,0.0,0.0,0.0,0.0,169.8,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1499,615,Algeria,1962,116.0,711499999.6,812619999.8,65000000.0,45000.0,12000000.0,1884000000.0,10920000.0,1201000.0,0.0014730000000000001,11.0,0.0,9.0,0.0,0.0,11.0,11.0,1.0,1.0,1.0,0.3013698630136986,0.0,1.0,0.0,0.0,0,2,5,3,18,4,0.0,193655.2,193655.2,10000.0,4292280.0,0.0,4308280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
1500,451,Sierra Leone,1962,116.0,79200000.0,91500000.0,1960000.0,2000.0,0.0,16000000.0,2313000.0,122000.0,0.0001844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,33584.0,16988.4,63998.8,0.0,0.0,0.0,361688.8,0.0,508.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
1501,770,Pakistan,1962,116.0,714899999.4,399959995.0,196440000.0,249000.0,22000000.0,9216000000.0,104237000.0,7309000.0,0.0105211,12.0,0.0,1.0,0.0,0.0,4.0,11.0,2.0,1.0,1.0,0.2191780821917808,0.0,1.0,0.0,1.0,1,[0 1],5,3,[ 2 18],[2 4],944814.8,550031.2,1494846.0,404.4,0.0,0.0,96243516.0,250667.6,6192174.0,42301.2,0.0,17092.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0
1502,70,Mexico,1962,116.0,1136599999.3,1060370000.0,100720000.0,64000.0,3702000000.0,75092000000.0,39510000.0,7829000.0,0.0076251,20.0,0.0,19.0,20.0,0.0,20.0,20.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,480000.0,34814000.0,35294000.0,80450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561882.8,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,93.0,0.0
1503,678,Yemen Arab Republic,1962,116.0,162300000.0,45700000.0,5000000.0,2000.0,0.0,40000000.0,4224000.0,93000.0,0.00025259999999999996,25.0,0.0,0.0,13.0,1.0,22.0,24.0,4.0,2.5,1.75,0.17602739726027397,0.0,0.25,0.0,0.25,0,[-9  0],[0 5],[0 1],18,4,0.0,0.0,0.0,7817.5,1875000.0,2291600.0,4166600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,55.0,0.0
1504,305,Austria,1962,116.0,1538599999.0,1228570003.6,80247000.0,38000.0,5940000000.0,25860000000.0,7130000.0,2283000.0,0.0034132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,436704.0,6235940.0,6803222.8,10490.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275941.4,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0
1505,211,Belgium,1962,116.0,4285879650.900001,4000962649.7999997,424086000.0,110000.0,14594000000.0,76806000000.0,9221000.0,879000.0,0.0070632,20.0,0.0,19.0,20.0,0.0,14.0,20.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,58778.6,8680190.4,8896323.8,33010.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347942.8,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,0.0
1506,560,South Africa,1962,116.0,1332900000.0,1324579996.0,161471000.0,24000.0,5268000000.0,73126000000.0,18048000.0,3186000.0,0.0050208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,5434800.0,984228.0,13378960.8,116695.2,0.0,0.0,218699.2,1425.2,374238.8,3176.2,0.0,100836.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0
1507,817,Republic of Vietnam,1962,116.0,237200000.0,55920000.0,342657000.0,400000.0,0.0,168000000.0,14930000.0,1561000.0,0.0050769,12.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0027397260273972603,0.0,1.0,0.0,1.0,1,0,5,3,14,3,0.0,2181440.0,2181440.0,0.0,0.0,0.0,0.0,8376160.0,0.0,0.0,0.0,2416200.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
1508,439,Burkina Faso,1963,118.0,36200000.0,10000000.0,5242000.0,2000.0,0.0,4000000.0,4383000.0,58000.0,0.0002546,13.0,0.0,0.0,13.0,0.0,13.0,13.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,31630.199999999997,133000.0,165183.4,0.0,0.0,0.0,1201196.0,0.0,0.0,0.0,0.0,243.4,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0
1509,40,Cuba,1963,118.0,138400000.0,253950000.7,200000000.0,80000.0,126000000.0,10824000000.0,7415000.0,1641000.0,0.0019923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,265000.0,5946152.0,6211152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,1.0
1510,770,Pakistan,1963,118.0,867699999.6,439479997.9,215182000.0,270000.0,24000000.0,14292000000.0,107099000.0,7732000.0,0.0107416,12.0,0.0,1.0,0.0,0.0,4.0,11.0,2.0,1.0,1.0,0.0863013698630137,0.0,1.0,0.0,1.0,1,0,[5 6],[1 3],[ 2 16],[2 4],992135.2,574922.8,1567058.0,421.6,0.0,0.0,99211254.0,221001.4,6012466.0,37555.8,0.0,18201.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0
1511,451,Sierra Leone,1963,118.0,77400000.0,90900000.0,2100000.0,3000.0,0.0,18000000.0,2350000.0,127000.0,0.00019069999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,50376.0,25482.600000000002,95998.20000000001,0.0,0.0,0.0,542533.2,0.0,762.5999999999999,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
1512,93,Nicaragua,1963,118.0,106800000.19999999,105600000.4,7801000.0,5000.0,0.0,62000000.0,1541000.0,234000.0,0.0002043,24.0,0.0,19.0,24.0,0.0,19.0,24.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,49260.0,1402848.6,1452108.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,27.0,0.0
1513,990,,1963,136.0,-215340000.0,-127180000.0,0.0,0.0,0.0,-68000000.0,123000.0,0.0,6.059999999999992e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0
1514,438,Guinea,1963,118.0,31000000.0,50900000.0,6004000.0,10000.0,0.0,38000000.0,3360000.0,156000.0,0.0003139,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,1645.2,38534.8,42860.2,0.0,0.0,0.0,1629600.0,0.0,0.0,0.0,0.0,3921.8,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0
1515,94,Costa Rica,1963,118.0,119600000.4,91850000.2,2165000.0,2000.0,0.0,128000000.0,1391000.0,100000.0,0.0001255,24.0,0.0,19.0,24.0,0.0,19.0,24.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,24000.0,1196800.0,1220800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,15.0,2.0
1516,484,Congo,1963,118.0,58999999.8,40900000.2,4000000.0,2000.0,0.0,322000000.0,1059000.0,137000.0,0.000125,16.0,0.0,0.0,16.0,0.0,13.0,16.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,122424.0,314588.0,936058.0,0.0,0.0,0.0,4230.4,0.0,0.0,0.0,0.0,2989.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0
1517,510,Tanzania,1963,118.0,78500000.4,37200000.0,2520000.0,8000.0,0.0,50000000.0,10786000.0,165000.0,0.0006908999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,570516.6000000001,1320084.0,2206792.2,52.800000000000004,0.0,0.0,2028563.4000000001,0.0,12711.599999999999,2092.2,0.0,8304.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1518,920,New Zealand,1963,118.0,857579999.9,1037350000.0,76072000.0,12000.0,0.0,4574000000.0,2532000.0,482000.0,0.0005492000000000001,9.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,844192.0,409488.0,2410359.8,3548.6,0.0,0.0,754.0,1230.8,2816.8,299.0,0.0,74329.4,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,57.0,0.0
1519,375,Finland,1963,118.0,1199399999.0,1063570001.0,118944000.0,35000.0,652000000.0,11156000000.0,4523000.0,744000.0,0.0012295,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,4171638.0,2323.2,4252992.8,1475.8,0.0,0.0,823.0,0.0,0.0,0.0,0.0,224606.8,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.0
1520,790,Nepal,1963,118.0,22600000.0,-9300000.0,4607000.0,20000.0,0.0,4000000.0,9815000.0,127000.0,0.0007249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,379.2,185.6,4581.8,0.0,0.0,0.0,289767.0,1081498.0,7285591.0,0.0,0.0,25398.4,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,41.0,0.0
1521,290,Poland,1963,118.0,447300000.1,724250000.3,1304100000.0,303000.0,16008000000.0,171350000000.0,30691000.0,6725000.0,0.014206100000000001,23.0,0.0,0.0,11.0,12.0,9.0,6.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,238000.0,28264240.0,29331423.2,36600.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,1081581.2,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,1.0
1522,580,Madagascar,1963,118.0,120800000.4,92700000.0,4861000.0,6000.0,0.0,32000000.0,5800000.0,270000.0,0.0004454,13.0,0.0,0.0,13.0,0.0,13.0,13.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,1354272.0,1158960.0,2804385.6,84.8,0.0,0.0,93592.0,1743.6,846.0,0.0,0.0,3202.2,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0
1523,713,Taiwan,1963,118.0,336900000.0,238700000.0,279790000.0,544000.0,430000000.0,10936000000.0,11859000.0,3308000.0,0.006605,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9013698630136986,0.0,1.0,0.0,1.0,3,0,0,0,18,4,179625.6,198842.8,504069.4,66.0,0.0,0.0,48822.0,3130208.0,0.0,0.0,0.0,16538.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0
1524,2,United States of America,1963,118.0,17523999980.0,23290099990.0,52295008000.0,2700000.0,198240000000.0,3179310000000.0,189242000.0,50891000.0,0.2079665,67.0,0.0,40.0,42.0,12.0,40.0,49.0,6.0,1.3333333333333333,2.6666666666666665,0.5634703196347032,0.0,0.6666666666666666,0.0,0.0,0,0,5,3,1,1,92776653.0,59092221.8,160603193.6,5560000.0,0.0,0.0,0.0,1453387.6,0.0,0.0,0.0,20530707.2,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,94.0,0.0
1525,483,Chad,1963,118.0,25800000.0,22200000.5,1487000.0,2000.0,0.0,4000000.0,3220000.0,68000.0,0.0001885,16.0,0.0,0.0,16.0,0.0,13.0,16.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,87809.6,125190.0,475487.2,0.0,0.0,0.0,1780000.0,0.0,0.0,0.0,0.0,693.8,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0
1526,211,Belgium,1963,118.0,4803354117.599999,4448359489.200001,446834000.0,115000.0,14558000000.0,89878000000.0,9290000.0,884000.0,0.006993000000000001,20.0,0.0,19.0,20.0,0.0,14.0,20.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,60087.4,8713633.6,8934774.2,33673.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370999.2,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0
1527,212,Luxembourg,1963,118.0,245245937.89999998,227120872.20000002,6995000.0,2000.0,8064000000.0,3370000000.0,324000.0,0.0,0.0018628,20.0,0.0,19.0,20.0,0.0,14.0,20.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,5906.6,306700.0,318000.8,659.2,0.0,0.0,359.0,0.0,0.0,0.0,0.0,4604.799999999999,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,94.0,0.0
1528,645,Iraq,1963,118.0,311799996.6,934710002.0,163260000.0,80000.0,0.0,9298000000.0,7554000.0,2042000.0,0.0020268,21.0,0.0,17.0,10.0,0.0,21.0,21.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,2356.4,180099.2,221842.8,4384.6,2597304.6,4452521.6,7091618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,32.0,0.0
1529,712,Mongolia,1963,118.0,600000.0,750000.0,15000000.0,28000.0,0.0,814000000.0,1031000.0,203000.0,0.0003728,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,0.0,49.0,2915.8,0.0,0.0,0.0,33095.8,37733.2,0.0,0.0,0.0,539632.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43.0,0.0
1530,530,Ethiopia,1963,118.0,106800000.5,98400000.0,21900000.0,55000.0,0.0,44000000.0,21908000.0,674000.0,0.0018357,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.12602739726027398,0.0,1.0,0.0,0.0,0,0,0,0,19,4,446907.0,51290.4,10842687.4,22877.4,0.0,0.0,7528596.0,0.0,1716.8,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,94.0,0.0
1531,678,Yemen Arab Republic,1963,118.0,173000000.0,40200000.0,10000000.0,8000.0,0.0,46000000.0,4319000.0,96000.0,0.0003052,22.0,0.0,0.0,11.0,0.0,21.0,21.0,3.0,1.6666666666666667,1.3333333333333333,0.8319634703196348,0.0,0.6666666666666666,0.0,0.6666666666666666,1,0,[0 1 5],[0 1 2],[16 18 19],4,0.0,0.0,0.0,7220.0,1912500.0,2337400.0,4249900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,56.0,0.0
1532,690,Kuwait,1963,118.0,301829999.8,1513250003.0,22000000.0,2000.0,0.0,42748000000.0,393000.0,96000.0,0.0008305,10.0,0.0,8.0,10.0,0.0,10.0,10.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,0.0,0.0,20696.0,0.0,335016.8,63614.0,398630.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
1533,155,Chile,1963,118.0,627100000.6,610990004.2,107530000.0,75000.0,978000000.0,24612000000.0,8190000.0,3062000.0,0.0027616999999999997,19.0,0.0,19.0,19.0,0.0,19.0,19.0,1.0,1.0,1.0,0.0027397260273972603,0.0,1.0,0.0,1.0,1,0,5,1,1,1,290200.0,7423032.0,7816016.2,10682.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,32.0,1.0
1534,305,Austria,1963,118.0,1658400001.0,1311709998.9,100851000.0,75000.0,5894000000.0,27988000000.0,7176000.0,2297000.0,0.0035973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,436556.0,6217410.0,6837965.2,10429.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280907.6,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,19.0,1.0
1535,310,Hungary,1963,118.0,383940000.3,373140000.0,350899000.0,156000.0,4748000000.0,46804000000.0,10091000.0,2185000.0,0.0047388000000000005,5.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,2488395.0,5994793.8,8770031.6,97072.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150366.4,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,0.0
1536,210,Netherlands,1963,118.0,5902000430.0,5053590000.0,640833000.0,130000.0,4684000000.0,109376000000.0,11967000.0,3829000.0,0.0065851,20.0,0.0,19.0,20.0,0.0,14.0,20.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,4616194.8,4797793.2,10752445.0,19183.0,0.0,0.0,42749.4,2794.6,0.0,0.0,0.0,1025576.4,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,94.0,0.0
1537,365,Russia,1963,118.0,1429269996.6,2404959998.0,47000000000.0,3110000.0,160462000000.0,1525498000000.0,225063000.0,58035000.0,0.17128,28.0,0.0,0.0,15.0,14.0,11.0,8.0,4.0,1.0,1.5,0.0027397260273972603,0.0,1.0,0.0,0.75,2,0,5,3,19,4,4070400.0,2842800.0,72680951.4,3566322.4,0.0,0.0,30044550.0,838467.0,0.0,0.0,0.0,111902640.8,0.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,48.0,0.0
1538,225,Switzerland,1963,118.0,3218209974.0,2434940002.0,304700000.0,20000.0,644000000.0,30740000000.0,5694000.0,1132000.0,0.0018564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,2825616.0,2318343.2,5561325.6,20305.6,0.0,0.0,6892.799999999999,0.0,0.0,0.0,0.0,40555.6,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,94.0,0.0
1539,670,Saudi Arabia,1963,118.0,271400000.4,1175000000.3,93186000.0,35000.0,0.0,42028000000.0,4481000.0,316000.0,0.0014775,22.0,0.0,17.0,10.0,0.0,21.0,22.0,2.0,3.0,2.0,1.2246575342465753,0.0,1.0,0.0,1.0,3,-9,5,1,18,4,0.0,0.0,0.0,0.0,4308600.0,54000.0,4362600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,48.0,0.0
1540,70,Mexico,1963,118.0,1231200000.5,1124630000.4,111129000.0,65000.0,3948000000.0,78280000000.0,40790000.0,8350000.0,0.0076685,19.0,0.0,19.0,19.0,0.0,19.0,19.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,520000.0,35285500.0,35805500.0,70300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746342.7,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,94.0,0.0
1541,101,Venezuela,1963,118.0,947899997.8999999,2228830000.0,182985000.0,35000.0,728000000.0,265828000000.0,8144000.0,2285000.0,0.0065676,20.0,0.0,20.0,19.0,0.0,20.0,19.0,0.0,,,0.0,0.0,,,,0,0,,,1,1,20000.0,7600876.0,7620876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0
1542,640,Turkey,1963,118.0,670219999.8,419379996.6,349226000.0,475000.0,662000000.0,19830000000.0,29652000.0,4028000.0,0.0075124,23.0,0.0,14.0,18.0,0.0,6.0,22.0,1.0,1.0,1.0,0.019178082191780823,0.0,1.0,0.0,1.0,2,0,0,0,18,4,6491.6,10075.0,217475.6,19704.0,29380615.6,0.0,29380615.6,0.0,0.0,0.0,0.0,1721.6,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
1543,350,Greece,1963,118.0,796000001.0,317280000.4,179500000.0,175000.0,152000000.0,7084000000.0,8480000.0,1173000.0,0.0025761,18.0,0.0,13.0,18.0,0.0,16.0,18.0,1.0,1.0,1.0,0.019178082191780823,0.0,1.0,0.0,0.0,0,0,0,0,18,4,27695.0,68890.8,8332021.0,5199.4,0.0,0.0,114640.8,0.0,0.0,0.0,0.0,8610.2,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0
