,year,c_code_1,state_name_1,total_protestant,total_catholic,total_christian,total_jewish,total_sunni,total_shia,total_islam,total_buddhist,total_hindu,total_sikh,total_shinto,total_non_religious
980,1990,437,CDI,786981,2432908,3444889,0,4480943,50000,4530943,4929,6600,0,0,143000
981,1995,437,CDI,885876,2011916,4293224,0,5340409,59590,5399999,6161,3891,0,0,144000
982,2000,437,CDI,784857,3067260,4152993,0,5605147,57195,5719537,7393,1183,0,0,120000
983,2005,437,CDI,1151145,4498728,6091165,0,7200000,68744,7337488,9049,1448,0,0,135000
984,2010,437,CDI,1517432,5930196,8029336,0,7868751,80293,8029337,10706,1713,0,0,124000
985,1960,438,GUI,1251,35893,38998,0,0,0,1620000,0,0,0,0,3620
986,1965,438,GUI,1908,40296,45435,0,0,0,1636000,0,0,0,0,4123
987,1970,438,GUI,2909,45240,51872,0,0,0,2173980,0,0,0,0,4696
988,1975,438,GUI,4434,50790,58435,0,0,0,2657017,1115,0,0,0,5348
989,1980,438,GUI,5960,56340,65000,0,0,0,2978870,2229,0,0,0,6000
990,1985,438,GUI,26480,70670,120000,0,0,0,3122870,3344,0,0,0,7000
991,1990,438,GUI,47000,85000,220000,0,0,0,3847000,4458,0,0,0,8000
992,1995,438,GUI,58458,101940,280000,0,0,0,4997320,5573,0,0,0,10988
993,2000,438,GUI,145000,270505,534351,0,6270920,44580,6315500,6500,0,0,0,13976
994,2005,438,GUI,200174,373436,737678,0,7764082,73768,7837850,8200,0,0,0,20637
995,2010,438,GUI,222265,414648,819087,0,8620923,81909,8702832,9000,0,0,0,19259
996,1960,439,BFO,9000,130000,139000,0,0,0,948290,0,0,0,0,184
997,1965,439,BFO,46717,135000,182639,0,0,0,1369800,0,0,0,0,283
998,1970,439,BFO,84435,362515,455200,0,0,0,1636866,0,0,0,0,435
999,1975,439,BFO,99000,450000,574300,0,0,0,2000620,0,0,0,0,667
1000,1980,439,BFO,160090,661410,934700,0,0,0,2959270,0,0,0,0,900
1001,1985,439,BFO,269280,630880,1300000,0,0,0,3691592,0,0,0,0,25450
1002,1990,439,BFO,278470,758277,1340000,0,0,0,4376500,0,0,0,0,50000
1003,1995,439,BFO,487660,985673,1601000,0,0,0,5100000,0,0,0,0,54945
1004,2000,439,BFO,596850,1820000,2561541,0,6684720,119370,6804090,0,0,0,0,55000
1005,2005,439,BFO,514640,2304360,2891500,0,7294894,130266,7425160,0,0,0,0,61500
1006,2010,439,BFO,779198,3740152,4574351,0,8882862,140256,9023117,0,0,0,0,78188
1007,1945,450,LBR,30000,3000,80000,0,0,0,65000,0,0,0,0,0
1008,1950,450,LBR,36174,6963,125989,0,0,0,99495,0,0,0,0,0
1009,1955,450,LBR,50000,8000,150000,0,0,0,118642,0,0,0,0,0
1010,1960,450,LBR,46620,10320,103560,0,0,0,93240,0,0,0,0,0
1011,1965,450,LBR,80642,19300,207634,0,0,0,135100,0,0,0,0,0
1012,1970,450,LBR,105418,20801,344710,0,0,0,176082,0,0,0,0,0
1013,1975,450,LBR,149309,30300,486204,0,0,0,255621,0,0,0,0,19387
1014,1980,450,LBR,177200,39800,651700,0,0,0,335160,0,0,0,0,23606
1015,1985,450,LBR,248600,68900,777960,0,0,0,388980,0,0,0,0,28744
1016,1990,450,LBR,320000,98000,866520,0,0,0,433260,0,0,0,0,35000
1017,1995,450,LBR,333470,112080,998800,0,0,0,441600,0,0,0,0,42617
1018,2000,450,LBR,410680,138030,1230057,0,615030,15770,630800,0,0,0,0,50234
1019,2005,450,LBR,1000200,269369,2281310,0,455091,11669,466760,0,0,0,0,52120
1020,2010,450,LBR,1182650,397491,3542240,0,458824,10094,468918,0,0,0,0,41673
1021,1965,451,SIE,83960,42471,159997,0,0,0,904222,0,1271,0,0,0
1022,1970,451,SIE,100131,48605,223141,0,0,0,1035563,0,1434,0,0,0
1023,1975,451,SIE,119415,58202,258219,0,0,0,1165981,0,1617,0,0,0
1024,1980,451,SIE,138700,67800,305300,0,0,0,1336400,0,1800,0,0,0
1025,1985,451,SIE,140350,91900,354000,0,0,0,1528000,0,1925,0,0,0
1026,1990,451,SIE,142000,116000,452150,0,0,0,1798650,0,2050,0,0,72300
1027,1995,451,SIE,227299,99987,419499,0,0,0,2433100,0,2270,0,0,63163
1028,2000,451,SIE,389017,247082,856198,0,2563860,250000,2813860,0,2490,0,0,50000
1029,2005,451,SIE,437615,396641,1057208,0,2707442,440124,3147566,0,2797,0,0,76444
1030,2010,451,SIE,487547,441898,1169246,0,3304455,92089,3396544,0,3000,0,0,75086
1031,1960,452,GHA,700006,652959,2981878,0,0,0,810240,0,0,0,0,0
1032,1965,452,GHA,875320,896043,3668638,0,0,0,939720,298,706,0,0,5676
1033,1970,452,GHA,949630,1122290,4403670,0,0,0,1193227,299,993,0,0,8978
1034,1975,452,GHA,1106065,1471345,5100000,0,0,0,1494963,299,1396,0,0,11589
1035,1980,452,GHA,1262500,1820400,5800000,0,0,0,1796700,300,1800,0,0,14200
1036,1985,452,GHA,1831250,1660200,7100000,0,0,0,2012000,320,2500,0,0,31100
1037,1990,452,GHA,2400000,1500000,8280300,0,0,0,2930000,340,3200,0,0,48000
1038,1995,452,GHA,3336913,2053940,10150510,0,0,0,3464972,372,3621,0,0,55844
1039,2000,452,GHA,5925057,2476559,10986230,0,3700000,87000,3787000,404,4042,0,0,1202603
1040,2005,452,GHA,7001713,2855727,12666130,0,2956837,448006,3404843,431,4333,0,0,806411
1041,2010,452,GHA,11000000,3143640,16879326,0,3667789,555726,4223515,0,0,0,0,1439835
1042,1960,461,TOG,29902,198909,354998,0,0,0,122000,0,0,0,0,66
1043,1965,461,TOG,41953,275132,469999,0,0,0,130000,0,0,0,0,176
1044,1970,461,TOG,58860,392400,546417,0,0,0,270114,0,0,0,0,467
1045,1975,461,TOG,82580,559650,753458,0,0,0,355257,0,0,0,0,1233
1046,1980,461,TOG,106300,726900,960500,0,0,0,441300,0,0,0,0,2000
1047,1985,461,TOG,254150,784450,1160360,0,510000,0,510000,0,0,0,0,4600
1048,1990,461,TOG,342000,822000,1467000,0,0,0,650000,0,0,0,0,7200
1049,1995,461,TOG,402450,939550,1777899,0,0,0,735300,0,0,0,0,9305
1050,2000,461,TOG,424500,1018380,1917880,0,555480,0,555480,0,0,0,0,11410
1051,2005,461,TOG,507015,1483686,2513727,0,731169,0,731169,0,0,0,0,14463
1052,2010,461,TOG,582752,1631708,2797212,0,815854,0,815854,0,0,0,0,14365
1053,1960,471,CAO,517760,950000,1796004,0,0,0,600000,0,0,0,0,3561
1054,1965,471,CAO,624760,1058684,2010728,0,0,0,782150,0,0,0,0,4544
1055,1970,471,CAO,731761,1277369,2545924,0,0,0,1280652,0,0,0,0,5799
1056,1975,471,CAO,905380,1739229,3270910,0,0,0,1575656,9,0,0,0,7399
1057,1980,471,CAO,1079000,2201090,3935900,0,0,0,1870660,17,0,0,0,9000
1058,1985,471,CAO,1629880,2543160,5077980,0,0,0,2236520,30,0,0,0,20000
1059,1990,471,CAO,2140000,2970000,6038000,0,0,0,2435000,55,0,0,0,31000
1060,1995,471,CAO,2389860,3717560,7036810,0,0,0,2920940,100,0,0,0,66562
1061,2000,471,CAO,3386370,4180000,7566370,0,2896320,0,2896320,181,0,0,0,75000
1062,2005,471,CAO,4372300,4566635,8938935,0,3499500,0,3499500,326,0,0,0,131890
1063,2010,471,CAO,4684592,5183892,9868484,0,4265362,0,4265362,359,0,0,0,145090
1064,1960,475,NIG,2163753,2324657,16521997,0,0,0,15200800,340,0,0,0,69960
1065,1965,475,NIG,2867934,2946129,18470398,0,0,0,18983640,404,0,0,0,89712
1066,1970,475,NIG,3801287,3733746,21788872,0,0,0,22617710,480,0,0,0,115041
1067,1975,475,NIG,5038393,4731923,27618798,795,0,0,27642855,570,0,0,0,147520
1068,1980,475,NIG,6275500,5730100,33291760,797,0,0,32668000,660,0,0,0,180000
1069,1985,475,NIG,9587750,8115050,42889800,798,0,0,47758800,2830,0,0,0,190000
1070,1990,475,NIG,10700000,9100000,44038540,800,0,0,42899000,5000,0,0,0,200000
1071,1995,475,NIG,11040360,11067770,47688800,801,0,0,52361000,5477,0,0,0,258171
1072,2000,475,NIG,13800000,12000000,49263166,200,54000000,6000000,60000000,5954,0,0,0,316343
1073,2005,475,NIG,16052040,14714370,56317628,100,60195150,6019515,66214665,7000,0,0,0,385115
1074,2010,475,NIG,18448759,16911362,64726375,100,71349687,6934969,78284656,8229,0,0,0,484129
1075,1960,481,GAB,34020,150800,286740,0,0,0,2365,0,0,0,0,0
1076,1965,481,GAB,50000,180000,311640,0,0,0,3000,0,0,0,0,0
1077,1970,481,GAB,75680,245816,362200,0,0,0,3805,0,0,0,0,0
1078,1975,481,GAB,94343,305208,471871,0,0,0,4902,0,0,0,0,1750
1079,1980,481,GAB,101200,348600,525000,0,0,0,6000,0,0,0,0,3500
1080,1985,481,GAB,144540,400000,685540,0,0,0,8280,0,0,0,0,5250
1081,1990,481,GAB,175000,503600,806600,0,0,0,40000,0,0,0,0,7000
1082,1995,481,GAB,173320,580560,946880,0,0,0,79645,0,0,0,0,11946
1083,2000,481,GAB,198500,548738,936379,0,140990,6130,147120,0,0,0,0,16893
1084,2005,481,GAB,189500,583023,963099,0,150995,6565,157560,0,0,0,0,18500
1085,2010,481,GAB,198200,631887,1047752,0,203321,7011,210332,0,0,0,0,22500
1086,1960,482,CEN,123760,149700,569890,0,0,0,51880,0,0,0,0,747
1087,1965,482,CEN,120000,175000,648920,0,0,0,50000,0,0,0,0,1495
1088,1970,482,CEN,204400,250500,909406,0,0,0,87890,0,0,0,0,2242
1089,1975,482,CEN,284233,317820,1116773,0,0,0,128140,0,0,0,0,0
1090,1980,482,CEN,438710,440900,1395400,0,0,0,168390,0,0,0,0,12621
1091,1985,482,CEN,469440,485520,1677360,0,0,0,208640,0,0,0,0,17811
1092,1990,482,CEN,404000,500000,1853000,0,0,0,455000,0,0,0,0,23000
1093,1995,482,CEN,580000,589140,2159140,0,0,0,490950,0,0,0,0,24067
1094,2000,482,CEN,622450,790033,1662483,0,560000,5474,565474,0,0,0,0,45000
1095,2005,482,CEN,755443,958832,2017690,0,578241,36909,615150,0,0,0,0,52000
1096,2010,482,CEN,829432,1052741,2215305,0,634874,40523,675397,0,0,0,0,56000
1097,1960,483,CHA,61280,99300,380779,0,0,0,1750000,0,0,0,0,587
1098,1965,483,CHA,105496,142450,538626,0,0,0,1800000,0,0,0,0,765
1099,1970,483,CHA,209712,220048,830160,0,0,0,1808053,0,0,0,0,997
1100,1975,483,CHA,302006,292524,1115168,0,0,0,1888026,153,0,0,0,1298
1101,1980,483,CHA,394300,371000,1476000,0,0,0,1968000,306,0,0,0,1600
1102,1985,483,CHA,489650,370500,1656600,0,0,0,2208800,459,0,0,0,2800
1103,1990,483,CHA,585000,370000,1808050,0,0,0,2672890,612,0,0,0,4000
1104,1995,483,CHA,695578,689577,1955305,0,0,0,3167500,765,0,0,0,5818
1105,2000,483,CHA,918120,906375,2274495,0,4083260,41245,4124505,918,0,0,0,12400
1106,2005,483,CHA,1357656,1365851,3306270,0,5410070,120190,5530260,1543,0,0,0,19800
1107,2010,483,CHA,1558219,1682398,3909470,0,6209287,137945,6347232,1771,0,0,0,28900
1108,1960,484,CON,118560,286520,869440,0,0,0,3826,0,0,0,0,2023
1109,1965,484,CON,125000,333300,980470,0,0,0,4500,0,0,0,0,3633
1110,1970,484,CON,167549,377637,1157682,0,0,0,5292,0,0,0,0,6523
1111,1975,484,CON,194624,433068,1308114,0,0,0,5926,25,0,0,0,11711
1112,1980,484,CON,221700,528500,1535010,0,0,0,6560,50,0,0,0,16900
1113,1985,484,CON,292350,764250,1730390,0,0,0,15780,75,0,0,0,28450
1114,1990,484,CON,363000,980000,1976040,0,0,0,25000,100,0,0,0,40000
1115,1995,484,CON,358080,1234610,2243564,0,0,0,51860,113,0,0,0,64888
1116,2000,484,CON,498986,1456224,2430640,0,40908,1500,42408,127,0,0,0,109000
1117,2005,484,CON,575000,1710000,2865567,0,68120,1800,69920,142,0,0,0,214000
1118,2010,484,CON,655027,1947994,3228666,0,75200,2200,77400,172,0,0,0,295000
1119,1960,490,DRC,2286787,6347700,11222901,441,0,0,216980,0,945,0,0,2968
1120,1965,490,DRC,3293573,7820100,14667439,485,0,0,257961,0,1004,0,0,3983
1121,1970,490,DRC,4750360,9907949,19439860,534,0,0,298941,0,1067,0,0,5345
1122,1975,490,DRC,5209555,11676429,20532249,587,0,0,225820,525,1133,0,0,7172
1123,1980,490,DRC,6458750,13444910,24665560,640,0,0,390000,1050,1200,0,0,9000
1124,1985,490,DRC,6815820,15800310,29078300,530,0,0,412500,1575,32600,0,0,72000
1125,1990,490,DRC,7780000,18092240,33302540,420,0,0,435000,2100,64000,0,0,135000
1126,1995,490,DRC,9090600,24090090,43148540,441,0,0,454530,2486,70740,0,0,174863
1127,2000,490,DRC,10330800,25827000,47010884,463,671502,0,671502,2872,77481,0,0,427000
1128,2005,490,DRC,12996940,29538500,54270480,363,886155,0,886155,3438,80500,0,0,472000
1129,2010,490,DRC,21716851,33932580,63127199,407,882247,0,882247,3841,95000,0,0,345000
1130,1965,500,UGA,84089,2575040,5232118,441,0,0,383786,0,54444,7384,0,428
1131,1970,500,UGA,114833,3524376,6674128,519,0,0,588400,0,67465,5913,0,1039
1132,1975,500,UGA,156816,4307438,8253563,609,0,0,902101,182,83599,4735,0,2519
1133,1980,500,UGA,198800,5090500,9903000,700,0,0,1049600,363,99733,3557,0,4000
1134,1985,500,UGA,366500,5945250,11555000,1350,0,0,1529503,545,115866,2378,0,42000
1135,1990,500,UGA,410000,6800000,13556620,2000,0,0,1843204,727,132000,1200,0,80000
1136,1995,500,UGA,385260,8090460,15511805,2200,0,0,2156905,908,157600,1144,0,86115
1137,2000,500,UGA,645000,9129538,17829965,1500,2503137,131744,2634881,1090,162000,1089,0,125000
1138,2005,500,UGA,1192275,11083687,21257472,2676,2976674,140877,3117551,1722,170000,1338,0,305800
1139,2010,500,UGA,2645114,12450000,25921856,2000,3565532,168746,3734278,2005,182000,1556,0,133345
1140,1965,501,KEN,1392288,1469880,5667984,583,0,0,389960,0,55487,11330,0,1335
1141,1970,501,KEN,1574580,1911990,6954849,700,0,0,735554,0,62983,13047,0,2002
1142,1975,501,KEN,2011950,2414340,8716385,840,0,0,838427,50,71491,15023,0,3001
1143,1980,501,KEN,2674000,3076200,11452100,980,0,0,941300,100,80000,17000,0,4000
1144,1985,501,KEN,3863270,3659940,14886320,1290,0,0,1219980,150,100000,20350,0,12500
1145,1990,501,KEN,4575000,5250000,18867000,1600,0,0,1680000,200,120000,23700,0,21000
1146,1995,501,KEN,7630500,6620060,24049800,1693,0,0,2032672,461,135801,25611,0,22592
1147,2000,501,KEN,8900000,8422400,23881200,1787,2286080,120320,2406400,722,135000,27523,0,45000
1148,2005,501,KEN,11532309,10168491,29036215,1500,3033504,159658,3193162,1118,145000,32446,0,65000
1149,2010,501,KEN,12524979,11250000,32402646,1300,3988185,209904,4198090,1266,175000,42500,0,133500
1150,1965,510,TAZ,950861,2200140,3677987,88,0,0,3380939,0,21186,3487,0,13840
1151,1970,510,TAZ,1061840,2787330,4683698,98,0,0,4108240,0,20440,2933,0,20454
1152,1975,510,TAZ,1427470,3504215,6093348,109,0,0,4987570,1268,19720,2466,0,30227
1153,1980,510,TAZ,1793100,4621100,7863000,120,0,0,5866900,2536,19000,2000,0,40000
1154,1985,510,TAZ,2491000,5418050,9992400,145,0,0,6737230,3804,114500,5050,0,50000
1155,1990,510,TAZ,3588900,6215000,12378600,170,0,0,8050000,5072,210000,8100,0,60000
1156,1995,510,TAZ,4643395,7632295,15624860,194,0,0,9707840,6340,249961,9077,0,89677
1157,2000,510,TAZ,4725000,8023457,16989531,0,10557855,1173095,11730950,7608,289922,10055,0,105000
1158,2005,510,TAZ,5298585,8728220,18595935,0,11213700,1443551,12657251,8522,279999,11251,0,310000
1159,2010,510,TAZ,5939526,9448823,20574501,0,13736844,1768358,15505201,9777,322500,12921,0,385000
1160,1965,516,BUI,129785,1920000,2342275,0,0,0,28000,0,62,0,0,11
1161,1970,516,BUI,147904,2126097,2601642,0,0,0,30266,0,303,0,0,101
1162,1975,516,BUI,168552,2324250,2852678,0,0,0,34833,0,1477,0,0,876
1163,1980,516,BUI,189200,2782600,3363420,0,0,0,39400,0,2652,0,0,1651
1164,1985,516,BUI,284600,3113880,4025690,0,0,0,47180,0,3826,0,0,2425
1165,1990,516,BUI,725000,4165200,4891200,0,100599,5294,105893,0,5000,0,0,3200
1166,1995,516,BUI,725175,3700840,5424155,0,0,0,59820,0,5312,0,0,3613
1167,2000,516,BUI,751866,3837055,5623798,0,222608,11716,234324,0,5624,0,0,10500
1168,2005,516,BUI,1295615,4557243,6632591,0,214446,10155,224601,0,6422,0,0,10350
1169,2010,516,BUI,1839366,5277432,7641386,0,206284,8595,214879,0,7220,0,0,22000
1170,1965,517,RWA,250466,1210800,1826997,0,0,0,280985,0,849,0,0,0
1171,1970,517,RWA,326702,1657591,2256319,0,0,0,307008,0,985,0,0,0
1172,1975,517,RWA,426141,1929425,2726858,0,0,0,335440,0,1142,0,0,500
1173,1980,517,RWA,525580,2561260,3603000,0,0,0,464580,0,1300,0,0,1000
1174,1985,517,RWA,738000,2986520,4475220,0,0,0,550000,0,5650,0,0,1500
1175,1990,517,RWA,1292580,3326000,5702750,0,0,0,556056,0,10000,0,0,2000
1176,1995,517,RWA,1036800,2436480,4359705,0,0,0,362880,0,5193,0,0,8782
1177,2000,517,RWA,1950000,3890713,6779963,0,325000,3674,328674,0,387,0,0,15564
1178,2005,517,RWA,2337920,5125440,8064826,0,445104,4496,449600,0,440,0,0,22500
1179,2010,517,RWA,2689553,5844606,9252868,0,471085,4758,475843,0,517,0,0,36200
1180,1960,520,SOM,716,9875,11219,0,3765000,0,3765000,0,682,0,0,6386
1181,1965,520,SOM,724,8085,9343,0,4209000,0,4209000,0,674,0,0,5528
1182,1970,520,SOM,733,5078,6516,0,4778000,0,4778000,0,666,0,0,4786
1183,1975,520,SOM,741,3189,6475,0,5401000,0,5401000,0,658,0,0,4143
1184,1980,520,SOM,750,1300,6436,0,6695000,0,6695000,0,650,0,0,3500
1185,1985,520,SOM,875,900,6396,0,7647500,0,7805000,0,1525,0,0,3200
1186,1990,520,SOM,1000,500,6357,0,8424750,0,8573000,0,2400,0,0,2900
1187,1995,520,SOM,1666,339,6317,0,9142000,0,9401000,0,4027,0,0,3686
1188,2000,520,SOM,2332,178,6277,0,9945545,100970,10046515,0,5654,0,0,4473
1189,2005,520,SOM,1771,130,4509,0,8228690,75186,8303876,0,4737,0,0,4185
1190,2010,520,SOM,1819,100,4333,0,9190389,93303,9283692,0,5225,0,0,4087
1191,1980,522,DJI,200,9400,17600,0,0,0,330875,0,300,0,0,5467
1192,1985,522,DJI,175,8700,17475,0,0,0,404000,0,215,0,0,5892
1193,1990,522,DJI,150,8000,23660,0,0,0,484500,0,130,0,0,6350
1194,1995,522,DJI,319,7049,26408,0,0,0,564940,0,192,0,0,6843
1195,2000,522,DJI,489,5200,10397,0,622050,0,622050,0,255,0,0,4500
1196,2005,522,DJI,605,5000,11125,0,784875,0,784875,0,321,0,0,6700
1197,2010,522,DJI,656,6100,12256,0,860869,0,860869,0,352,0,0,8500
1198,1945,530,ETH,47452,46436,8110359,20490,0,0,4918820,0,1044,0,0,0
1199,1950,530,ETH,106086,47758,8487851,21139,0,0,5306940,0,1198,0,0,0
1200,1955,530,ETH,237171,49117,8882912,21808,0,0,5730000,0,1375,0,0,0
1201,1960,530,ETH,368256,50475,10232470,22476,0,0,7245000,0,1577,0,0,0
1202,1965,530,ETH,499341,51834,11249499,23145,0,0,7717660,0,1810,0,0,0
1203,1970,530,ETH,630426,53192,12798354,23813,0,0,7653372,0,2077,0,0,0
1204,1975,530,ETH,867513,131596,15382676,28906,0,0,8130600,0,2383,0,0,2500
1205,1980,530,ETH,1104600,210000,17967000,34000,0,0,9319500,0,2734,0,0,5000
1206,1985,530,ETH,3667300,245000,24156800,22000,0,0,14161600,0,3137,0,0,35000
1207,1990,530,ETH,6230000,280000,29253960,10000,0,0,16540480,0,3600,0,0,65000
1208,1995,530,ETH,7852137,351469,32575450,10975,0,0,19270180,0,4130,0,0,76045
1209,2000,530,ETH,9723012,434043,38159809,11950,20402113,206082,20608195,0,4661,0,0,98200
1210,2005,530,ETH,10227880,450000,42171769,8500,26759000,475000,27234000,0,5471,0,0,79500
1211,2010,530,ETH,14847378,578379,50654152,4500,27906872,425893,28332765,0,6130,0,0,105200
1212,1995,531,ERI,31268,119685,1539364,0,0,0,1542000,0,685,0,0,60000
1213,2000,531,ERI,77000,192500,1812203,0,1925000,0,1925000,0,770,0,0,65000
1214,2005,531,ERI,89460,223650,2012850,0,2370690,0,2370690,0,895,0,0,55755
1215,2010,531,ERI,78516,209378,3009808,0,2100000,0,2100000,0,1047,0,0,66898
1216,1975,540,ANG,489840,3325332,5287242,0,0,0,24418,655,0,0,0,20000
1217,1980,540,ANG,634950,3860450,6252750,0,0,0,46836,728,0,0,0,30000
1218,1985,540,ANG,800300,4481680,7285380,0,0,0,69254,809,0,0,0,45000
1219,1990,540,ANG,1300000,5600000,9307500,0,0,0,91671,900,0,0,0,60000
1220,1995,540,ANG,1963200,6381440,9875230,0,0,0,114089,1000,0,0,0,86599
1221,2000,540,ANG,1926727,8005243,10839535,0,0,0,130000,1101,0,0,0,250000
1222,2005,540,ANG,4320280,9804000,15029280,0,0,0,175000,1200,0,0,0,267000
1223,2010,540,ANG,4396260,11850789,17034849,0,0,0,198750,1634,0,0,0,342000
1224,1975,541,MZM,367767,2850557,3805865,190,0,0,1240000,148,5050,0,0,7500
1225,1980,541,MZM,570600,2830700,4700000,180,0,0,1815450,295,5000,0,0,12000
1226,1985,541,MZM,805300,2513000,4962000,170,0,0,2080200,443,13500,0,0,33500
1227,1990,541,MZM,1200000,2290000,5384000,160,0,0,2264160,591,22000,0,0,55000
1228,1995,541,MZM,1857447,3164300,7432920,178,0,0,2787680,738,26842,0,0,69792
1229,2000,541,MZM,1950000,3527000,7571947,197,4286304,43296,4329600,886,31685,0,0,102500
1230,2005,541,MZM,2250000,4187350,8746666,194,4171760,52240,4224000,1695,31266,0,0,136890
1231,2010,541,MZM,4897500,5315750,10340024,218,5233075,87367,5320442,1900,35165,0,0,192300
1232,1965,551,ZAM,124069,628000,2358273,827,0,0,11685,0,6949,0,0,7812
1233,1970,551,ZAM,303441,942964,2837354,818,0,0,13307,0,7883,0,0,10256
1234,1975,551,ZAM,742135,1247917,3468156,809,0,0,14153,1800,8941,0,0,13128
1235,1980,551,ZAM,1180830,1556870,4122960,800,0,0,17000,1800,10000,0,0,16000
1236,1985,551,ZAM,1460415,1953435,4900000,900,0,0,48500,1800,10000,0,0,17500
1237,1990,551,ZAM,1940000,2150000,6080800,1000,0,0,80000,2400,10000,0,0,19000
1238,1995,551,ZAM,2201195,2304505,6410000,1091,0,0,89054,2575,11235,0,0,17935
1239,2000,551,ZAM,2702206,2748000,7513167,1183,58000,4500,62500,2751,12470,0,0,18871
1240,2005,551,ZAM,3348426,4058492,9953669,1522,57205,5200,62405,3512,57205,0,0,20559
1241,2010,551,ZAM,3816303,4625587,11344499,1682,65198,5926,71124,3912,65198,0,0,23431
1242,1965,552,ZIM,645924,402750,2159999,4465,0,0,42959,0,3140,0,0,7621
1243,1970,552,ZIM,743400,531000,2773506,5305,0,0,50976,0,3722,0,0,9197
1244,1975,552,ZIM,943200,741450,3490253,6302,0,0,60488,175,4411,0,0,11098
1245,1980,552,ZIM,1143000,951900,4347000,7300,0,0,70000,350,5100,0,0,13000
1246,1985,552,ZIM,1196500,930950,5447857,8350,0,0,75000,525,9300,0,0,49000
1247,1990,552,ZIM,1250000,910000,6548714,9400,0,0,80000,700,13500,0,0,85000
1248,1995,552,ZIM,1728900,1001692,8271850,10132,0,0,82767,437,15385,0,0,110851
1249,2000,552,ZIM,1436816,1118664,7563983,10864,83358,842,84200,175,17270,0,0,175000
1250,2005,552,ZIM,2180000,2005000,9865000,11432,70968,1182,72150,184,17939,0,0,253000
1251,2010,552,ZIM,2396453,2305000,9961179,11326,128311,2137,130448,182,18005,0,0,311930
1252,1965,553,MAW,763776,750000,2199998,67,0,0,750000,0,4517,168,0,425
1253,1970,553,MAW,976252,1009892,2709383,82,0,0,750216,0,5067,203,0,507
1254,1975,553,MAW,1207836,1208546,3264691,100,0,0,826858,0,5683,244,0,603
1255,1980,553,MAW,1519420,1407200,3900000,117,0,0,903500,0,6300,286,0,700
1256,1985,553,MAW,1629613,1684800,4488350,135,0,0,1411800,0,10867,327,0,7133
1257,1990,553,MAW,1779807,1962400,5352920,152,0,0,1657800,0,15433,369,0,13567
1258,1995,553,MAW,2149120,2375000,6730375,183,0,0,1566080,0,21689,478,0,24514
1259,2000,553,MAW,2143578,2692417,6890909,197,1607372,80772,1688144,0,23379,546,0,55000
1260,2005,553,MAW,3825710,2832866,8664396,237,1750000,51506,1801506,0,28137,658,0,75000
1261,2010,553,MAW,4482817,3619442,10452600,278,2050581,60353,2110934,0,32970,771,0,87882
1262,1945,560,SAF,1996728,622901,6397701,59997,0,0,67655,53,136246,1536,0,7396
1263,1950,560,SAF,3160600,681472,8179873,75867,0,0,102088,194,194326,1943,0,19918
1264,1955,560,SAF,3727750,745550,9904406,95933,0,0,154044,707,277163,2457,0,53634
1265,1960,560,SAF,5136600,856100,12518374,116000,0,0,206000,1220,360000,2971,0,87350
1266,1965,560,SAF,5882100,1176420,14669841,117738,0,0,237748,1733,395597,3484,0,121065
1267,1970,560,SAF,6451204,1585567,17146838,119477,0,0,269496,2246,431194,3998,0,154781
1268,1975,560,SAF,7178320,1796830,19751186,138538,0,0,315748,2473,498097,4649,0,526464
1269,1980,560,SAF,7278600,2041900,22598100,157600,0,0,362000,2700,565000,5300,0,898147
1270,1985,560,SAF,8260750,2313010,25537066,128800,0,0,351000,44600,566000,6387,0,1269831
1271,1990,560,SAF,9079655,2600045,28864199,114400,0,0,436871,65549,664743,6930,0,1455672
1272,1995,560,SAF,11997500,4587445,35332102,91116,449500,41200,490700,25500,91116,0,0,3250000
1273,2000,560,SAF,12250000,2962691,31630111,75749,590000,64000,654000,98000,560000,8560,0,1850000
1274,2005,560,SAF,12128000,3257130,37919459,78642,679475,70025,749500,128535,655165,9582,0,2525000
1275,2010,560,SAF,12006000,3551568,40488807,81536,768950,76050,845000,159070,750331,10605,0,3200000
1276,1990,565,NAM,645000,227000,1248000,1600,0,0,200,0,0,0,0,12800
1277,1995,565,NAM,770890,242950,1400596,1792,0,0,3068,0,0,0,0,17811
1278,2000,565,NAM,815055,306844,1471479,0,5800,137,11874,0,0,0,0,32500
1279,2005,565,NAM,942000,457564,1693277,0,9000,700,9700,0,3311,0,0,36557
1280,2010,565,NAM,1049122,621785,1865944,2466,9500,700,10200,0,3500,0,0,41443
1281,1970,570,LES,230561,422922,867092,0,0,0,546,0,62,0,0,618
1282,1975,570,LES,262280,484311,1029295,0,0,0,593,0,61,0,0,659
1283,1980,570,LES,294000,545700,1191500,0,0,0,640,0,60,0,0,700
1284,1985,570,LES,315630,646290,1362730,0,0,0,745,0,580,0,0,2050
1285,1990,570,LES,320940,784520,1612530,0,0,0,850,0,1100,0,0,3400
1286,1995,570,LES,344590,892150,1824570,0,0,0,920,0,1196,0,0,4154
1287,2000,570,LES,357000,1025000,1907000,0,0,0,1000,0,1292,0,0,14500
1288,2005,570,LES,425000,1167075,1842825,0,0,0,1200,0,1155,0,0,4213
1289,2010,570,LES,496281,1220514,1972951,0,0,0,1600,0,1213,0,0,5800
1290,1970,571,BOT,83449,18268,219000,86,0,0,173,0,0,0,0,0
