,state_name_1,c_code_1,year,military_expenditure,military_personnel,iron_steel_prod,prim_energy_consumption,total_pop,urban_pop,cinc_score
4471,Nepal,790,1930,,20000.0,0.0,0.0,5533000.0,0.0,0.0014663
4472,Mexico,70,1930,38441000.0,65000.0,206000000.0,7564000000.0,16553000.0,1516000.0,0.006774600000000001
4473,Ireland,205,1930,5355000.0,6000.0,0.0,5110000000.0,2927000.0,432000.0,0.0013229000000000001
4474,Denmark,390,1930,12248000.0,11000.0,0.0,11766000000.0,3540000.0,611000.0,0.0022048000000000002
4475,Spain,230,1930,116472000.0,134000.0,1858000000.0,20348000000.0,23330000.0,3405000.0,0.0153601
4476,Greece,350,1930,23980000.0,66000.0,0.0,2268000000.0,6367000.0,685000.0,0.0039756999999999995
4477,Iran,630,1930,11509000.0,40000.0,0.0,1312000000.0,12590000.0,657000.0,0.0036148000000000005
4478,Germany,255,1930,162783000.0,114000.0,25072000000.0,359628000000.0,64294000.0,19429000.0,0.0739178
4479,Ecuador,130,1930,1820000.0,7000.0,0.0,632000000.0,1940000.0,146000.0,0.0006468
4480,Turkey,640,1930,29704000.0,149000.0,0.0,3222000000.0,14440000.0,852000.0,0.0076175
4481,Belgium,211,1930,39217000.0,69000.0,6708000000.0,74634000000.0,8092000.0,934000.0,0.0144047
4482,Colombia,100,1930,4145000.0,7000.0,0.0,360000000.0,7430000.0,460000.0,0.0016546
4483,Finland,375,1930,16740000.0,27000.0,56000000.0,2240000000.0,3480000.0,237000.0,0.0019695
4484,Argentina,160,1930,60441000.0,38000.0,0.0,10026000000.0,12050000.0,3139000.0,0.0075456
4485,Lithuania,368,1930,5590000.0,20000.0,0.0,3894000000.0,2340000.0,0.0,0.0011659
4486,Hungary,310,1930,19022000.0,35000.0,738000000.0,11632000000.0,8649000.0,1247000.0,0.0049298
4487,Guatemala,90,1930,2000000.0,7000.0,0.0,0.0,1760000.0,131000.0,0.0005838999999999999
4488,Mongolia,712,1930,,2000.0,0.0,64000000.0,738000.0,0.0,0.00017690000000000002
4489,Luxembourg,212,1930,269000.0,0.0,4540000000.0,2740000000.0,297000.0,0.0,0.004225
4490,Peru,135,1930,8320000.0,11000.0,0.0,996000000.0,5650000.0,268000.0,0.0014967000000000001
4491,Dominican Republic,42,1930,1100000.0,2000.0,0.0,0.0,1260000.0,0.0,0.0002331
4492,Chile,155,1930,25265000.0,23000.0,0.0,2960000000.0,4370000.0,807000.0,0.002716
4493,Saudi Arabia,670,1930,,4000.0,0.0,0.0,2056000.0,0.0,0.0004293
4494,France,220,1930,498642000.0,411000.0,18888000000.0,192376000000.0,41610000.0,6444000.0,0.061126599999999996
4495,Latvia,367,1930,7488000.0,21000.0,0.0,3162000000.0,1900000.0,378000.0,0.0015237999999999999
4496,Russia,365,1930,3519631000.0,562000.0,11522000000.0,130176000000.0,154919000.0,13716000.0,0.14920899999999998
4497,Switzerland,225,1930,18258000.0,0.0,0.0,8326000000.0,4051000.0,673000.0,0.0019945999999999996
4498,Honduras,91,1930,600000.0,2000.0,0.0,0.0,950000.0,0.0,0.000184
4499,Austria,305,1930,15242000.0,21000.0,936000000.0,14658000000.0,6684000.0,2130000.0,0.0054063
4500,Denmark,390,1931,12095000.0,11000.0,0.0,12354000000.0,3570000.0,617000.0,0.0022923
4501,Finland,375,1931,17806000.0,31000.0,36000000.0,2538000000.0,3500000.0,244000.0,0.0021399
4502,Germany,255,1931,146845000.0,114000.0,16582000000.0,301212000000.0,64631000.0,19595000.0,0.0701132
4503,Portugal,235,1931,16496000.0,40000.0,0.0,3026000000.0,6880000.0,847000.0,0.0033217
4504,Iran,630,1931,1940000.0,40000.0,0.0,1044000000.0,12750000.0,696000.0,0.0034039
4505,Turkey,640,1931,26471000.0,145000.0,0.0,3182000000.0,14748000.0,880000.0,0.0074866
4506,Lithuania,368,1931,5560000.0,18000.0,0.0,3756000000.0,2367000.0,0.0,0.001126
4507,Spain,230,1931,81411000.0,134000.0,1296000000.0,19632000000.0,23570000.0,3514000.0,0.014599700000000002
4508,Bulgaria,355,1931,6962000.0,20000.0,0.0,1290000000.0,5810000.0,251000.0,0.0017312
4509,Latvia,367,1931,6311000.0,24000.0,0.0,3032000000.0,1910000.0,379000.0,0.0015843
4510,France,220,1931,495306000.0,441000.0,15632000000.0,177650000000.0,41860000.0,6492000.0,0.0647201
4511,Norway,385,1931,9932000.0,5000.0,22000000.0,7934000000.0,2815000.0,250000.0,0.0014158
4512,Nepal,790,1931,,20000.0,0.0,0.0,5597000.0,0.0,0.0014677
4513,Greece,350,1931,25814000.0,62000.0,0.0,2192000000.0,6462000.0,703000.0,0.003936199999999999
4514,Mongolia,712,1931,,2000.0,0.0,66000000.0,738000.0,0.0,0.0001764
4515,Yugoslavia,345,1931,38724000.0,114000.0,184000000.0,6598000000.0,13982000.0,524000.0,0.006897499999999999
4516,New Zealand,920,1931,209000.0,1000.0,0.0,3380000000.0,1523000.0,343000.0,0.0007264
4517,Russia,365,1931,3509380000.0,562000.0,11240000000.0,157136000000.0,156701000.0,15503000.0,0.1581092
4518,China,710,1931,73381000.0,1700000.0,30000000.0,55084000000.0,487039000.0,15915000.0,0.1254375
4519,Yemen Arab Republic,678,1931,,18000.0,0.0,0.0,2538000.0,0.0,0.0009666000000000001
4520,Albania,339,1931,2992000.0,11000.0,0.0,6000000.0,946000.0,0.0,0.0004948
4521,Afghanistan,700,1931,4536000.0,60000.0,0.0,0.0,7173000.0,0.0,0.0026446
4522,Estonia,366,1931,4379000.0,14000.0,0.0,1772000000.0,1117000.0,133000.0,0.0008571
4523,Italy,325,1931,298244000.0,314000.0,2818000000.0,27010000000.0,41250000.0,7172000.0,0.0328862
4524,Thailand,800,1931,6401000.0,30000.0,0.0,0.0,12735000.0,998000.0,0.0034649999999999998
4525,Japan,740,1931,222176000.0,292000.0,3766000000.0,74470000000.0,65457000.0,11481000.0,0.0411423
4526,Saudi Arabia,670,1931,,4000.0,0.0,0.0,2102000.0,0.0,0.00043289999999999995
4527,South Africa,560,1931,3696000.0,2000.0,86000000.0,23428000000.0,8718000.0,955000.0,0.0034725999999999997
4528,Ethiopia,530,1931,,100000.0,0.0,2000000.0,11982000.0,0.0,0.0050696000000000005
4529,Austria,305,1931,14283000.0,21000.0,646000000.0,14132000000.0,6705000.0,2131000.0,0.005347600000000001
4530,Sweden,380,1931,33581000.0,32000.0,1078000000.0,15626000000.0,6152000.0,865000.0,0.0054638
4531,Liberia,450,1931,,6000.0,0.0,0.0,329000.0,0.0,0.0002489
4532,Switzerland,225,1931,17868000.0,0.0,0.0,8702000000.0,4080000.0,685000.0,0.0020532
4533,Czechoslovakia,315,1931,52226000.0,129000.0,3028000000.0,45864000000.0,14786000.0,1452000.0,0.014280200000000002
4534,Australia,900,1931,10815000.0,6000.0,464000000.0,21666000000.0,6526000.0,3139000.0,0.0059729
4535,Hungary,310,1931,16607000.0,35000.0,632000000.0,10542000000.0,8723000.0,1253000.0,0.0049802
4536,Poland,290,1931,86016000.0,269000.0,2074000000.0,50670000000.0,31930000.0,3174000.0,0.021809799999999997
4537,Romania,360,1931,54089000.0,180000.0,226000000.0,9996000000.0,18166000.0,943000.0,0.0102634
4538,United Kingdom,200,1931,489350000.0,319000.0,10572000000.0,388702000000.0,46074000.0,18316000.0,0.0782142
4539,Paraguay,150,1931,1619000.0,3000.0,0.0,0.0,900000.0,109000.0,0.0003353
4540,Guatemala,90,1931,1500000.0,7000.0,0.0,0.0,1810000.0,136000.0,0.0005782999999999999
4541,Bolivia,145,1931,3274000.0,7000.0,0.0,6000000.0,2430000.0,146000.0,0.0007052
4542,Dominican Republic,42,1931,1100000.0,2000.0,0.0,0.0,1300000.0,0.0,0.0002369
4543,Nicaragua,93,1931,90000.0,3000.0,0.0,0.0,690000.0,0.0,0.000168
4544,Colombia,100,1931,3864000.0,8000.0,0.0,308000000.0,7570000.0,501000.0,0.001713
4545,Argentina,160,1931,44626000.0,42000.0,0.0,10736000000.0,12290000.0,3279000.0,0.007467499999999999
4546,Belgium,211,1931,38851000.0,66000.0,6210000000.0,67198000000.0,8159000.0,940000.0,0.0159915
4547,Panama,95,1931,43000.0,0.0,0.0,0.0,486000.0,0.0,5.85e-05
4548,El Salvador,92,1931,158000.0,3000.0,0.0,0.0,1460000.0,0.0,0.0002607
4549,Luxembourg,212,1931,357000.0,0.0,4070000000.0,2470000000.0,300000.0,0.0,0.0052036
4550,Ireland,205,1931,5825000.0,6000.0,0.0,4940000000.0,2933000.0,439000.0,0.0013488
4551,Honduras,91,1931,650000.0,2000.0,0.0,0.0,970000.0,0.0,0.00018680000000000001
4552,Uruguay,165,1931,5721000.0,9000.0,0.0,32000000.0,1760000.0,481000.0,0.0010661
4553,Cuba,40,1931,10100000.0,13000.0,0.0,58000000.0,3960000.0,740000.0,0.0017968
4554,Brazil,140,1931,36100000.0,57000.0,46000000.0,5460000000.0,34256000.0,3290000.0,0.0100555
4555,Mexico,70,1931,31412000.0,61000.0,152000000.0,6114000000.0,16870000.0,1558000.0,0.0064986
4556,Ecuador,130,1931,1980000.0,6000.0,0.0,714000000.0,2000000.0,160000.0,0.0006462000000000001
4557,Venezuela,101,1931,5125000.0,6000.0,0.0,1722000000.0,3150000.0,197000.0,0.0009499
4558,Canada,20,1931,18263000.0,6000.0,1366000000.0,62962000000.0,10377000.0,2328000.0,0.009184999999999999
4559,United States of America,2,1931,698900000.0,253000.0,52726000000.0,1418734000000.0,124149000.0,36360000.0,0.2160157
4560,Chile,155,1931,21986000.0,21000.0,0.0,2276000000.0,4430000.0,815000.0,0.0025624000000000003
4561,Costa Rica,94,1931,650000.0,0.0,0.0,14000000.0,510000.0,0.0,7.7e-05
4562,Netherlands,210,1931,30873000.0,16000.0,0.0,34976000000.0,8000000.0,2097000.0,0.0060692
4563,Peru,135,1931,7000000.0,11000.0,0.0,692000000.0,5740000.0,279000.0,0.0014655999999999998
4564,South Africa,560,1932,3514000.0,2000.0,86000000.0,21528000000.0,8898000.0,989000.0,0.0035713999999999997
4565,Saudi Arabia,670,1932,4526000.0,4000.0,0.0,0.0,2149000.0,0.0,0.000508
4566,Mexico,70,1932,19491000.0,54000.0,116000000.0,6146000000.0,17170000.0,1602000.0,0.006199199999999999
4567,Colombia,100,1932,3637000.0,8000.0,0.0,74000000.0,7730000.0,549000.0,0.0017594999999999998
4568,Netherlands,210,1932,28300000.0,16000.0,0.0,32374000000.0,8120000.0,2099000.0,0.0062103
4569,New Zealand,920,1932,196000.0,1000.0,0.0,3018000000.0,1535000.0,344000.0,0.0007159
4570,Dominican Republic,42,1932,1100000.0,2000.0,0.0,0.0,1350000.0,0.0,0.00024870000000000003
4571,Denmark,390,1932,7314000.0,11000.0,0.0,11772000000.0,3600000.0,622000.0,0.0022502
4572,United Kingdom,200,1932,326642000.0,317000.0,10690000000.0,375786000000.0,46335000.0,18285000.0,0.08267580000000001
4573,Switzerland,225,1932,18233000.0,0.0,0.0,8788000000.0,4102000.0,698000.0,0.0022462
4574,Costa Rica,94,1932,632000.0,0.0,0.0,14000000.0,520000.0,0.0,8.190000000000001e-05
4575,Chile,155,1932,18368000.0,20000.0,0.0,2232000000.0,4500000.0,823000.0,0.0025767
4576,Hungary,310,1932,16100000.0,35000.0,360000000.0,9546000000.0,8785000.0,1279000.0,0.0049018
4577,Brazil,140,1932,55552000.0,71000.0,68000000.0,5230000000.0,34957000.0,3385000.0,0.011439200000000002
4578,Afghanistan,700,1932,3731000.0,60000.0,0.0,0.0,7257000.0,0.0,0.0026374000000000002
4579,Czechoslovakia,315,1932,47952000.0,118000.0,1344000000.0,40020000000.0,14886000.0,1469000.0,0.0126398
4580,United States of America,2,1932,641600000.0,245000.0,27802000000.0,1224800000000.0,124949000.0,36424000.0,0.197177
4581,Ethiopia,530,1932,,100000.0,0.0,2000000.0,12295000.0,0.0,0.0050625
4582,Italy,325,1932,282783000.0,354000.0,2792000000.0,22332000000.0,41580000.0,7289000.0,0.0367399
4583,Estonia,366,1932,3457000.0,12000.0,0.0,1342000000.0,1120000.0,134000.0,0.0007819
4584,Russia,365,1932,2228018000.0,562000.0,11854000000.0,166446000000.0,158094000.0,17523000.0,0.1525101
4585,Ireland,205,1932,4117000.0,6000.0,0.0,4724000000.0,2949000.0,443000.0,0.0013414999999999998
4586,Luxembourg,212,1932,209000.0,0.0,3912000000.0,1992000000.0,301000.0,0.0,0.0068466
4587,Greece,350,1932,22571000.0,62000.0,0.0,2158000000.0,6543000.0,720000.0,0.0040189
4588,Iran,630,1932,14990000.0,40000.0,0.0,1678000000.0,12912000.0,746000.0,0.0039013000000000003
4589,Venezuela,101,1932,4740000.0,6000.0,0.0,1972000000.0,3190000.0,213000.0,0.0010095
4590,Honduras,91,1932,650000.0,2000.0,0.0,0.0,990000.0,0.0,0.00019219999999999998
4591,Cuba,40,1932,9795000.0,13000.0,0.0,52000000.0,3960000.0,802000.0,0.0018920000000000002
4592,China,710,1932,75541000.0,1700000.0,40000000.0,53400000000.0,491197000.0,16208000.0,0.12550730000000002
4593,Lithuania,368,1932,4640000.0,20000.0,0.0,2870000000.0,2395000.0,100000.0,0.0012515
4594,El Salvador,92,1932,126000.0,3000.0,0.0,0.0,1470000.0,0.0,0.0002592
4595,Argentina,160,1932,35302000.0,43000.0,0.0,11430000000.0,12520000.0,3424000.0,0.007680800000000001
4596,Belgium,211,1932,33474000.0,67000.0,5580000000.0,54370000000.0,8213000.0,945000.0,0.017586
4597,Latvia,367,1932,5230000.0,24000.0,0.0,2302000000.0,1920000.0,380000.0,0.0015539000000000002
4598,France,220,1932,543528000.0,422000.0,11276000000.0,157810000000.0,41860000.0,6471000.0,0.06893780000000001
4599,Romania,360,1932,40952000.0,142000.0,206000000.0,9800000000.0,18426000.0,949000.0,0.00925
4600,Nepal,790,1932,,20000.0,0.0,0.0,5663000.0,0.0,0.0014613
4601,Spain,230,1932,53289000.0,138000.0,1068000000.0,18702000000.0,23780000.0,3626000.0,0.0146696
4602,Austria,305,1932,11340000.0,21000.0,410000000.0,11816000000.0,6725000.0,2133000.0,0.0051378
4603,Yemen Arab Republic,678,1932,,18000.0,0.0,0.0,2574000.0,0.0,0.0009618000000000001
4604,Nicaragua,93,1932,96000.0,2000.0,0.0,0.0,693000.0,0.0,0.00013969999999999998
4605,Liberia,450,1932,64000.0,5000.0,0.0,0.0,341000.0,0.0,0.000181
4606,Panama,95,1932,43000.0,0.0,0.0,0.0,501000.0,0.0,5.99e-05
4607,Bulgaria,355,1932,5709000.0,20000.0,0.0,1440000000.0,5880000.0,259000.0,0.0017555
4608,Japan,740,1932,199238000.0,370000.0,4796000000.0,75756000000.0,66434000.0,12493000.0,0.0488892
4609,Paraguay,150,1932,1812000.0,3000.0,0.0,0.0,920000.0,112000.0,0.0003539
4610,Germany,255,1932,149553000.0,114000.0,11542000000.0,271226000000.0,64911000.0,19762000.0,0.0700437
4611,Canada,20,1932,11999000.0,5000.0,690000000.0,58202000000.0,10510000.0,2361000.0,0.008633
4612,Ecuador,130,1932,1800000.0,5000.0,0.0,664000000.0,2050000.0,176000.0,0.0006408
4613,Yugoslavia,345,1932,35890000.0,104000.0,142000000.0,6234000000.0,14174000.0,550000.0,0.0068366
4614,Peru,135,1932,6020000.0,11000.0,0.0,596000000.0,5840000.0,290000.0,0.0014885999999999999
4615,Turkey,640,1932,20714000.0,149000.0,0.0,3230000000.0,15062000.0,912000.0,0.0076188
4616,Finland,375,1932,9577000.0,29000.0,70000000.0,2610000000.0,3530000.0,250000.0,0.0020377
4617,Iraq,645,1932,2744000.0,12000.0,0.0,348000000.0,3508000.0,262000.0,0.0010976
4618,Mongolia,712,1932,,2000.0,0.0,64000000.0,739000.0,0.0,0.00017490000000000002
4619,Thailand,800,1932,5752000.0,30000.0,0.0,0.0,13087000.0,1021000.0,0.0035018000000000002
4620,Albania,339,1932,2832000.0,13000.0,0.0,8000000.0,961000.0,0.0,0.0005657
4621,Poland,290,1932,86038000.0,269000.0,1128000000.0,38840000000.0,32406000.0,3349000.0,0.0214312
4622,Guatemala,90,1932,1700000.0,7000.0,0.0,0.0,1860000.0,142000.0,0.0005993999999999999
4623,Bolivia,145,1932,2907000.0,7000.0,0.0,14000000.0,2450000.0,150000.0,0.0007155
4624,Norway,385,1932,6863000.0,5000.0,52000000.0,8514000000.0,2832000.0,249000.0,0.0015237
4625,Sweden,380,1932,24000000.0,32000.0,1056000000.0,15498000000.0,6176000.0,878000.0,0.0059405000000000005
4626,Uruguay,165,1932,3816000.0,8000.0,0.0,32000000.0,1790000.0,493000.0,0.001017
4627,Australia,900,1932,8534000.0,6000.0,450000000.0,22462000000.0,6577000.0,3167000.0,0.0062862
4628,Portugal,235,1932,13221000.0,41000.0,0.0,2660000000.0,6970000.0,869000.0,0.0033523000000000003
4629,Germany,255,1933,452198000.0,118000.0,15234000000.0,284632000000.0,65218000.0,19930000.0,0.07767339999999999
4630,Italy,325,1933,351603000.0,363000.0,3542000000.0,24070000000.0,41930000.0,7409000.0,0.0372144
4631,South Africa,560,1933,3576000.0,2000.0,18000000.0,23364000000.0,9074000.0,1024000.0,0.0034986999999999996
4632,Switzerland,225,1933,17467000.0,0.0,0.0,8632000000.0,4122000.0,712000.0,0.0021354
4633,Uruguay,165,1933,3973000.0,8000.0,0.0,36000000.0,1820000.0,505000.0,0.000995
4634,Nepal,790,1933,,20000.0,0.0,0.0,5728000.0,0.0,0.0014140999999999997
4635,Estonia,366,1933,3471000.0,12000.0,0.0,1316000000.0,1123000.0,136000.0,0.000741
4636,Mongolia,712,1933,,2000.0,0.0,68000000.0,739000.0,0.0,0.0001692
4637,Ecuador,130,1933,1432000.0,5000.0,0.0,682000000.0,2100000.0,194000.0,0.0006295
4638,Mexico,70,1933,16610000.0,54000.0,152000000.0,6984000000.0,17470000.0,1647000.0,0.005993399999999999
4639,Australia,900,1933,9726000.0,6000.0,798000000.0,23728000000.0,6630000.0,3182000.0,0.0064684
4640,United Kingdom,200,1933,333267000.0,316000.0,14276000000.0,374028000000.0,46520000.0,18264000.0,0.0794872
4641,Portugal,235,1933,14759000.0,41000.0,0.0,3074000000.0,7060000.0,891000.0,0.003296
4642,Ethiopia,530,1933,,100000.0,0.0,2000000.0,12617000.0,105000.0,0.0049598
4643,Finland,375,1933,9545000.0,32000.0,72000000.0,2792000000.0,3550000.0,257000.0,0.0020029
4644,Latvia,367,1933,5308000.0,25000.0,2000000.0,2260000000.0,1930000.0,382000.0,0.0015038
4645,Brazil,140,1933,46193000.0,64000.0,108000000.0,6166000000.0,35673000.0,3480000.0,0.0107954
4646,Yemen Arab Republic,678,1933,,18000.0,0.0,0.0,2611000.0,0.0,0.0009193999999999999
4647,Norway,385,1933,6332000.0,5000.0,62000000.0,8892000000.0,2850000.0,248000.0,0.0014594
4648,Lithuania,368,1933,4900000.0,20000.0,0.0,2838000000.0,2423000.0,102000.0,0.0011963
4649,Iran,630,1933,7064000.0,97000.0,0.0,750000000.0,13076000.0,816000.0,0.0050065
4650,China,710,1933,108653000.0,1700000.0,70000000.0,57518000000.0,495390000.0,16340000.0,0.1225847
4651,Cuba,40,1933,7894000.0,13000.0,0.0,52000000.0,3960000.0,867000.0,0.0018172000000000002
4652,Poland,290,1933,86072000.0,269000.0,1666000000.0,38456000000.0,32830000.0,3533000.0,0.0208028
4653,Paraguay,150,1933,1812000.0,20000.0,0.0,0.0,940000.0,114000.0,0.0007815000000000001
4654,Romania,360,1933,41553000.0,147000.0,290000000.0,8014000000.0,18652000.0,956000.0,0.0088728
4655,Hungary,310,1933,14825000.0,35000.0,456000000.0,9556000000.0,8848000.0,1286000.0,0.0046575
4656,Costa Rica,94,1933,533000.0,0.0,0.0,14000000.0,530000.0,0.0,7.79e-05
4657,France,220,1933,524231000.0,449000.0,13154000000.0,163502000000.0,41890000.0,6451000.0,0.0638299
4658,Nicaragua,93,1933,63000.0,3000.0,0.0,0.0,697000.0,0.0,0.0001599
4659,Thailand,800,1933,5499000.0,27000.0,0.0,0.0,13399000.0,1060000.0,0.0033717
4660,Albania,339,1933,2470000.0,13000.0,0.0,10000000.0,976000.0,0.0,0.0005218
4661,Bolivia,145,1933,15299000.0,20000.0,0.0,40000000.0,2480000.0,167000.0,0.0014095999999999998
4662,Peru,135,1933,4367000.0,10000.0,0.0,566000000.0,5940000.0,301000.0,0.0013802
4663,Spain,230,1933,57015000.0,146000.0,1016000000.0,16472000000.0,24120000.0,3741000.0,0.0138697
4664,Dominican Republic,42,1933,1100000.0,2000.0,0.0,0.0,1390000.0,0.0,0.000245
4665,Liberia,450,1933,36000.0,1000.0,0.0,0.0,353000.0,0.0,6.77e-05
4666,Bulgaria,355,1933,5435000.0,20000.0,0.0,1328000000.0,5960000.0,268000.0,0.0016855999999999998
4667,Chile,155,1933,10416000.0,22000.0,0.0,3154000000.0,4560000.0,830000.0,0.0023375
4668,Iraq,645,1933,2561000.0,10000.0,0.0,328000000.0,3534000.0,276000.0,0.0010119
4669,Japan,740,1933,220162000.0,371000.0,6396000000.0,84786000000.0,67432000.0,13594000.0,0.0491846
4670,Panama,95,1933,42000.0,0.0,0.0,0.0,516000.0,0.0,6.1e-05
4671,Turkey,640,1933,21572000.0,149000.0,0.0,3778000000.0,15383000.0,943000.0,0.0073324
4672,Canada,20,1933,17149000.0,5000.0,834000000.0,58140000000.0,10633000.0,2397000.0,0.008430700000000001
4673,Austria,305,1933,12054000.0,21000.0,452000000.0,11258000000.0,6746000.0,2134000.0,0.0048335
4674,Yugoslavia,345,1933,24540000.0,114000.0,180000000.0,5760000000.0,14369000.0,577000.0,0.006409999999999999
4675,Guatemala,90,1933,1400000.0,6000.0,0.0,0.0,1910000.0,147000.0,0.0005506
4676,New Zealand,920,1933,197000.0,1000.0,0.0,2918000000.0,1547000.0,345000.0,0.000691
4677,Honduras,91,1933,750000.0,1000.0,0.0,0.0,1010000.0,0.0,0.0001649
4678,Denmark,390,1933,6709000.0,11000.0,0.0,11674000000.0,3630000.0,628000.0,0.0021414000000000003
4679,United States of America,2,1933,570400000.0,244000.0,47210000000.0,1299936000000.0,125690000.0,36518000.0,0.20514029999999997
4680,Afghanistan,700,1933,,72000.0,0.0,0.0,7343000.0,0.0,0.0032468
4681,Luxembourg,212,1933,227000.0,0.0,3690000000.0,2156000000.0,302000.0,0.0,0.0048368000000000005
4682,Russia,365,1933,2363450000.0,885000.0,13778000000.0,192284000000.0,158168000.0,19806000.0,0.1575746
4683,Ireland,205,1933,4034000.0,6000.0,0.0,4650000000.0,2962000.0,459000.0,0.0013001
4684,Venezuela,101,1933,4992000.0,7000.0,0.0,718000000.0,3230000.0,230000.0,0.0009519999999999999
4685,Greece,350,1933,9407000.0,62000.0,0.0,1886000000.0,6624000.0,737000.0,0.0034204
4686,Colombia,100,1933,5712000.0,8000.0,0.0,480000000.0,7880000.0,590000.0,0.0018504
4687,Argentina,160,1933,43024000.0,43000.0,0.0,12542000000.0,12730000.0,3577000.0,0.0078218
4688,Saudi Arabia,670,1933,,4000.0,0.0,2000000.0,2197000.0,0.0,0.000429
4689,Belgium,211,1933,47928000.0,66000.0,5462000000.0,58886000000.0,8248000.0,950000.0,0.0152273
4690,Netherlands,210,1933,25647000.0,16000.0,0.0,30226000000.0,8240000.0,2101000.0,0.005765
4691,Sweden,380,1933,23003000.0,34000.0,1260000000.0,16230000000.0,6201000.0,891000.0,0.0056095
4692,El Salvador,92,1933,115000.0,3000.0,0.0,0.0,1490000.0,0.0,0.00025320000000000003
4693,Czechoslovakia,315,1933,45995000.0,122000.0,1468000000.0,36912000000.0,14977000.0,1510000.0,0.011584899999999999
4694,Luxembourg,212,1934,326000.0,0.0,3864000000.0,2240000000.0,304000.0,0.0,0.0042048
4695,Hungary,310,1934,24525000.0,35000.0,630000000.0,10420000000.0,8919000.0,1294000.0,0.004725899999999999
4696,Ecuador,130,1934,1484000.0,5000.0,0.0,690000000.0,2140000.0,213000.0,0.0006215
4697,Norway,385,1934,9590000.0,4000.0,64000000.0,9078000000.0,2866000.0,247000.0,0.0013853
4698,China,710,1934,137458000.0,1700000.0,100000000.0,66272000000.0,499618000.0,16762000.0,0.12002180000000001
4699,Peru,135,1934,5709000.0,10000.0,0.0,612000000.0,6040000.0,322000.0,0.0013683
4700,Cuba,40,1934,12195000.0,13000.0,0.0,58000000.0,4040000.0,901000.0,0.0018244
4701,Australia,900,1934,12679000.0,8000.0,1052000000.0,25514000000.0,6677000.0,3207000.0,0.006486199999999999
4702,Austria,305,1934,19646000.0,21000.0,618000000.0,11052000000.0,6760000.0,2136000.0,0.0047967
4703,Guatemala,90,1934,1600000.0,7000.0,0.0,0.0,1940000.0,153000.0,0.0005608
4704,Uruguay,165,1934,6787000.0,8000.0,0.0,38000000.0,1840000.0,517000.0,0.0010012999999999999
4705,Argentina,160,1934,38557000.0,44000.0,0.0,12860000000.0,12940000.0,3736000.0,0.007307800000000001
4706,Liberia,450,1934,,4000.0,0.0,0.0,366000.0,0.0,0.000168
4707,Sweden,380,1934,33858000.0,,1724000000.0,18104000000.0,6222000.0,905000.0,0.0059503
4708,Thailand,800,1934,7879000.0,27000.0,0.0,2000000.0,13718000.0,1108000.0,0.0033668
4709,Mexico,70,1934,16672000.0,59000.0,206000000.0,7712000000.0,17776000.0,1694000.0,0.0059331
4710,Italy,325,1934,455733000.0,362000.0,3700000000.0,30890000000.0,42280000.0,7530000.0,0.035118800000000006
4711,Ireland,205,1934,6650000.0,6000.0,0.0,4802000000.0,2971000.0,464000.0,0.0012842
4712,Czechoslovakia,315,1934,83542000.0,118000.0,1880000000.0,36964000000.0,15057000.0,1554000.0,0.011605200000000001
4713,El Salvador,92,1934,972000.0,3000.0,0.0,0.0,1510000.0,0.0,0.00026619999999999997
4714,Dominican Republic,42,1934,1200000.0,3000.0,0.0,0.0,1440000.0,0.0,0.00026289999999999994
4715,Colombia,100,1934,9888000.0,13000.0,0.0,666000000.0,8030000.0,669000.0,0.0020626
4716,Denmark,390,1934,9391000.0,10000.0,0.0,12290000000.0,3670000.0,634000.0,0.0020632
4717,Romania,360,1934,75554000.0,147000.0,350000000.0,9710000000.0,18914000.0,962000.0,0.0090331
4718,France,220,1934,707568000.0,458000.0,12310000000.0,161860000000.0,41950000.0,6431000.0,0.0575316
4719,Nicaragua,93,1934,93000.0,2000.0,0.0,0.0,711000.0,0.0,0.00013230000000000002
4720,Albania,339,1934,2342000.0,13000.0,0.0,24000000.0,991000.0,0.0,0.00048120000000000004
4721,Bolivia,145,1934,26826000.0,23000.0,0.0,58000000.0,2510000.0,186000.0,0.0015641
4722,Spain,230,1934,82534000.0,138000.0,1294000000.0,17736000000.0,24350000.0,3861000.0,0.013536600000000001
4723,Belgium,211,1934,66961000.0,68000.0,5888000000.0,60954000000.0,8276000.0,955000.0,0.0142023
4724,Bulgaria,355,1934,8085000.0,20000.0,0.0,1390000000.0,6040000.0,277000.0,0.0016634
4725,Chile,155,1934,10439000.0,20000.0,0.0,3706000000.0,4630000.0,837000.0,0.0021643
4726,Iraq,645,1934,2405000.0,10000.0,0.0,2944000000.0,3560000.0,291000.0,0.001113
4727,Panama,95,1934,42000.0,0.0,0.0,0.0,531000.0,0.0,6.17e-05
4728,Canada,20,1934,12943000.0,5000.0,1540000000.0,67154000000.0,10741000.0,2426000.0,0.0089085
4729,Yugoslavia,345,1934,41973000.0,115000.0,180000000.0,5928000000.0,14566000.0,606000.0,0.0063762
4730,Turkey,640,1934,45397000.0,203000.0,0.0,4654000000.0,15711000.0,974000.0,0.0088021
4731,Paraguay,150,1934,3039000.0,22000.0,0.0,0.0,970000.0,117000.0,0.0008151
4732,Japan,740,1934,277949000.0,399000.0,7688000000.0,95042000000.0,68309000.0,14793000.0,0.0493325
