,state_name_1,c_code_1,year,military_expenditure,military_personnel,iron_steel_prod,prim_energy_consumption,total_pop,urban_pop,cinc_score
6332,Morocco,600,1957,47143000.0,24000.0,0.0,932000000.0,10688000.0,1582000.0,0.0016381
6333,Republic of Vietnam,817,1957,179972000.0,160000.0,0.0,122000000.0,12980000.0,1008000.0,0.0028541
6334,Liberia,450,1957,2000000.0,2000.0,0.0,12000000.0,960000.0,0.0,8.02e-05
6335,Sri Lanka,780,1957,9562000.0,2000.0,0.0,54000000.0,9165000.0,472000.0,0.0008089000000000001
6336,Turkey,640,1957,452142000.0,449000.0,352000000.0,9362000000.0,25252000.0,2596000.0,0.0074336
6337,Ghana,452,1957,8051000.0,2000.0,0.0,70000000.0,6159000.0,452000.0,0.0006097
6338,Laos,812,1957,114000.0,25000.0,0.0,0.0,2034000.0,102000.0,0.00037689999999999995
6339,United States of America,2,1957,44548000000.0,2796000.0,204506000000.0,2989534000000.0,171984000.0,49087000.0,0.2550486
6340,Albania,339,1957,37541000.0,33000.0,0.0,1716000000.0,1462000.0,112000.0,0.0005115
6341,Bulgaria,355,1957,125817000.0,192000.0,318000000.0,11378000000.0,7651000.0,890000.0,0.0029971999999999998
6342,Ethiopia,530,1957,,32000.0,0.0,18000000.0,19800000.0,494000.0,0.0020597
6343,Venezuela,101,1957,148060000.0,17000.0,0.0,196812000000.0,6578000.0,1713000.0,0.0060715000000000005
6344,Ecuador,130,1957,19076000.0,18000.0,0.0,830000000.0,3949000.0,638000.0,0.000717
6345,Haiti,41,1957,5940000.0,4000.0,0.0,8000000.0,3460000.0,184000.0,0.00033810000000000003
6346,Yugoslavia,345,1957,530000000.0,370000.0,2098000000.0,25074000000.0,17859000.0,1400000.0,0.006805299999999999
6347,Taiwan,713,1957,153349000.0,580000.0,176000000.0,6580000000.0,9728000.0,2340000.0,0.006829000000000001
6348,Thailand,800,1957,75348000.0,100000.0,0.0,92000000.0,24148000.0,1940000.0,0.0032868000000000003
6349,Paraguay,150,1957,4800000.0,7000.0,0.0,18000000.0,1645000.0,253000.0,0.0002765
6350,Pakistan,770,1957,149428000.0,206000.0,24000000.0,5124000000.0,88691000.0,5458000.0,0.0099478
6351,Switzerland,225,1957,217036000.0,0.0,468000000.0,18160000000.0,5126000.0,1067000.0,0.0016817
6352,Brazil,140,1957,527037000.0,113000.0,2598000000.0,21794000000.0,64326000.0,12804000.0,0.0125128
6353,Vietnam,816,1957,,210000.0,0.0,902000000.0,14530000.0,1071000.0,0.0037391
6354,Ireland,205,1957,22556000.0,13000.0,44000000.0,5106000000.0,2885000.0,559000.0,0.0006928
6355,Sudan,625,1957,10913000.0,9000.0,0.0,14000000.0,10544000.0,253000.0,0.0008613999999999999
6356,Malaysia,820,1957,52143000.0,18000.0,0.0,3754000000.0,8873000.0,1377000.0,0.0014611
6357,Myanmar,775,1957,78681000.0,44000.0,0.0,1680000000.0,20397000.0,1062000.0,0.0022598
6358,Lebanon,660,1957,17846000.0,9000.0,0.0,70000000.0,1703000.0,475000.0,0.00041319999999999996
6359,Mexico,70,1957,63411000.0,48000.0,1374000000.0,49828000000.0,33701000.0,5563000.0,0.006524299999999999
6360,Australia,900,1957,392374000.0,48000.0,5698000000.0,62408000000.0,9640000.0,5370000.0,0.007004600000000001
6361,Iran,630,1957,103242000.0,138000.0,0.0,61610000000.0,19797000.0,3281000.0,0.0053636000000000005
6362,India,750,1957,554630000.0,445000.0,3484000000.0,74390000000.0,405825000.0,30691000.0,0.0457935
6363,South Africa,560,1958,55882000.0,20000.0,3664000000.0,65694000000.0,15994000.0,2670000.0,0.0049306
6364,Canada,20,1958,1766497000.0,119000.0,7910000000.0,168728000000.0,17120000.0,3841000.0,0.012597399999999998
6365,Bulgaria,355,1958,147573000.0,167000.0,422000000.0,12408000000.0,7728000.0,938000.0,0.0029091
6366,Albania,339,1958,40027000.0,31000.0,0.0,1500000000.0,1507000.0,117000.0,0.0004987
6367,Sudan,625,1958,14360000.0,9000.0,0.0,16000000.0,10746000.0,256000.0,0.0008634000000000001
6368,Libya,620,1958,,3000.0,0.0,18000000.0,1255000.0,186000.0,0.0002133
6369,Morocco,600,1958,47143000.0,27000.0,0.0,1088000000.0,10987000.0,1707000.0,0.0016876999999999999
6370,Sri Lanka,780,1958,13908000.0,3000.0,0.0,60000000.0,9388000.0,480000.0,0.0008189
6371,Russia,365,1958,30241936000.0,3900000.0,109840000000.0,1119736000000.0,206775000.0,47102000.0,0.17095339999999998
6372,India,750,1958,586373000.0,490000.0,3684000000.0,77880000000.0,414317000.0,32075000.0,0.046342400000000006
6373,Romania,360,1958,370492000.0,205000.0,1868000000.0,64212000000.0,18056000.0,2490000.0,0.0064503
6374,North Korea,731,1958,2210054000.0,360000.0,730000000.0,11816000000.0,9780000.0,619000.0,0.0078215
6375,El Salvador,92,1958,7600000.0,7000.0,0.0,52000000.0,2321000.0,213000.0,0.0003007
6376,Luxembourg,212,1958,8577000.0,3000.0,6758000000.0,3028000000.0,310000.0,0.0,0.0022324000000000003
6377,Pakistan,770,1958,161365000.0,223000.0,20000000.0,5682000000.0,90915000.0,5784000.0,0.0101953
6378,Nicaragua,93,1958,5782000.0,4000.0,0.0,36000000.0,1330000.0,173000.0,0.000195
6379,Italy,325,1958,1035382000.0,321000.0,12542000000.0,103194000000.0,49475000.0,11505000.0,0.0182171
6380,Mongolia,712,1958,,20000.0,0.0,614000000.0,897000.0,162000.0,0.0003646
6381,Yugoslavia,345,1958,595000000.0,370000.0,2238000000.0,25028000000.0,18018000.0,1465000.0,0.0070203
6382,France,220,1958,3620000000.0,961000.0,29232000000.0,222514000000.0,44789000.0,7775000.0,0.0337533
6383,Honduras,91,1958,4550000.0,4000.0,0.0,20000000.0,1823000.0,107000.0,0.0001966
6384,Myanmar,775,1958,85131000.0,56000.0,0.0,2026000000.0,20838000.0,1088000.0,0.0023724
6385,Panama,95,1958,,0.0,0.0,48000000.0,1002000.0,235000.0,0.0001884
6386,Australia,900,1958,393208000.0,46000.0,6244000000.0,65870000000.0,9842000.0,5538000.0,0.007252600000000001
6387,Greece,350,1958,148967000.0,148000.0,226000000.0,902000000.0,8173000.0,1041000.0,0.0024989
6388,Colombia,100,1958,51256000.0,19000.0,242000000.0,13902000000.0,14476000.0,4002000.0,0.0031246
6389,Taiwan,713,1958,254237000.0,630000.0,214000000.0,7194000000.0,10071000.0,2499000.0,0.0075943
6390,Venezuela,101,1958,179403000.0,18000.0,0.0,194028000000.0,6830000.0,1904000.0,0.005976100000000001
6391,South Korea,732,1958,109371000.0,650000.0,40000000.0,5402000000.0,23330000.0,5066000.0,0.0092911
6392,Nepal,790,1958,1999000.0,20000.0,0.0,4000000.0,8930000.0,116000.0,0.0007695
6393,China,710,1958,5894070000.0,3182000.0,16000000000.0,391832000000.0,636335000.0,48113000.0,0.1084182
6394,Japan,740,1958,420767000.0,243000.0,24236000000.0,137262000000.0,91546000.0,35612000.0,0.03327
6395,Tunisia,616,1958,10479000.0,6000.0,0.0,58000000.0,4072000.0,421000.0,0.000488
6396,Costa Rica,94,1958,2328000.0,0.0,0.0,90000000.0,1153000.0,102000.0,0.00011750000000000001
6397,Brazil,140,1958,450829000.0,229000.0,2724000000.0,23750000000.0,66253000.0,14434000.0,0.013892400000000001
6398,Austria,305,1958,76385000.0,27000.0,4786000000.0,20762000000.0,6987000.0,2272000.0,0.0036472
6399,Dominican Republic,42,1958,34500000.0,18000.0,0.0,70000000.0,2839000.0,311000.0,0.0005074
6400,Bolivia,145,1958,2228000.0,12000.0,0.0,896000000.0,3539000.0,363000.0,0.000489
6401,Ireland,205,1958,23315000.0,13000.0,50000000.0,4420000000.0,2853000.0,574000.0,0.0006672999999999999
6402,Denmark,390,1958,135804000.0,32000.0,510000000.0,7886000000.0,4515000.0,1031000.0,0.0015095999999999998
6403,Malaysia,820,1958,54492000.0,20000.0,0.0,2392000000.0,9173000.0,1506000.0,0.0014765999999999998
6404,Lebanon,660,1958,20812000.0,9000.0,0.0,72000000.0,1752000.0,515000.0,0.0004246
6405,Ecuador,130,1958,18614000.0,18000.0,0.0,1008000000.0,4070000.0,682000.0,0.0007284
6406,Iceland,395,1958,0.0,0.0,0.0,112000000.0,169000.0,0.0,1.29e-05
6407,Laos,812,1958,63000.0,25000.0,0.0,0.0,2220000.0,105000.0,0.00039119999999999997
6408,Uruguay,165,1958,34905000.0,7000.0,0.0,304000000.0,2471000.0,938000.0,0.0006485
6409,Cuba,40,1958,,19000.0,40000000.0,10992000000.0,6763000.0,1568000.0,0.0017591999999999998
6410,Paraguay,150,1958,5800000.0,8000.0,0.0,20000000.0,1687000.0,260000.0,0.0002855
6411,United States of America,2,1958,45503008000.0,2411000.0,154684000000.0,2875718000000.0,174882000.0,49733000.0,0.23446999999999998
6412,Hungary,310,1958,136412000.0,30000.0,3254000000.0,32244000000.0,9882000.0,1875000.0,0.0035653
6413,Republic of Vietnam,817,1958,171914000.0,160000.0,0.0,170000000.0,13320000.0,1093000.0,0.0028872
6414,Haiti,41,1958,7000000.0,4000.0,0.0,12000000.0,3514000.0,198000.0,0.0003409
6415,Ghana,452,1958,8283000.0,2000.0,0.0,76000000.0,6360000.0,478000.0,0.0006148
6416,Afghanistan,700,1958,6252000.0,43000.0,0.0,68000000.0,10327000.0,409000.0,0.0011763
6417,Syria,652,1958,65363000.0,62000.0,0.0,72000000.0,4307000.0,1166000.0,0.001362
6418,Peru,135,1958,66579000.0,41000.0,40000000.0,7388000000.0,9483000.0,1598000.0,0.0018544
6419,Sweden,380,1958,523100000.0,28000.0,4814000000.0,10672000000.0,7415000.0,1784000.0,0.0039597
6420,Philippines,840,1958,53805000.0,58000.0,0.0,3446000000.0,25795000.0,2781000.0,0.0033568000000000005
6421,Egypt,651,1958,203906000.0,107000.0,56000000.0,10628000000.0,24655000.0,5794000.0,0.005321899999999999
6422,Thailand,800,1958,66493000.0,100000.0,0.0,90000000.0,24873000.0,1960000.0,0.0032718000000000005
6423,Belgium,211,1958,366093000.0,106000.0,11960000000.0,70710000000.0,9053000.0,867000.0,0.007689499999999999
6424,Iran,630,1958,164562000.0,147000.0,0.0,64374000000.0,20352000.0,3467000.0,0.0055935
6425,Vietnam,816,1958,,220000.0,0.0,2172000000.0,15030000.0,1126000.0,0.0039531
6426,Mexico,70,1958,69015000.0,49000.0,1976000000.0,58754000000.0,34784000.0,5801000.0,0.0069275000000000005
6427,Norway,385,1958,143357000.0,35000.0,742000000.0,1280000000.0,3523000.0,576000.0,0.0012270999999999998
6428,United Kingdom,200,1958,4469098000.0,614000.0,39760000000.0,443078000000.0,51842000.0,18771000.0,0.0452031
6429,New Zealand,920,1958,69290000.0,11000.0,0.0,4520000000.0,2282000.0,417000.0,0.00061
6430,Indonesia,850,1958,312676000.0,282000.0,0.0,38448000000.0,92150000.0,7968000.0,0.0126125
6431,Portugal,235,1958,86435000.0,78000.0,8000000.0,5190000000.0,8725000.0,1143000.0,0.0019109
6432,Spain,230,1958,130920000.0,424000.0,3120000000.0,47156000000.0,29943000.0,7711000.0,0.0107715
6433,Cambodia,811,1958,14355000.0,36000.0,0.0,12000000.0,5179000.0,400000.0,0.0008075
6434,Poland,290,1958,716800000.0,300000.0,11326000000.0,133800000000.0,28770000.0,5600000.0,0.014212200000000001
6435,Jordan,663,1958,44525000.0,46000.0,0.0,6000000.0,1593000.0,179000.0,0.0006296
6436,Iraq,645,1958,86810000.0,64000.0,0.0,6366000000.0,6488000.0,1387000.0,0.0017766
6437,Israel,666,1958,94643000.0,65000.0,40000000.0,3510000000.0,1965000.0,694000.0,0.0011890999999999998
6438,Netherlands,210,1958,436824000.0,166000.0,2876000000.0,80896000000.0,11186000.0,3707000.0,0.0069759
6439,Switzerland,225,1958,235473000.0,0.0,488000000.0,17556000000.0,5199000.0,1079000.0,0.0016640000000000001
6440,Turkey,640,1958,371212000.0,460000.0,320000000.0,9684000000.0,25983000.0,2780000.0,0.0075132
6441,Finland,375,1958,64375000.0,42000.0,372000000.0,5804000000.0,4360000.0,674000.0,0.0012415
6442,German Democratic Republic,265,1958,465300000.0,99000.0,6860000000.0,154304000000.0,17355000.0,3613000.0,0.0096852
6443,Czechoslovakia,315,1958,961195000.0,250000.0,11018000000.0,102272000000.0,13474000.0,1918000.0,0.0109429
6444,Chile,155,1958,119130000.0,40000.0,696000000.0,10544000000.0,7248000.0,1804000.0,0.0021476999999999998
6445,Saudi Arabia,670,1958,202387000.0,30000.0,0.0,24310000000.0,3861000.0,389000.0,0.0015082000000000001
6446,Yemen Arab Republic,678,1958,,18000.0,0.0,30000000.0,3874000.0,0.0,0.0004705
6447,Argentina,160,1958,265703000.0,145000.0,488000000.0,35426000000.0,19961000.0,7988000.0,0.0070229
6448,German Federal Republic,260,1958,1630889000.0,100000.0,45570000000.0,378690000000.0,54282000.0,15943000.0,0.035825300000000004
6449,Guinea,438,1958,,2000.0,0.0,6000000.0,3006000.0,0.0,0.00024270000000000002
6450,Guatemala,90,1958,9800000.0,8000.0,0.0,54000000.0,3546000.0,368000.0,0.0004502
6451,Ethiopia,530,1958,,36000.0,0.0,20000000.0,20100000.0,520000.0,0.0021030000000000003
6452,Liberia,450,1958,1800000.0,4000.0,0.0,16000000.0,985000.0,0.0,9.779999999999999e-05
6453,German Democratic Republic,265,1959,544498000.0,86000.0,7230000000.0,156984000000.0,17298000.0,3590000.0,0.0092387
6454,Portugal,235,1959,98087000.0,78000.0,8000000.0,5488000000.0,8776000.0,1164000.0,0.0019044
6455,Israel,666,1959,102966000.0,65000.0,48000000.0,3736000000.0,2037000.0,706000.0,0.001192
6456,Russia,365,1959,34498608000.0,3600000.0,119942000000.0,1193000000000.0,210498000.0,49172000.0,0.17120120000000003
6457,Libya,620,1959,3920000.0,5000.0,0.0,18000000.0,1301000.0,203000.0,0.0002049
6458,Saudi Arabia,670,1959,70866000.0,30000.0,0.0,25576000000.0,3963000.0,411000.0,0.0012975999999999999
6459,United Kingdom,200,1959,4452225000.0,565000.0,41020000000.0,433558000000.0,52128000.0,18717000.0,0.042031900000000004
6460,North Korea,731,1959,,380000.0,902000000.0,15058000000.0,10162000.0,636000.0,0.005603899999999999
6461,Bulgaria,355,1959,140505000.0,143000.0,460000000.0,15082000000.0,7798000.0,990000.0,0.0027232
6462,South Korea,732,1959,111332000.0,650000.0,76000000.0,6692000000.0,24003000.0,5412000.0,0.0093959
6463,Tunisia,616,1959,15714000.0,12000.0,0.0,66000000.0,4145000.0,426000.0,0.0005403
6464,Peru,135,1959,51409000.0,42000.0,102000000.0,6960000000.0,9746000.0,1708000.0,0.0018497
6465,Yugoslavia,345,1959,652000000.0,370000.0,2598000000.0,27922000000.0,18214000.0,1531000.0,0.0071121000000000005
6466,German Federal Republic,260,1959,2653661000.0,290000.0,58870000000.0,378384000000.0,54882000.0,16181000.0,0.039920300000000006
6467,Sweden,380,1959,545138000.0,29000.0,5642000000.0,11366000000.0,7454000.0,1844000.0,0.0039859000000000006
6468,New Zealand,920,1959,74668000.0,12000.0,0.0,4668000000.0,2331000.0,428000.0,0.0006157
6469,Norway,385,1959,154977000.0,36000.0,852000000.0,1270000000.0,3553000.0,581000.0,0.0012324999999999999
6470,Romania,360,1959,358383000.0,216000.0,2840000000.0,67548000000.0,18226000.0,2622000.0,0.006678399999999999
6471,Italy,325,1959,1068909000.0,321000.0,13524000000.0,111636000000.0,48831000.0,11847000.0,0.017832900000000002
6472,Guinea,438,1959,,2000.0,0.0,8000000.0,3070000.0,0.0,0.0002439
6473,Belgium,211,1959,374919000.0,108000.0,12820000000.0,70388000000.0,9104000.0,865000.0,0.0073392
6474,Myanmar,775,1959,85852000.0,67000.0,0.0,2344000000.0,21289000.0,1124000.0,0.0024664
6475,Switzerland,225,1959,225627000.0,0.0,502000000.0,18012000000.0,5259000.0,1092000.0,0.001585
6476,Cambodia,811,1959,16820000.0,35000.0,0.0,12000000.0,5304000.0,420000.0,0.0008054000000000001
6477,Egypt,651,1959,268034000.0,157000.0,224000000.0,10460000000.0,25237000.0,7123000.0,0.0062583
6478,Poland,290,1959,915200000.0,200000.0,12320000000.0,141706000000.0,29240000.0,5871000.0,0.013418200000000002
6479,Afghanistan,700,1959,11073000.0,50000.0,0.0,82000000.0,10546000.0,426000.0,0.0012464
6480,Brazil,140,1959,316922000.0,235000.0,3216000000.0,25282000000.0,68237000.0,16063000.0,0.0141299
6481,Lebanon,660,1959,19626000.0,9000.0,0.0,90000000.0,1804000.0,530000.0,0.00041870000000000004
6482,Laos,812,1959,100000.0,29000.0,0.0,0.0,2282000.0,108000.0,0.0004274
6483,Sri Lanka,780,1959,15105000.0,4000.0,0.0,66000000.0,9646000.0,486000.0,0.0008271000000000001
6484,Uruguay,165,1959,34905000.0,7000.0,0.0,290000000.0,2505000.0,971000.0,0.0006386
6485,Indonesia,850,1959,297468000.0,299000.0,0.0,40902000000.0,94156000.0,8469000.0,0.012783899999999999
6486,Yemen Arab Republic,678,1959,,18000.0,0.0,32000000.0,3954000.0,0.0,0.0004729
6487,Iraq,645,1959,100252000.0,57000.0,0.0,7014000000.0,6682000.0,1502000.0,0.0017597000000000001
6488,Albania,339,1959,42029000.0,27000.0,0.0,1764000000.0,1556000.0,122000.0,0.000471
6489,Colombia,100,1959,37673000.0,17000.0,218000000.0,21636000000.0,14938000.0,4344000.0,0.0032738
6490,Honduras,91,1959,4650000.0,4000.0,0.0,22000000.0,1880000.0,112000.0,0.000198
6491,Ghana,452,1959,9801000.0,2000.0,0.0,84000000.0,6564000.0,497000.0,0.00062
6492,France,220,1959,3646000000.0,992000.0,30438000000.0,220682000000.0,45240000.0,7925000.0,0.0325902
6493,Republic of Vietnam,817,1959,176371000.0,160000.0,0.0,72000000.0,13700000.0,1192000.0,0.0029138000000000002
6494,Canada,20,1959,1703318000.0,120000.0,10708000000.0,180160000000.0,17522000.0,3934000.0,0.0128275
6495,Paraguay,150,1959,5100000.0,11000.0,0.0,22000000.0,1730000.0,267000.0,0.00030839999999999996
6496,El Salvador,92,1959,6240000.0,7000.0,0.0,58000000.0,2386000.0,222000.0,0.0002993
6497,Sudan,625,1959,15796000.0,10000.0,0.0,20000000.0,10952000.0,261000.0,0.000872
6498,Nicaragua,93,1959,6194000.0,5000.0,0.0,40000000.0,1370000.0,191000.0,0.0002084
6499,South Africa,560,1959,40571000.0,21000.0,3790000000.0,64574000000.0,16385000.0,2761000.0,0.004678
6500,Venezuela,101,1959,181194000.0,23000.0,100000000.0,214484000000.0,7086000.0,2093000.0,0.0062443
6501,Jordan,663,1959,56287000.0,46000.0,0.0,8000000.0,1636000.0,199000.0,0.0006516
6502,Panama,95,1959,,0.0,0.0,54000000.0,1031000.0,250000.0,0.00019040000000000002
6503,Costa Rica,94,1959,2346000.0,0.0,0.0,96000000.0,1200000.0,102000.0,0.000117
6504,Dominican Republic,42,1959,42600000.0,18000.0,0.0,78000000.0,2941000.0,328000.0,0.0005214999999999999
6505,Chile,155,1959,91742000.0,41000.0,830000000.0,11952000000.0,7417000.0,2144000.0,0.0022294
6506,Ethiopia,530,1959,10709000.0,29000.0,0.0,22000000.0,20400000.0,547000.0,0.0017079999999999999
6507,Malaysia,820,1959,46503000.0,20000.0,0.0,946000000.0,9479000.0,1636000.0,0.0014561
6508,Argentina,160,1959,252657000.0,145000.0,428000000.0,38574000000.0,20289000.0,8309000.0,0.0069331
6509,Denmark,390,1959,142754000.0,32000.0,584000000.0,7774000000.0,4547000.0,1033000.0,0.0014765000000000002
6510,Luxembourg,212,1959,8066000.0,3000.0,7326000000.0,2700000000.0,312000.0,0.0,0.0021104
6511,Pakistan,770,1959,183490000.0,223000.0,22000000.0,5290000000.0,93195000.0,6130000.0,0.010272100000000001
6512,Liberia,450,1959,1000000.0,4000.0,0.0,20000000.0,1012000.0,0.0,9.740000000000001e-05
6513,Bolivia,145,1959,2953000.0,12000.0,0.0,842000000.0,3729000.0,390000.0,0.0004989
6514,Iceland,395,1959,0.0,0.0,0.0,120000000.0,172000.0,0.0,1.3000000000000001e-05
6515,Vietnam,816,1959,,230000.0,0.0,3404000000.0,15550000.0,1172000.0,0.004111
6516,Morocco,600,1959,47143000.0,27000.0,0.0,1130000000.0,11350000.0,1822000.0,0.0017047999999999998
6517,India,750,1959,564644000.0,535000.0,4946000000.0,81764000000.0,423274000.0,33523000.0,0.046870499999999995
6518,Ireland,205,1959,24096000.0,13000.0,46000000.0,8436000000.0,2846000.0,588000.0,0.0007333999999999999
6519,Thailand,800,1959,67322000.0,99000.0,0.0,92000000.0,25619000.0,1986000.0,0.0032551000000000004
6520,Czechoslovakia,315,1959,968001000.0,303000.0,12272000000.0,102608000000.0,13565000.0,1931000.0,0.0110911
6521,Mexico,70,1959,70697000.0,50000.0,2426000000.0,66112000000.0,35909000.0,6215000.0,0.007127199999999999
6522,Austria,305,1959,76500000.0,31000.0,5024000000.0,20402000000.0,7014000.0,2271000.0,0.0034668
6523,Ecuador,130,1959,16304000.0,18000.0,0.0,1050000000.0,4195000.0,730000.0,0.0007319
6524,Mongolia,712,1959,,22000.0,0.0,724000000.0,923000.0,171000.0,0.0003892
6525,Taiwan,713,1959,203408000.0,615000.0,318000000.0,8040000000.0,10425000.0,2643000.0,0.0074521
6526,Turkey,640,1959,238692000.0,460000.0,428000000.0,9350000000.0,26735000.0,2995000.0,0.0073587
6527,Nepal,790,1959,2204000.0,20000.0,0.0,2000000.0,9093000.0,118000.0,0.0007700000000000001
6528,China,710,1959,6612470000.0,3208000.0,27740000000.0,537652000000.0,646515000.0,57000000.0,0.11696680000000001
6529,Netherlands,210,1959,398675000.0,158000.0,3340000000.0,80974000000.0,11346000.0,3734000.0,0.0066679
6530,Guatemala,90,1959,9800000.0,8000.0,0.0,60000000.0,3652000.0,382000.0,0.0004506
6531,Australia,900,1959,407003000.0,48000.0,6586000000.0,69968000000.0,10056000.0,5677000.0,0.0070529
6532,Iran,630,1959,204301000.0,157000.0,0.0,64354000000.0,20926000.0,3658000.0,0.005661600000000001
6533,Hungary,310,1959,140000000.0,55000.0,3518000000.0,34718000000.0,9937000.0,1892000.0,0.0036906
6534,Japan,740,1959,436495000.0,255000.0,33258000000.0,151598000000.0,92434000.0,36920000.0,0.034729199999999995
6535,United States of America,2,1959,46614000000.0,2328000.0,169546000000.0,3027254000000.0,177830000.0,50320000.0,0.2289647
6536,Haiti,41,1959,6880000.0,6000.0,0.0,14000000.0,3568000.0,218000.0,0.0003608
6537,Philippines,840,1959,46493000.0,58000.0,0.0,3532000000.0,26584000.0,2879000.0,0.0033443000000000006
6538,Spain,230,1959,131464000.0,398000.0,3646000000.0,45824000000.0,30195000.0,7943000.0,0.0104077
6539,Cuba,40,1959,,19000.0,58000000.0,10596000000.0,6901000.0,1599000.0,0.0017135000000000002
6540,Greece,350,1959,157833000.0,152000.0,180000000.0,5220000000.0,8258000.0,1047000.0,0.0025909
6541,Finland,375,1959,76875000.0,42000.0,464000000.0,7956000000.0,4395000.0,687000.0,0.0012948
6542,Argentina,160,1960,288613000.0,130000.0,554000000.0,41734000000.0,20616000.0,8595000.0,0.0067581
6543,Central African Republic,482,1960,0.0,0.0,0.0,2000000.0,1297000.0,0.0,7.43e-05
6544,Bolivia,145,1960,4114000.0,12000.0,0.0,858000000.0,3351000.0,418000.0,0.0004663
6545,Austria,305,1960,72724000.0,35000.0,6326000000.0,24016000000.0,7048000.0,2270000.0,0.0036313
6546,Benin,434,1960,0.0,0.0,0.0,2000000.0,2237000.0,0.0,0.0001281
6547,Hungary,310,1960,173623000.0,80000.0,3774000000.0,37432000000.0,9984000.0,1908000.0,0.0038595999999999995
6548,Malaysia,820,1960,42908000.0,20000.0,0.0,4410000000.0,9786000.0,1767000.0,0.001513
6549,Afghanistan,700,1960,14240000.0,60000.0,0.0,96000000.0,10775000.0,444000.0,0.0013066
6550,Mongolia,712,1960,15000000.0,24000.0,0.0,668000000.0,952000.0,179000.0,0.0003573
6551,Venezuela,101,1960,161194000.0,23000.0,94000000.0,221028000000.0,7502000.0,2141000.0,0.006192100000000001
6552,Liberia,450,1960,1400000.0,3000.0,0.0,24000000.0,666000.0,0.0,6.61e-05
6553,Haiti,41,1960,6560000.0,6000.0,0.0,14000000.0,3804000.0,240000.0,0.000364
6554,Brazil,140,1960,268931000.0,241000.0,4520000000.0,30904000000.0,72594000.0,17692000.0,0.014623500000000001
6555,Nigeria,475,1960,15962000.0,5000.0,0.0,1090000000.0,42305000.0,4475000.0,0.0041064
6556,Finland,375,1960,83438000.0,42000.0,508000000.0,8602000000.0,4430000.0,700000.0,0.0012792
6557,Chile,155,1960,103514000.0,41000.0,844000000.0,13714000000.0,7614000.0,2409000.0,0.0022778000000000004
6558,Libya,620,1960,3920000.0,5000.0,0.0,20000000.0,1300000.0,223000.0,0.0002025
6559,Mauritania,435,1960,1000000.0,0.0,0.0,0.0,991000.0,0.0,5.8200000000000005e-05
6560,Gabon,481,1960,500000.0,0.0,0.0,90000000.0,486000.0,0.0,3.04e-05
6561,South Africa,560,1960,61333000.0,22000.0,4226000000.0,67620000000.0,17122000.0,2837000.0,0.0046757
6562,Ecuador,130,1960,22178000.0,18000.0,0.0,1638000000.0,4439000.0,764000.0,0.0007451000000000001
6563,Laos,812,1960,21388000.0,29000.0,0.0,0.0,2337000.0,111000.0,0.0004502
6564,Ireland,205,1960,25756000.0,13000.0,60000000.0,9736000000.0,2832000.0,603000.0,0.0007394999999999999
6565,India,750,1960,579971000.0,535000.0,6572000000.0,90702000000.0,432703000.0,35036000.0,0.0460935
6566,Ghana,452,1960,17384000.0,5000.0,0.0,92000000.0,6777000.0,518000.0,0.0006422000000000001
6567,Republic of Vietnam,817,1960,208657000.0,160000.0,0.0,76000000.0,14100000.0,1305000.0,0.0029324000000000004
6568,Honduras,91,1960,4100000.0,4000.0,0.0,24000000.0,1943000.0,129000.0,0.0001976
6569,Paraguay,150,1960,4900000.0,11000.0,0.0,24000000.0,1842000.0,274000.0,0.0003041
6570,Indonesia,850,1960,386121000.0,316000.0,0.0,39028000000.0,96194000.0,9000000.0,0.0127582
6571,Cuba,40,1960,175000000.0,46000.0,74000000.0,9496000000.0,7029000.0,1609000.0,0.0018325
6572,France,220,1960,3897000000.0,1025000.0,34562000000.0,229276000000.0,45684000.0,8078000.0,0.032849300000000005
6573,Uruguay,165,1960,10800000.0,7000.0,20000000.0,306000000.0,2538000.0,998000.0,0.0005874
6574,Japan,740,1960,454148000.0,263000.0,44276000000.0,185176000000.0,93216000.0,38258000.0,0.036334899999999996
6575,United States of America,2,1960,45380000000.0,2306000.0,180134000000.0,2842436000000.0,180671000.0,50966000.0,0.21544380000000002
6576,Togo,461,1960,100000.0,0.0,0.0,2000000.0,1444000.0,0.0,8.290000000000001e-05
6577,Jordan,663,1960,53486000.0,,0.0,12000000.0,1695000.0,220000.0,0.0003036
6578,Sri Lanka,780,1960,14973000.0,6000.0,0.0,74000000.0,9889000.0,492000.0,0.0008157
6579,Mali,432,1960,0.0,3000.0,0.0,4000000.0,4375000.0,120000.0,0.0003188
6580,Turkey,640,1960,266630000.0,435000.0,532000000.0,9416000000.0,27506000.0,3223000.0,0.0071199
6581,Bulgaria,355,1960,155910000.0,118000.0,506000000.0,16850000000.0,7867000.0,1044000.0,0.002517
6582,Morocco,600,1960,41601000.0,27000.0,0.0,1194000000.0,11637000.0,1957000.0,0.001678
6583,Lebanon,660,1960,21817000.0,10000.0,0.0,104000000.0,1857000.0,541000.0,0.0004178
6584,Canada,20,1960,1735570000.0,121000.0,10540000000.0,189852000000.0,17909000.0,4049000.0,0.012444799999999999
6585,Cameroon,471,1960,8912000.0,1000.0,0.0,224000000.0,5296000.0,0.0,0.00032910000000000003
6586,Iceland,395,1960,0.0,0.0,0.0,130000000.0,176000.0,0.0,1.28e-05
